dataset	consensus	consensus_label	phy_group	group_label	filename	reason	detail
CDS	NA	NA	NA	NA	group1_EEF2K_ENSG00000103319.12_ENST00000263026.10_chr16_cds_start22225730_cds_end22283993_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22225730,22283993] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_EEF2K_ENSG00000103319.12_ENST00000263026.10_chr16_cds_start22225730_cds_end22283993_inv_start21864964_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22225730,22283993] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_ELSPBP1_ENSG00000169393.10_ENST00000339841.7_chr19_cds_start48008668_cds_end48022324_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48008668,48022324] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_EMP3_ENSG00000142227.12_ENST00000270221.11_chr19_cds_start48326845_cds_end48330467_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48326845,48330467] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_ENSG00000237378_ENSG00000237378.3_ENST00000611641.1_chr13_cds_start63746801_cds_end63747187_inv_start63727377_inv_end63820968.phy	CDS_NO_OVERLAP	CDS [63746801,63747187] on chr 13 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FBXW10_ENSG00000171931.13_ENST00000395665.9_chr17_cds_start18744245_cds_end18779295_inv_start18622359_inv_end18823773.phy	CDS_NO_OVERLAP	CDS [18744245,18779295] on chr 17 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FCGRT_ENSG00000104870.13_ENST00000221466.10_chr19_cds_start49513401_cds_end49526116_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49513401,49526116] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FGF21_ENSG00000105550.10_ENST00000593756.6_chr19_cds_start48756237_cds_end48758217_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48756237,48758217] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FLT3LG_ENSG00000090554.13_ENST00000597551.6_chr19_cds_start49474640_cds_end49480596_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49474640,49480596] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FOXD4L6_ENSG00000273514.2_ENST00000622588.2_chr9_cds_start41127133_cds_end41128383_inv_start38773640_inv_end42796744.phy	CDS_NO_OVERLAP	CDS [41127133,41128383] on chr 9 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FTL_ENSG00000087086.16_ENST00000331825.11_chr19_cds_start48965508_cds_end48966732_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48965508,48966732] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FUT1_ENSG00000174951.12_ENST00000645652.2_chr19_cds_start48750187_cds_end48751281_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48750187,48751281] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_FUT2_ENSG00000176920.14_ENST00000425340.3_chr19_cds_start48702957_cds_end48703985_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48702957,48703985] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_GFY_ENSG00000261949.7_ENST00000610896.3_chr19_cds_start49426431_cds_end49428815_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49426431,49428815] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_GLRA2_ENSG00000101958.14_ENST00000218075.9_chrX_cds_start14530058_cds_end14730482_inv_start14711416_inv_end14713197.phy	CDS_NO_OVERLAP	CDS [14530058,14730482] on chr X overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_GOLGA6L25_ENSG00000227717.5_ENST00000620691.5_chr15_cds_start28553629_cds_end28561376_inv_start28298424_inv_end28623514.phy	CDS_NO_OVERLAP	CDS [28553629,28561376] on chr 15 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_GOLGA6L9_ENSG00000197978.10_ENST00000618348.2_chr15_cds_start82430080_cds_end82436408_inv_start82360482_inv_end82515134.phy	CDS_NO_OVERLAP	CDS [82430080,82436408] on chr 15 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_GRIN2D_ENSG00000105464.4_ENST00000263269.4_chr19_cds_start48398393_cds_end48443934_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48398393,48443934] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_GRWD1_ENSG00000105447.13_ENST00000253237.10_chr19_cds_start48446006_cds_end48453022_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48446006,48453022] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_HIC2_ENSG00000169635.10_ENST00000407464.7_chr22_cds_start21442832_cds_end21446740_inv_start21443089_inv_end21491761.phy	CDS_NO_OVERLAP	CDS [21442832,21446740] on chr 22 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_KASH5_ENSG00000161609.10_ENST00000447857.8_chr19_cds_start49390884_cds_end49417507_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49390884,49417507] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_KCNJ14_ENSG00000182324.7_ENST00000342291.3_chr19_cds_start48461725_cds_end48464774_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48461725,48464774] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_LDOC1_ENSG00000182195.9_ENST00000370526.5_chrX_cds_start141176584_cds_end141177021_inv_start141110160_inv_end141232877.phy	CDS_NO_OVERLAP	CDS [141176584,141177021] on chr X overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_LHB_ENSG00000104826.15_ENST00000649238.3_chr19_cds_start49017067_cds_end49016310_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49017067,49016310] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_LIN7B_ENSG00000104863.12_ENST00000221459.7_chr19_cds_start49114405_cds_end49118370_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49114405,49118370] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_MED25_ENSG00000104973.19_ENST00000312865.10_chr19_cds_start49818342_cds_end49836941_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49818342,49836941] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_METTL9_ENSG00000197006.15_ENST00000358154.8_chr16_cds_start21599734_cds_end21655429_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [21599734,21655429] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_MOSMO_ENSG00000185716.12_ENST00000542527.7_chr16_cds_start22008302_cds_end22080877_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22008302,22080877] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_MOSMO_ENSG00000185716.12_ENST00000542527.7_chr16_cds_start22008302_cds_end22080877_inv_start21864964_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22008302,22080877] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_MUC20_ENSG00000176945.18_ENST00000447234.7_chr3_cds_start195721008_cds_end195733215_inv_start195680054_inv_end195724206.phy	CDS_NO_OVERLAP	CDS [195721008,195733215] on chr 3 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_MUC20_ENSG00000176945.18_ENST00000447234.7_chr3_cds_start195721008_cds_end195733215_inv_start195692124_inv_end195956606.phy	CDS_NO_OVERLAP	CDS [195721008,195733215] on chr 3 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_NIPA1_ENSG00000170113.16_ENST00000337435.9_chr15_cds_start22786657_cds_end22824236_inv_start22701127_inv_end23213881.phy	CDS_NO_OVERLAP	CDS [22786657,22824236] on chr 15 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_NIPA2_ENSG00000140157.16_ENST00000337451.8_chr15_cds_start22851732_cds_end22866844_inv_start22701127_inv_end23213881.phy	CDS_NO_OVERLAP	CDS [22851732,22866844] on chr 15 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_NPIPA1_ENSG00000183426.17_ENST00000328085.10_chr16_cds_start14937443_cds_end14952022_inv_start14907775_inv_end15028479.phy	CDS_NO_OVERLAP	CDS [14937443,14952022] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_NTF4_ENSG00000225950.9_ENST00000593537.2_chr19_cds_start49061368_cds_end49061997_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49061368,49061997] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_NUCB1_ENSG00000104805.17_ENST00000405315.9_chr19_cds_start48900797_cds_end48922421_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48900797,48922421] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_NUP62_ENSG00000213024.13_ENST00000352066.8_chr19_cds_start49908242_cds_end49909807_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49908242,49909807] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_OTOA_ENSG00000155719.18_ENST00000646100.2_chr16_cds_start21678515_cds_end21760537_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [21678515,21760537] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_POLR3E_ENSG00000058600.16_ENST00000299853.10_chr16_cds_start22302969_cds_end22333697_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22302969,22333697] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_POLR3E_ENSG00000058600.16_ENST00000299853.10_chr16_cds_start22302969_cds_end22333697_inv_start21864964_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22302969,22333697] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_PPFIA3_ENSG00000177380.14_ENST00000334186.9_chr19_cds_start49127874_cds_end49150135_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49127874,49150135] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_PPP1R15A_ENSG00000087074.9_ENST00000200453.6_chr19_cds_start48873234_cds_end48875970_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48873234,48875970] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_PRMT1_ENSG00000126457.22_ENST00000454376.7_chr19_cds_start49677281_cds_end49688242_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49677281,49688242] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_PRR12_ENSG00000126464.15_ENST00000418929.7_chr19_cds_start49591655_cds_end49625604_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49591655,49625604] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_PRRG2_ENSG00000126460.11_ENST00000246794.10_chr19_cds_start49583220_cds_end49590386_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49583220,49590386] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_PTOV1_ENSG00000104960.15_ENST00000391842.6_chr19_cds_start49851329_cds_end49860276_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49851329,49860276] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_RAP2A_ENSG00000125249.7_ENST00000245304.5_chr13_cds_start97434471_cds_end97464439_inv_start97456283_inv_end97456722.phy	CDS_NO_OVERLAP	CDS [97434471,97464439] on chr 13 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_RCN3_ENSG00000142552.8_ENST00000270645.8_chr19_cds_start49528473_cds_end49543210_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49528473,49543210] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_RPL13A_ENSG00000142541.18_ENST00000391857.9_chr19_cds_start49487630_cds_end49491812_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49487630,49491812] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_RPS11_ENSG00000142534.7_ENST00000270625.7_chr19_cds_start49496457_cds_end49499632_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49496457,49499632] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_RUVBL2_ENSG00000183207.15_ENST00000595090.6_chr19_cds_start48993912_cds_end49015839_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48993912,49015839] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SCAF1_ENSG00000126461.15_ENST00000360565.8_chr19_cds_start49645027_cds_end49658396_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49645027,49658396] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SDR42E2_ENSG00000183921.8_ENST00000602312.3_chr16_cds_start22165583_cds_end22190390_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22165583,22190390] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SDR42E2_ENSG00000183921.8_ENST00000602312.3_chr16_cds_start22165583_cds_end22190390_inv_start21864964_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22165583,22190390] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SNRNP70_ENSG00000104852.15_ENST00000598441.6_chr19_cds_start49086415_cds_end49108440_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49086415,49108440] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SPACA4_ENSG00000177202.3_ENST00000321762.3_chr19_cds_start48606979_cds_end48607350_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48606979,48607350] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SPATA31A1_ENSG00000204849.10_ENST00000377647.6_chr9_cds_start39355731_cds_end39361806_inv_start38773640_inv_end42796744.phy	CDS_NO_OVERLAP	CDS [39355731,39361806] on chr 9 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SPATA31A6_ENSG00000185775.10_ENST00000332857.7_chr9_cds_start42183688_cds_end42189731_inv_start38773640_inv_end42796744.phy	CDS_NO_OVERLAP	CDS [42183688,42189731] on chr 9 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SPHK2_ENSG00000063176.16_ENST00000245222.9_chr19_cds_start48620515_cds_end48629770_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48620515,48629770] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SULT2B1_ENSG00000088002.12_ENST00000201586.7_chr19_cds_start48552253_cds_end48599403_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48552253,48599403] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_SYNGR4_ENSG00000105467.9_ENST00000344846.7_chr19_cds_start48365843_cds_end48376315_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48365843,48376315] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TADA2A_ENSG00000276234.5_ENST00000615182.5_chr17_cds_start37411366_cds_end37476979_inv_start37415181_inv_end37415638.phy	CDS_NO_OVERLAP	CDS [37411366,37476979] on chr 17 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TBC1D17_ENSG00000104946.14_ENST00000221543.10_chr19_cds_start49877724_cds_end49888621_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49877724,49888621] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TCAF2_ENSG00000170379.21_ENST00000684770.1_chr7_cds_start143702995_cds_end143727664_inv_start143716562_inv_end143750998.phy	CDS_NO_OVERLAP	CDS [143702995,143727664] on chr 7 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TMEM191C_ENSG00000206140.12_ENST00000536718.3_chr22_cds_start21467460_cds_end21469818_inv_start21443089_inv_end21491761.phy	CDS_NO_OVERLAP	CDS [21467460,21469818] on chr 22 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TRPM4_ENSG00000130529.16_ENST00000252826.10_chr19_cds_start49157867_cds_end49211495_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [49157867,49211495] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TVP23B_ENSG00000171928.14_ENST00000307767.13_chr17_cds_start18781294_cds_end18805564_inv_start18622359_inv_end18823773.phy	CDS_NO_OVERLAP	CDS [18781294,18805564] on chr 17 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_TYW1_ENSG00000198874.14_ENST00000359626.10_chr7_cds_start66996979_cds_end67238526_inv_start67019303_inv_end67020338.phy	CDS_NO_OVERLAP	CDS [66996979,67238526] on chr 7 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_UQCRC2_ENSG00000140740.11_ENST00000268379.9_chr16_cds_start21953424_cds_end21983168_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [21953424,21983168] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_UQCRC2_ENSG00000140740.11_ENST00000268379.9_chr16_cds_start21953424_cds_end21983168_inv_start21864964_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [21953424,21983168] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_VWA3A_ENSG00000175267.15_ENST00000389398.10_chr16_cds_start22092638_cds_end22155899_inv_start21583511_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22092638,22155899] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_VWA3A_ENSG00000175267.15_ENST00000389398.10_chr16_cds_start22092638_cds_end22155899_inv_start21864964_inv_end22432381.phy	CDS_NO_OVERLAP	CDS [22092638,22155899] on chr 16 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_ZNF114_ENSG00000178150.10_ENST00000595607.6_chr19_cds_start48279800_cds_end48286875_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48279800,48286875] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_ZNF473_ENSG00000142528.16_ENST00000270617.8_chr19_cds_start50031083_cds_end50047056_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [50031083,50047056] on chr 19 overlaps no inv_info row
CDS	NA	NA	NA	NA	group1_ZSWIM9_ENSG00000185453.13_ENST00000614654.2_chr19_cds_start48171803_cds_end48196824_inv_start47959660_inv_end50091195.phy	CDS_NO_OVERLAP	CDS [48171803,48196824] on chr 19 overlaps no inv_info row
CDS	1	Recurrent	0	Direct	group0_ENSG00000284906_ENSG00000284906.3_ENST00000685924.1_chr15_cds_start30626821_cds_end30635627_inv_start30618103_inv_end32153204.phy	CDS_DEDUP_REMOVED	Duplicate CDS key (0, '15', 30626821, 30635627, 1)
CDS	1	Recurrent	0	Direct	group0_PDXDC1_ENSG00000179889.21_ENST00000396410.9_chr16_cds_start14975200_cds_end15036272_inv_start14954790_inv_end15100859.phy	CDS_DEDUP_REMOVED	Duplicate CDS key (0, '16', 14975200, 15036272, 1)
CDS	1	Recurrent	1	Inverted	group1_ENSG00000284906_ENSG00000284906.3_ENST00000685924.1_chr15_cds_start30626821_cds_end30635627_inv_start30618103_inv_end32153204.phy	CDS_DEDUP_REMOVED	Duplicate CDS key (1, '15', 30626821, 30635627, 1)
CDS	1	Recurrent	1	Inverted	group1_PDXDC1_ENSG00000179889.21_ENST00000396410.9_chr16_cds_start14975200_cds_end15036272_inv_start14954790_inv_end15100859.phy	CDS_DEDUP_REMOVED	Duplicate CDS key (1, '16', 14975200, 15036272, 1)
CDS	0	Single-event	0	Direct	group0_GOLGA8F_ENSG00000153684.16_ENST00000526619.7_chr15_cds_start28378762_cds_end28389060_inv_start28298424_inv_end28623514.phy	CDS_DEDUP_REMOVED	Duplicate CDS key (0, '15', 28378762, 28389060, 0)
CDS	0	Single-event	1	Inverted	group1_GOLGA8F_ENSG00000153684.16_ENST00000526619.7_chr15_cds_start28378762_cds_end28389060_inv_start28298424_inv_end28623514.phy	CDS_DEDUP_REMOVED	Duplicate CDS key (1, '15', 28378762, 28389060, 0)
REGION	NA	NA	0	Direct	inversion_group0_10_start103205557_end103205994.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,103205557,103205994)
REGION	NA	NA	0	Direct	inversion_group0_10_start113411933_end113412252.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,113411933,113412252)
REGION	NA	NA	0	Direct	inversion_group0_10_start131619777_end131620717.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,131619777,131620717)
REGION	NA	NA	0	Direct	inversion_group0_10_start133657262_end133787421.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,133657262,133787421)
REGION	NA	NA	0	Direct	inversion_group0_10_start37105149_end37111121.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,37105149,37111121)
REGION	NA	NA	0	Direct	inversion_group0_10_start46769328_end46857141.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,46769328,46857141)
REGION	NA	NA	0	Direct	inversion_group0_10_start47480263_end47546423.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,47480263,47546423)
REGION	NA	NA	0	Direct	inversion_group0_10_start47649265_end47756785.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,47649265,47756785)
REGION	NA	NA	0	Direct	inversion_group0_10_start47983093_end48044442.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,47983093,48044442)
REGION	NA	NA	0	Direct	inversion_group0_10_start4983056_end4984361.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,4983056,4984361)
REGION	NA	NA	0	Direct	inversion_group0_10_start71066858_end71067726.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,71066858,71067726)
REGION	NA	NA	0	Direct	inversion_group0_10_start73657969_end73660146.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,73657969,73660146)
REGION	NA	NA	0	Direct	inversion_group0_10_start87308005_end87425030.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,87308005,87425030)
REGION	NA	NA	0	Direct	inversion_group0_10_start91443587_end91446029.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (10,91443587,91446029)
REGION	NA	NA	0	Direct	inversion_group0_11_start1667460_end1683267.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,1667460,1683267)
REGION	NA	NA	0	Direct	inversion_group0_11_start24263179_end24266246.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,24263179,24266246)
REGION	NA	NA	0	Direct	inversion_group0_11_start311836_end317944.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,311836,317944)
REGION	NA	NA	0	Direct	inversion_group0_11_start4271709_end4289557.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,4271709,4289557)
REGION	NA	NA	0	Direct	inversion_group0_11_start48888300_end48892127.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,48888300,48892127)
REGION	NA	NA	0	Direct	inversion_group0_11_start55662739_end55666690.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,55662739,55666690)
REGION	NA	NA	0	Direct	inversion_group0_11_start62093043_end62102999.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,62093043,62102999)
REGION	NA	NA	0	Direct	inversion_group0_11_start66251227_end66252453.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,66251227,66252453)
REGION	NA	NA	0	Direct	inversion_group0_11_start738649_end740185.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (11,738649,740185)
REGION	NA	NA	0	Direct	inversion_group0_12_start131333943_end131623807.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (12,131333943,131623807)
REGION	NA	NA	0	Direct	inversion_group0_12_start13392624_end13397634.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (12,13392624,13397634)
REGION	NA	NA	0	Direct	inversion_group0_12_start37705668_end37737662.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (12,37705668,37737662)
REGION	NA	NA	0	Direct	inversion_group0_12_start71546200_end71547738.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (12,71546200,71547738)
REGION	NA	NA	0	Direct	inversion_group0_13_start37315207_end37317760.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (13,37315207,37317760)
REGION	NA	NA	0	Direct	inversion_group0_13_start52344010_end52502256.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (13,52344010,52502256)
REGION	NA	NA	0	Direct	inversion_group0_13_start63727377_end63820968.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (13,63727377,63820968)
REGION	NA	NA	0	Direct	inversion_group0_13_start79823210_end79839670.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (13,79823210,79839670)
REGION	NA	NA	0	Direct	inversion_group0_13_start97456283_end97456722.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (13,97456283,97456722)
REGION	NA	NA	0	Direct	inversion_group0_14_start105573622_end105577544.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (14,105573622,105577544)
REGION	NA	NA	0	Direct	inversion_group0_14_start105693931_end105698385.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (14,105693931,105698385)
REGION	NA	NA	0	Direct	inversion_group0_14_start18862645_end19659006.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (14,18862645,19659006)
REGION	NA	NA	0	Direct	inversion_group0_14_start34547864_end34555230.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (14,34547864,34555230)
REGION	NA	NA	0	Direct	inversion_group0_14_start65375818_end65376683.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (14,65375818,65376683)
REGION	NA	NA	0	Direct	inversion_group0_15_start22701127_end23213881.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (15,22701127,23213881)
REGION	NA	NA	0	Direct	inversion_group0_15_start28298424_end28623514.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (15,28298424,28623514)
REGION	NA	NA	0	Direct	inversion_group0_15_start30436458_end30529803.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (15,30436458,30529803)
REGION	NA	NA	0	Direct	inversion_group0_15_start32477828_end32571283.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (15,32477828,32571283)
REGION	NA	NA	0	Direct	inversion_group0_15_start82330918_end82357797.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (15,82330918,82357797)
REGION	NA	NA	0	Direct	inversion_group0_15_start82360482_end82515134.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (15,82360482,82515134)
REGION	NA	NA	0	Direct	inversion_group0_16_start1245200_end1247503.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (16,1245200,1247503)
REGION	NA	NA	0	Direct	inversion_group0_16_start14907775_end15028479.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (16,14907775,15028479)
REGION	NA	NA	0	Direct	inversion_group0_16_start18337348_end18356673.phy	REGION_NO_EXACT_MATCH	No inv_info exact match for (16,18337348,18356673)
