phy_filename	transcript_id	gene_name	chromosome	haplotype_group	overall_cds_start_1based	overall_cds_end_1based	spliced_cds_length	cds_segment_coords_1based
group1_NPIPB4_ENSG00000185864.20_ENST00000682606.1_chr16_cds_start21834721_cds_end21857378_inv_start21583511_inv_end22432381.phy.gz	ENST00000682606.1	NPIPB4	16	1	21834721	21857378	3666	21857259-21857378;21847413-21847541;21843694-21843793;21843386-21843581;21839250-21839310;21839105-21839140;21834721-21837744
group0_EEF2K_ENSG00000103319.12_ENST00000263026.10_chr16_cds_start22225730_cds_end22283993_inv_start21864964_inv_end22432381.phy.gz	ENST00000263026.10	EEF2K	16	0	22225730	22283993	2175	22225730-22225975;22244630-22244730;22248755-22248815;22250654-22250691;22251151-22251322;22256748-22256897;22257253-22257385;22257643-22257770;22258494-22258695;22260462-22260529;22263110-22263187;22264818-22264880;22266390-22266524;22266688-22266876;22273626-22273750;22280198-22280376;22283887-22283993
group0_UQCRC2_ENSG00000140740.11_ENST00000268379.9_chr16_cds_start21953424_cds_end21983168_inv_start21864964_inv_end22432381.phy.gz	ENST00000268379.9	UQCRC2	16	0	21953424	21983168	1359	21953424-21953456;21957235-21957318;21957417-21957566;21958535-21958599;21962460-21962516;21962761-21962885;21965408-21965505;21968628-21968685;21971525-21971620;21971923-21972122;21973896-21973976;21976167-21976243;21980547-21980700;21983088-21983168
group0_CDR2_ENSG00000140743.8_ENST00000268383.7_chr16_cds_start22346968_cds_end22374309_inv_start21864964_inv_end22432381.phy.gz	ENST00000268383.7	CDR2	16	0	22346968	22374309	1362	22374231-22374309;22364902-22365014;22349701-22349849;22349279-22349443;22346968-22347823
group0_POLR3E_ENSG00000058600.16_ENST00000299853.10_chr16_cds_start22302969_cds_end22333697_inv_start21864964_inv_end22432381.phy.gz	ENST00000299853.10	POLR3E	16	0	22302969	22333697	2124	22302969-22303004;22305156-22305206;22308148-22308225;22308925-22309040;22309428-22309510;22313620-22313727;22314079-22314128;22315089-22315208;22316601-22316686;22316995-22317039;22317115-22317206;22318826-22318946;22322850-22322931;22324354-22324413;22324503-22324660;22325205-22325266;22325761-22326278;22328510-22328587;22332060-22332185;22333644-22333697
group0_VWA3A_ENSG00000175267.15_ENST00000389398.10_chr16_cds_start22092638_cds_end22155899_inv_start21864964_inv_end22432381.phy.gz	ENST00000389398.10	VWA3A	16	0	22092638	22155899	3552	22092638-22092651;22096859-22096945;22097572-22097695;22100194-22100318;22100416-22100493;22103475-22103529;22109482-22109580;22110888-22110994;22115347-22115472;22116759-22116867;22117111-22117176;22118902-22119027;22120968-22121103;22121514-22121617;22123085-22123165;22123613-22123707;22126178-22126297;22131205-22131279;22131585-22131729;22132900-22133095;22134368-22134438;22138360-22138512;22140154-22140244;22141582-22141692;22142668-22142765;22144247-22144384;22146236-22146344;22148162-22148306;22149787-22149931;22150695-22150846;22152511-22152634;22155567-22155664;22155851-22155899
group0_PDZD9_ENSG00000155714.14_ENST00000424898.3_chr16_cds_start21984270_cds_end22001047_inv_start21864964_inv_end22432381.phy.gz	ENST00000424898.3	PDZD9	16	0	21984270	22001047	792	22001017-22001047;21996322-21996501;21988602-21988791;21984270-21984660
group0_MOSMO_ENSG00000185716.12_ENST00000542527.7_chr16_cds_start22008302_cds_end22080877_inv_start21864964_inv_end22432381.phy.gz	ENST00000542527.7	MOSMO	16	0	22008302	22080877	501	22008302-22008407;22075487-22075699;22080696-22080877
group0_SDR42E2_ENSG00000183921.8_ENST00000602312.3_chr16_cds_start22165583_cds_end22190390_inv_start21864964_inv_end22432381.phy.gz	ENST00000602312.3	SDR42E2	16	0	22165583	22190390	1266	22165583-22165637;22166250-22166434;22166904-22166999;22169445-22169502;22170833-22170951;22172256-22172331;22178130-22178212;22181519-22181656;22182212-22182277;22184181-22184244;22186721-22186794;22190139-22190390
group1_EEF2K_ENSG00000103319.12_ENST00000263026.10_chr16_cds_start22225730_cds_end22283993_inv_start21864964_inv_end22432381.phy.gz	ENST00000263026.10	EEF2K	16	1	22225730	22283993	2175	22225730-22225975;22244630-22244730;22248755-22248815;22250654-22250691;22251151-22251322;22256748-22256897;22257253-22257385;22257643-22257770;22258494-22258695;22260462-22260529;22263110-22263187;22264818-22264880;22266390-22266524;22266688-22266876;22273626-22273750;22280198-22280376;22283887-22283993
group1_UQCRC2_ENSG00000140740.11_ENST00000268379.9_chr16_cds_start21953424_cds_end21983168_inv_start21864964_inv_end22432381.phy.gz	ENST00000268379.9	UQCRC2	16	1	21953424	21983168	1359	21953424-21953456;21957235-21957318;21957417-21957566;21958535-21958599;21962460-21962516;21962761-21962885;21965408-21965505;21968628-21968685;21971525-21971620;21971923-21972122;21973896-21973976;21976167-21976243;21980547-21980700;21983088-21983168
group1_CDR2_ENSG00000140743.8_ENST00000268383.7_chr16_cds_start22346968_cds_end22374309_inv_start21864964_inv_end22432381.phy.gz	ENST00000268383.7	CDR2	16	1	22346968	22374309	1362	22374231-22374309;22364902-22365014;22349701-22349849;22349279-22349443;22346968-22347823
group1_POLR3E_ENSG00000058600.16_ENST00000299853.10_chr16_cds_start22302969_cds_end22333697_inv_start21864964_inv_end22432381.phy.gz	ENST00000299853.10	POLR3E	16	1	22302969	22333697	2124	22302969-22303004;22305156-22305206;22308148-22308225;22308925-22309040;22309428-22309510;22313620-22313727;22314079-22314128;22315089-22315208;22316601-22316686;22316995-22317039;22317115-22317206;22318826-22318946;22322850-22322931;22324354-22324413;22324503-22324660;22325205-22325266;22325761-22326278;22328510-22328587;22332060-22332185;22333644-22333697
group1_VWA3A_ENSG00000175267.15_ENST00000389398.10_chr16_cds_start22092638_cds_end22155899_inv_start21864964_inv_end22432381.phy.gz	ENST00000389398.10	VWA3A	16	1	22092638	22155899	3552	22092638-22092651;22096859-22096945;22097572-22097695;22100194-22100318;22100416-22100493;22103475-22103529;22109482-22109580;22110888-22110994;22115347-22115472;22116759-22116867;22117111-22117176;22118902-22119027;22120968-22121103;22121514-22121617;22123085-22123165;22123613-22123707;22126178-22126297;22131205-22131279;22131585-22131729;22132900-22133095;22134368-22134438;22138360-22138512;22140154-22140244;22141582-22141692;22142668-22142765;22144247-22144384;22146236-22146344;22148162-22148306;22149787-22149931;22150695-22150846;22152511-22152634;22155567-22155664;22155851-22155899
group1_PDZD9_ENSG00000155714.14_ENST00000424898.3_chr16_cds_start21984270_cds_end22001047_inv_start21864964_inv_end22432381.phy.gz	ENST00000424898.3	PDZD9	16	1	21984270	22001047	792	22001017-22001047;21996322-21996501;21988602-21988791;21984270-21984660
group1_MOSMO_ENSG00000185716.12_ENST00000542527.7_chr16_cds_start22008302_cds_end22080877_inv_start21864964_inv_end22432381.phy.gz	ENST00000542527.7	MOSMO	16	1	22008302	22080877	501	22008302-22008407;22075487-22075699;22080696-22080877
group1_SDR42E2_ENSG00000183921.8_ENST00000602312.3_chr16_cds_start22165583_cds_end22190390_inv_start21864964_inv_end22432381.phy.gz	ENST00000602312.3	SDR42E2	16	1	22165583	22190390	1266	22165583-22165637;22166250-22166434;22166904-22166999;22169445-22169502;22170833-22170951;22172256-22172331;22178130-22178212;22181519-22181656;22182212-22182277;22184181-22184244;22186721-22186794;22190139-22190390
group0_SULT1A1_ENSG00000196502.15_ENST00000314752.12_chr16_cds_start28605824_cds_end28608855_inv_start28471892_inv_end28637651.phy.gz	ENST00000314752.12	SULT1A1	16	0	28605824	28608855	885	28608708-28608855;28608478-28608603;28608291-28608388;28606951-28607077;28606761-28606855;28606056-28606236;28605824-28605933
group0_SGF29_ENSG00000176476.9_ENST00000317058.8_chr16_cds_start28581070_cds_end28591703_inv_start28471892_inv_end28637651.phy.gz	ENST00000317058.8	SGF29	16	0	28581070	28591703	879	28581070-28581144;28584913-28584988;28585648-28585720;28589100-28589164;28590096-28590225;28590296-28590442;28590631-28590666;28590773-28590935;28591590-28591703
group0_NUPR1_ENSG00000176046.9_ENST00000324873.8_chr16_cds_start28538022_cds_end28538907_inv_start28471892_inv_end28637651.phy.gz	ENST00000324873.8	NUPR1	16	0	28538022	28538907	246	28538796-28538907;28538022-28538155
group0_SULT1A2_ENSG00000197165.11_ENST00000335715.9_chr16_cds_start28592031_cds_end28595930_inv_start28471892_inv_end28637651.phy.gz	ENST00000335715.9	SULT1A2	16	0	28592031	28595930	885	28595783-28595930;28595550-28595675;28595367-28595464;28593442-28593568;28593252-28593346;28592263-28592443;28592031-28592140
group0_IL27_ENSG00000197272.2_ENST00000356897.1_chr16_cds_start28499654_cds_end28506811_inv_start28471892_inv_end28637651.phy.gz	ENST00000356897.1	IL27	16	0	28499654	28506811	729	28506781-28506811;28503878-28504050;28503695-28503793;28501976-28502134;28499654-28499920
group0_APOBR_ENSG00000184730.12_ENST00000564831.6_chr16_cds_start28494682_cds_end28498502_inv_start28471892_inv_end28637651.phy.gz	ENST00000564831.6	APOBR	16	0	28494682	28498502	3291	28494682-28494738;28495099-28497996;28498081-28498349;28498436-28498502
group0_CLN3_ENSG00000188603.22_ENST00000636147.2_chr16_cds_start28477519_cds_end28491759_inv_start28471892_inv_end28637651.phy.gz	ENST00000636147.2	CLN3	16	0	28477519	28491759	1314	28491714-28491759;28491482-28491560;28489290-28489386;28488591-28488662;28487662-28487741;28487456-28487541;28486578-28486650;28486347-28486490;28484006-28484118;28482626-28482672;28482477-28482545;28482327-28482382;28482105-28482198;28477737-28477877;28477519-28477635
group1_SULT1A1_ENSG00000196502.15_ENST00000314752.12_chr16_cds_start28605824_cds_end28608855_inv_start28471892_inv_end28637651.phy.gz	ENST00000314752.12	SULT1A1	16	1	28605824	28608855	885	28608708-28608855;28608478-28608603;28608291-28608388;28606951-28607077;28606761-28606855;28606056-28606236;28605824-28605933
group1_SGF29_ENSG00000176476.9_ENST00000317058.8_chr16_cds_start28581070_cds_end28591703_inv_start28471892_inv_end28637651.phy.gz	ENST00000317058.8	SGF29	16	1	28581070	28591703	879	28581070-28581144;28584913-28584988;28585648-28585720;28589100-28589164;28590096-28590225;28590296-28590442;28590631-28590666;28590773-28590935;28591590-28591703
group1_NUPR1_ENSG00000176046.9_ENST00000324873.8_chr16_cds_start28538022_cds_end28538907_inv_start28471892_inv_end28637651.phy.gz	ENST00000324873.8	NUPR1	16	1	28538022	28538907	246	28538796-28538907;28538022-28538155
group1_SULT1A2_ENSG00000197165.11_ENST00000335715.9_chr16_cds_start28592031_cds_end28595930_inv_start28471892_inv_end28637651.phy.gz	ENST00000335715.9	SULT1A2	16	1	28592031	28595930	885	28595783-28595930;28595550-28595675;28595367-28595464;28593442-28593568;28593252-28593346;28592263-28592443;28592031-28592140
group1_IL27_ENSG00000197272.2_ENST00000356897.1_chr16_cds_start28499654_cds_end28506811_inv_start28471892_inv_end28637651.phy.gz	ENST00000356897.1	IL27	16	1	28499654	28506811	729	28506781-28506811;28503878-28504050;28503695-28503793;28501976-28502134;28499654-28499920
group1_APOBR_ENSG00000184730.12_ENST00000564831.6_chr16_cds_start28494682_cds_end28498502_inv_start28471892_inv_end28637651.phy.gz	ENST00000564831.6	APOBR	16	1	28494682	28498502	3291	28494682-28494738;28495099-28497996;28498081-28498349;28498436-28498502
group1_CLN3_ENSG00000188603.22_ENST00000636147.2_chr16_cds_start28477519_cds_end28491759_inv_start28471892_inv_end28637651.phy.gz	ENST00000636147.2	CLN3	16	1	28477519	28491759	1314	28491714-28491759;28491482-28491560;28489290-28489386;28488591-28488662;28487662-28487741;28487456-28487541;28486578-28486650;28486347-28486490;28484006-28484118;28482626-28482672;28482477-28482545;28482327-28482382;28482105-28482198;28477737-28477877;28477519-28477635
group0_CTRB2_ENSG00000168928.13_ENST00000303037.13_chr16_cds_start75204164_cds_end75207141_inv_start75206214_inv_end75222748.phy.gz	ENST00000303037.13	CTRB2	16	0	75204164	75207141	789	75207090-75207141;75206090-75206193;75205913-75205992;75205742-75205820;75205333-75205513;75204773-75204906;75204164-75204322
group0_CTRB1_ENSG00000168925.12_ENST00000361017.9_chr16_cds_start75219008_cds_end75224863_inv_start75206214_inv_end75222748.phy.gz	ENST00000361017.9	CTRB1	16	0	75219008	75224863	789	75219008-75219059;75222768-75222871;75222969-75223048;75223141-75223219;75223448-75223628;75224055-75224188;75224705-75224863
group1_CTRB2_ENSG00000168928.13_ENST00000303037.13_chr16_cds_start75204164_cds_end75207141_inv_start75206214_inv_end75222748.phy.gz	ENST00000303037.13	CTRB2	16	1	75204164	75207141	789	75207090-75207141;75206090-75206193;75205913-75205992;75205742-75205820;75205333-75205513;75204773-75204906;75204164-75204322
group1_CTRB1_ENSG00000168925.12_ENST00000361017.9_chr16_cds_start75219008_cds_end75224863_inv_start75206214_inv_end75222748.phy.gz	ENST00000361017.9	CTRB1	16	1	75219008	75224863	789	75219008-75219059;75222768-75222871;75222969-75223048;75223141-75223219;75223448-75223628;75224055-75224188;75224705-75224863
group0_OR1G1_ENSG00000183024.4_ENST00000328890.3_chr17_cds_start3126613_cds_end3127551_inv_start3082008_inv_end3221835.phy.gz	ENST00000328890.3	OR1G1	17	0	3126613	3127551	939	3126613-3127551
group0_OR1A2_ENSG00000172150.4_ENST00000381951.1_chr17_cds_start3197519_cds_end3198445_inv_start3082008_inv_end3221835.phy.gz	ENST00000381951.1	OR1A2	17	0	3197519	3198445	927	3197519-3198445
group0_OR1A1_ENSG00000172146.4_ENST00000641732.2_chr17_cds_start3215621_cds_end3216547_inv_start3082008_inv_end3221835.phy.gz	ENST00000641732.2	OR1A1	17	0	3215621	3216547	927	3215621-3216547
group0_OR1D2_ENSG00000184166.3_ENST00000641833.1_chr17_cds_start3092061_cds_end3092996_inv_start3082008_inv_end3221835.phy.gz	ENST00000641833.1	OR1D2	17	0	3092061	3092996	936	3092061-3092996
group1_OR1G1_ENSG00000183024.4_ENST00000328890.3_chr17_cds_start3126613_cds_end3127551_inv_start3082008_inv_end3221835.phy.gz	ENST00000328890.3	OR1G1	17	1	3126613	3127551	939	3126613-3127551
group1_OR1A2_ENSG00000172150.4_ENST00000381951.1_chr17_cds_start3197519_cds_end3198445_inv_start3082008_inv_end3221835.phy.gz	ENST00000381951.1	OR1A2	17	1	3197519	3198445	927	3197519-3198445
group1_OR1A1_ENSG00000172146.4_ENST00000641732.2_chr17_cds_start3215621_cds_end3216547_inv_start3082008_inv_end3221835.phy.gz	ENST00000641732.2	OR1A1	17	1	3215621	3216547	927	3215621-3216547
group1_OR1D2_ENSG00000184166.3_ENST00000641833.1_chr17_cds_start3092061_cds_end3092996_inv_start3082008_inv_end3221835.phy.gz	ENST00000641833.1	OR1D2	17	1	3092061	3092996	936	3092061-3092996
group0_RASD1_ENSG00000108551.5_ENST00000225688.4_chr17_cds_start17495128_cds_end17496181_inv_start16823490_inv_end18384190.phy.gz	ENST00000225688.4	RASD1	17	0	17495128	17496181	843	17495896-17496181;17495128-17495684
group0_DRG2_ENSG00000108591.10_ENST00000225729.8_chr17_cds_start18088024_cds_end18107237_inv_start16823490_inv_end18384190.phy.gz	ENST00000225729.8	DRG2	17	0	18088024	18107237	1092	18088024-18088087;18093813-18093973;18098270-18098359;18099017-18099077;18099633-18099723;18100363-18100435;18100569-18100659;18101493-18101590;18101921-18101997;18103801-18103889;18104623-18104681;18106433-18106486;18107154-18107237
group0_PEMT_ENSG00000133027.18_ENST00000255389.10_chr17_cds_start17505794_cds_end17591626_inv_start16823490_inv_end18384190.phy.gz	ENST00000255389.10	PEMT	17	0	17505794	17591626	708	17591531-17591626;17576920-17577027;17522280-17522395;17512509-17512654;17509434-17509545;17506227-17506301;17505794-17505848
group0_SREBF1_ENSG00000072310.18_ENST00000261646.11_chr17_cds_start17812625_cds_end17836817_inv_start16823490_inv_end18384190.phy.gz	ENST00000261646.11	SREBF1	17	0	17812625	17836817	3441	17836727-17836817;17820090-17820521;17819538-17819725;17819320-17819454;17819013-17819234;17818260-17818374;17817696-17817916;17817256-17817457;17816958-17817136;17816457-17816718;17816207-17816373;17815860-17816028;17815221-17815329;17814835-17814944;17814615-17814747;17814245-17814410;17813569-17813769;17813368-17813479;17812625-17812851
group0_TNFRSF13B_ENSG00000240505.9_ENST00000261652.7_chr17_cds_start16939550_cds_end16972075_inv_start16823490_inv_end18384190.phy.gz	ENST00000261652.7	TNFRSF13B	17	0	16939550	16972075	879	16972015-16972075;16952446-16952583;16948738-16948983;16940326-16940511;16939550-16939797
group0_MED9_ENSG00000141026.6_ENST00000268711.4_chr17_cds_start17477042_cds_end17491492_inv_start16823490_inv_end18384190.phy.gz	ENST00000268711.4	MED9	17	0	17477042	17491492	438	17477042-17477265;17491279-17491492
group0_COPS3_ENSG00000141030.13_ENST00000268717.10_chr17_cds_start17247101_cds_end17281186_inv_start16823490_inv_end18384190.phy.gz	ENST00000268717.10	COPS3	17	0	17247101	17281186	1269	17281132-17281186;17276035-17276164;17270896-17271008;17270758-17270807;17267885-17267977;17264802-17264981;17261966-17262106;17260301-17260474;17254859-17254945;17248926-17249039;17247480-17247560;17247101-17247151
group0_GID4_ENSG00000141034.10_ENST00000268719.9_chr17_cds_start18039465_cds_end18065240_inv_start16823490_inv_end18384190.phy.gz	ENST00000268719.9	GID4	17	0	18039465	18065240	900	18039465-18039902;18045147-18045206;18054127-18054234;18058868-18058969;18061845-18061975;18065180-18065240
group0_FLCN_ENSG00000154803.13_ENST00000285071.9_chr17_cds_start17213658_cds_end17228137_inv_start16823490_inv_end18384190.phy.gz	ENST00000285071.9	FLCN	17	0	17213658	17228137	1737	17227889-17228137;17226176-17226322;17223922-17224143;17222501-17222661;17221537-17221628;17219019-17219209;17217069-17217182;17216380-17216503;17215185-17215316;17214985-17215090;17213658-17213856
group0_SHMT1_ENSG00000176974.22_ENST00000316694.8_chr17_cds_start18328753_cds_end18355981_inv_start16823490_inv_end18384190.phy.gz	ENST00000316694.8	SHMT1	17	0	18328753	18355981	1449	18355886-18355981;18353672-18353817;18348325-18348440;18347496-18347656;18340732-18340813;18340043-18340255;18335559-18335675;18333166-18333288;18330555-18330671;18329278-18329388;18328753-18328919
group0_LLGL1_ENSG00000131899.13_ENST00000316843.9_chr17_cds_start18225683_cds_end18242818_inv_start16823490_inv_end18384190.phy.gz	ENST00000316843.9	LLGL1	17	0	18225683	18242818	3192	18225683-18225763;18229941-18230038;18232495-18232576;18232672-18232802;18233778-18233936;18234013-18234175;18234273-18234408;18234649-18234703;18234839-18234993;18235089-18235312;18235470-18235537;18236607-18236760;18236835-18236939;18237481-18237773;18238067-18238214;18238456-18238609;18240578-18240873;18241451-18241715;18241885-18241999;18242166-18242278;18242508-18242628;18242743-18242818
group0_TOP3A_ENSG00000177302.16_ENST00000321105.10_chr17_cds_start18274805_cds_end18314778_inv_start16823490_inv_end18384190.phy.gz	ENST00000321105.10	TOP3A	17	0	18274805	18314778	3003	18314599-18314778;18308882-18308941;18308351-18308424;18306891-18306966;18305112-18305220;18302580-18302723;18302264-18302434;18301885-18301985;18299559-18299633;18294703-18294785;18292645-18292852;18290842-18291027;18290557-18290686;18285407-18285520;18285142-18285307;18282698-18282841;18280536-18280658;18277675-18278357;18274805-18274980
group0_PLD6_ENSG00000179598.6_ENST00000321560.4_chr17_cds_start17202770_cds_end17206286_inv_start16823490_inv_end18384190.phy.gz	ENST00000321560.4	PLD6	17	0	17202770	17206286	756	17205860-17206286;17202770-17203098
group0_MIEF2_ENSG00000177427.13_ENST00000323019.9_chr17_cds_start18262721_cds_end18264761_inv_start16823490_inv_end18384190.phy.gz	ENST00000323019.9	MIEF2	17	0	18262721	18264761	1362	18262721-18262867;18263086-18263248;18263710-18264761
group0_FLII_ENSG00000177731.16_ENST00000327031.9_chr17_cds_start18245141_cds_end18258690_inv_start16823490_inv_end18384190.phy.gz	ENST00000327031.9	FLII	17	0	18245141	18258690	3807	18258628-18258690;18256909-18257019;18256526-18256597;18255183-18255263;18254769-18254854;18254521-18254682;18254079-18254182;18253544-18253719;18253301-18253458;18252472-18252556;18251999-18252146;18251680-18251816;18251265-18251477;18250838-18251017;18249326-18249408;18249127-18249201;18248800-18248883;18248550-18248721;18247929-18248033;18247657-18247848;18247169-18247357;18246913-18247052;18246594-18246828;18246308-18246462;18246162-18246222;18245934-18246062;18245744-18245850;18245555-18245660;18245354-18245419;18245141-18245272
group0_RAI1_ENSG00000108557.20_ENST00000353383.6_chr17_cds_start17792949_cds_end17809978_inv_start16823490_inv_end18384190.phy.gz	ENST00000353383.6	RAI1	17	0	17792949	17809978	5718	17792949-17798513;17803756-17803849;17809390-17809439;17809970-17809978
group0_TOM1L2_ENSG00000175662.19_ENST00000379504.8_chr17_cds_start17847638_cds_end17972313_inv_start16823490_inv_end18384190.phy.gz	ENST00000379504.8	TOM1L2	17	0	17847638	17972313	1521	17972262-17972313;17907447-17907531;17898596-17898674;17893661-17893810;17884634-17884768;17882705-17882863;17879627-17879743;17869340-17869473;17866876-17866924;17866296-17866419;17862731-17862848;17861476-17861551;17850893-17850952;17848823-17848859;17847638-17847783
group0_NT5M_ENSG00000205309.14_ENST00000389022.9_chr17_cds_start17303551_cds_end17346944_inv_start16823490_inv_end18384190.phy.gz	ENST00000389022.9	NT5M	17	0	17303551	17346944	684	17303551-17303817;17306543-17306643;17323185-17323245;17344794-17344908;17346805-17346944
group0_EVPLL_ENSG00000214860.5_ENST00000399134.5_chr17_cds_start18380938_cds_end18388245_inv_start16823490_inv_end18384190.phy.gz	ENST00000399134.5	EVPLL	17	0	18380938	18388245	903	18380938-18381000;18381367-18381521;18381603-18381730;18382513-18382638;18382826-18382864;18383025-18383185;18383271-18383378;18383492-18383587;18388219-18388245
group0_ALKBH5_ENSG00000091542.9_ENST00000399138.5_chr17_cds_start18184244_cds_end18208393_inv_start16823490_inv_end18384190.phy.gz	ENST00000399138.5	ALKBH5	17	0	18184244	18208393	1182	18184244-18185013;18194955-18195035;18206815-18206970;18208219-18208393
group0_DRC3_ENSG00000171962.19_ENST00000399187.6_chr17_cds_start17977599_cds_end18016668_inv_start16823490_inv_end18384190.phy.gz	ENST00000399187.6	DRC3	17	0	17977599	18016668	1569	17977599-17977758;17983828-17983944;17987932-17988098;17992765-17992911;17994299-17994418;17994999-17995111;17997460-17997634;18004363-18004494;18006183-18006253;18007024-18007147;18016064-18016195;18016558-18016668
group0_SMCR8_ENSG00000176994.11_ENST00000406438.5_chr17_cds_start18315790_cds_end18323067_inv_start16823490_inv_end18384190.phy.gz	ENST00000406438.5	SMCR8	17	0	18315790	18323067	2811	18315790-18318149;18322617-18323067
group0_ATPAF2_ENSG00000171953.16_ENST00000474627.8_chr17_cds_start18018552_cds_end18039013_inv_start16823490_inv_end18384190.phy.gz	ENST00000474627.8	ATPAF2	17	0	18018552	18039013	867	18038881-18039013;18028615-18028659;18028232-18028377;18026319-18026416;18024624-18024704;18021745-18021857;18021123-18021238;18018552-18018686
group0_MYO15A_ENSG00000091536.20_ENST00000647165.2_chr17_cds_start18118801_cds_end18178867_inv_start16823490_inv_end18384190.phy.gz	ENST00000647165.2	MYO15A	17	0	18118801	18178867	10590	18118801-18122409;18124483-18124565;18125168-18125231;18126347-18126456;18126791-18126865;18127075-18127165;18130805-18130810;18131239-18131342;18131468-18131531;18132453-18132566;18133225-18133386;18135711-18135824;18136417-18136475;18136563-18136686;18137584-18137679;18138115-18138246;18138811-18138936;18139534-18139611;18140517-18140665;18140787-18140832;18141019-18141143;18141653-18141770;18142079-18142254;18142756-18142840;18143566-18143619;18143715-18143796;18143870-18144000;18144497-18144592;18145872-18146107;18148029-18148210;18148496-18148568;18148761-18148952;18149216-18149376;18149486-18149580;18150429-18150543;18150698-18150765;18150836-18150913;18151110-18151290;18151395-18151527;18151846-18151951;18152112-18152184;18153775-18153896;18154131-18154190;18154680-18154755;18155110-18155225;18155314-18155432;18156195-18156336;18156954-18157065;18157156-18157230;18157722-18157900;18158523-18158638;18158925-18158997;18159275-18159347;18159606-18159679;18159935-18160017;18161317-18161447;18162585-18162679;18163244-18163321;18163742-18163838;18166361-18166521;18167590-18167723;18171638-18171771;18172157-18172290;18173781-18173921;18178769-18178867
group0_MPRIP_ENSG00000133030.22_ENST00000651222.2_chr17_cds_start17042849_cds_end17184891_inv_start16823490_inv_end18384190.phy.gz	ENST00000651222.2	MPRIP	17	0	17042849	17184891	7275	17042849-17042971;17075710-17075787;17078011-17078076;17126702-17126853;17131617-17131701;17136219-17136450;17137916-17138429;17142627-17142765;17143556-17143669;17146036-17146092;17147319-17147387;17150144-17150233;17154306-17154415;17158432-17159002;17161240-17161356;17164109-17167915;17171718-17171865;17172698-17172815;17173916-17174075;17175293-17175412;17176426-17176512;17177250-17177412;17180003-17180088;17184823-17184891
group1_RASD1_ENSG00000108551.5_ENST00000225688.4_chr17_cds_start17495128_cds_end17496181_inv_start16823490_inv_end18384190.phy.gz	ENST00000225688.4	RASD1	17	1	17495128	17496181	843	17495896-17496181;17495128-17495684
group1_DRG2_ENSG00000108591.10_ENST00000225729.8_chr17_cds_start18088024_cds_end18107237_inv_start16823490_inv_end18384190.phy.gz	ENST00000225729.8	DRG2	17	1	18088024	18107237	1092	18088024-18088087;18093813-18093973;18098270-18098359;18099017-18099077;18099633-18099723;18100363-18100435;18100569-18100659;18101493-18101590;18101921-18101997;18103801-18103889;18104623-18104681;18106433-18106486;18107154-18107237
group1_PEMT_ENSG00000133027.18_ENST00000255389.10_chr17_cds_start17505794_cds_end17591626_inv_start16823490_inv_end18384190.phy.gz	ENST00000255389.10	PEMT	17	1	17505794	17591626	708	17591531-17591626;17576920-17577027;17522280-17522395;17512509-17512654;17509434-17509545;17506227-17506301;17505794-17505848
group1_SREBF1_ENSG00000072310.18_ENST00000261646.11_chr17_cds_start17812625_cds_end17836817_inv_start16823490_inv_end18384190.phy.gz	ENST00000261646.11	SREBF1	17	1	17812625	17836817	3441	17836727-17836817;17820090-17820521;17819538-17819725;17819320-17819454;17819013-17819234;17818260-17818374;17817696-17817916;17817256-17817457;17816958-17817136;17816457-17816718;17816207-17816373;17815860-17816028;17815221-17815329;17814835-17814944;17814615-17814747;17814245-17814410;17813569-17813769;17813368-17813479;17812625-17812851
group1_TNFRSF13B_ENSG00000240505.9_ENST00000261652.7_chr17_cds_start16939550_cds_end16972075_inv_start16823490_inv_end18384190.phy.gz	ENST00000261652.7	TNFRSF13B	17	1	16939550	16972075	879	16972015-16972075;16952446-16952583;16948738-16948983;16940326-16940511;16939550-16939797
group1_MED9_ENSG00000141026.6_ENST00000268711.4_chr17_cds_start17477042_cds_end17491492_inv_start16823490_inv_end18384190.phy.gz	ENST00000268711.4	MED9	17	1	17477042	17491492	438	17477042-17477265;17491279-17491492
group1_COPS3_ENSG00000141030.13_ENST00000268717.10_chr17_cds_start17247101_cds_end17281186_inv_start16823490_inv_end18384190.phy.gz	ENST00000268717.10	COPS3	17	1	17247101	17281186	1269	17281132-17281186;17276035-17276164;17270896-17271008;17270758-17270807;17267885-17267977;17264802-17264981;17261966-17262106;17260301-17260474;17254859-17254945;17248926-17249039;17247480-17247560;17247101-17247151
group1_GID4_ENSG00000141034.10_ENST00000268719.9_chr17_cds_start18039465_cds_end18065240_inv_start16823490_inv_end18384190.phy.gz	ENST00000268719.9	GID4	17	1	18039465	18065240	900	18039465-18039902;18045147-18045206;18054127-18054234;18058868-18058969;18061845-18061975;18065180-18065240
group1_FLCN_ENSG00000154803.13_ENST00000285071.9_chr17_cds_start17213658_cds_end17228137_inv_start16823490_inv_end18384190.phy.gz	ENST00000285071.9	FLCN	17	1	17213658	17228137	1737	17227889-17228137;17226176-17226322;17223922-17224143;17222501-17222661;17221537-17221628;17219019-17219209;17217069-17217182;17216380-17216503;17215185-17215316;17214985-17215090;17213658-17213856
