Phenotype	N_Total	N_Cases	N_Controls	Beta	OR	P_Value_x	P_Valid	P_Source_x	OR_CI95	CI_Method	CI_Sided	CI_Label	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	Coef_Source	P_Value_Method	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Value_y	P_Overall_Valid	P_Source_y	P_Method	P_Value	P_Source	Q_GLOBAL	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	CI_Label_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY	P_LRT_AncestryxDosage	P_Stage2_Valid	Stage2_P_Method	Stage2_P_Source	Stage2_Inference_Type	LRT_df	LRT_Reason	Stage2_Model_Notes_2	Boot_Engine	Boot_Draws	Boot_Exceed	Boot_Fit_Kind	LRT_Ancestry_Levels	Stage2_Model_Notes	EUR_N	EUR_N_Cases	EUR_N_Controls	EUR_OR	EUR_P	EUR_P_Valid	EUR_P_Source	EUR_Inference_Type	EUR_CI_Method	EUR_CI_Sided	EUR_CI_Label	EUR_CI_Valid	EUR_CI_LO_OR	EUR_CI_HI_OR	EUR_CI95	AFR_N	AFR_N_Cases	AFR_N_Controls	AFR_OR	AFR_P	AFR_P_Valid	AFR_P_Source	AFR_Inference_Type	AFR_CI_Method	AFR_CI_Sided	AFR_CI_Label	AFR_CI_Valid	AFR_CI_LO_OR	AFR_CI_HI_OR	AFR_CI95	AMR_N	AMR_N_Cases	AMR_N_Controls	AMR_OR	AMR_P	AMR_P_Valid	AMR_P_Source	AMR_Inference_Type	AMR_CI_Method	AMR_CI_Sided	AMR_CI_Label	AMR_CI_Valid	AMR_CI_LO_OR	AMR_CI_HI_OR	AMR_CI95	EAS_N	EAS_N_Cases	EAS_N_Controls	EAS_OR	EAS_P	EAS_P_Valid	EAS_P_Source	EAS_Inference_Type	EAS_CI_Method	EAS_CI_Sided	EAS_CI_Label	EAS_CI_Valid	EAS_CI_LO_OR	EAS_CI_HI_OR	EAS_CI95	EAS_REASON	MID_N	MID_N_Cases	MID_N_Controls	MID_OR	MID_P	MID_P_Valid	MID_P_Source	MID_Inference_Type	MID_CI_Method	MID_CI_Sided	MID_CI_Label	MID_CI_Valid	MID_CI_LO_OR	MID_CI_HI_OR	MID_CI95	MID_REASON	SAS_N	SAS_N_Cases	SAS_N_Controls	SAS_OR	SAS_P	SAS_P_Valid	SAS_P_Source	SAS_Inference_Type	SAS_CI_Method	SAS_CI_Sided	SAS_CI_Label	SAS_CI_Valid	SAS_CI_LO_OR	SAS_CI_HI_OR	SAS_CI95	SAS_REASON	EUR_P_FDR	AFR_P_FDR	AMR_P_FDR	EAS_P_FDR	SAS_P_FDR	MID_P_FDR	FINAL_INTERPRETATION
Psychoactive_substance_related_disorders	279857	41154	238703	-0.053012895464079	0.948367782760767	0.30945935000786	True	lrt_mle	0.856,1.050	lrt_quadratic	two		True	0.8562061927698368	1.0504495984419377	False	True	False	mle	mle	lrt_mle	279857	41154	238703	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.30945935000786	0.30945935000786	True	lrt_mle	lrt_mle			0.8224079890270248	False	True	lrt_quadratic		0.856,1.050	0.8562061927698368	1.0504495984419377																																																																																																																		
Pancytopenia	268351	3355	264996	-0.24730844829137102	0.780899789174314	0.24488456974059603	True	lrt_mle	0.515,1.185	lrt_quadratic	two		True	0.5147172647701079	1.1847367913816746	False	True	False	mle	mle	lrt_mle	268351	3355	264996	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.24488456974059603	0.24488456974059603	True	lrt_mle	lrt_mle			0.7827598280823649	False	True	lrt_quadratic		0.515,1.185	0.5147172647701079	1.1847367913816746																																																																																																																		
Acute_pain	203941	21808	182133	-0.014688748928821	0.9854186044719041	0.8560459050295041	True	lrt_mle	0.841,1.155	lrt_quadratic	two		True	0.8408121742271304	1.1548950595677783	False	True	False	mle	mle	lrt_mle	203941	21808	182133	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8560459050295041	0.8560459050295041	True	lrt_mle	lrt_mle			0.9756638793521544	False	True	lrt_quadratic		0.841,1.155	0.8408121742271304	1.1548950595677783																																																																																																																		
Drug_induced_psychotic_disorder	239782	1079	238703	-0.544636310871713	0.5800527038449951	0.051261553184731	True	lrt_mle	0.335,1.003	lrt_quadratic	two		True	0.3354586005412152	1.0029885616140355	False	True	False	mle	mle	lrt_mle	239782	1079	238703	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.051261553184731	0.051261553184731	True	lrt_mle	lrt_mle			0.4920007005511148	False	True	lrt_quadratic		0.335,1.003	0.3354586005412152	1.0029885616140355																																																																																																																		
Bakers_cyst_popliteal_cyst	193002	5601	187401	0.016672668575697002	1.016812433183672	0.9161338474271851	True	lrt_mle	0.746,1.387	lrt_quadratic	two		True	0.7455421869226678	1.3867860765123166	False	True	False	mle	mle	lrt_mle	193002	5601	187401	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.9161338474271851	0.9161338474271851	True	lrt_mle	lrt_mle			0.9845968428460758	False	True	lrt_quadratic		0.746,1.387	0.7455421869226678	1.3867860765123166																																																																																																																		
Cystic_fibrosis_carrier	366231	1871	364360				False						False			True	False	True	firth	firth		366231	1871	364360	firth_refit;firth_refit;inference=firth;ci=profile_penalized;penalized_fit_in_path	chr4-33098029-INV-7075			False						False	False																																																																																																																							
Urinary_tract_infection_UTI	270855	50183	220672	-0.030908352339057	0.9695644273162191	0.586305632236481	True	lrt_mle	0.867,1.084	lrt_quadratic	two		True	0.8674244286106186	1.0837315018009632	False	True	False	mle	mle	lrt_mle	270855	50183	220672	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.586305632236481	0.586305632236481	True	lrt_mle	lrt_mle			0.9230373304329421	False	True	lrt_quadratic		0.867,1.084	0.8674244286106186	1.0837315018009632																																																																																																																		
Generalized_osteoarthritis	193849	6448	187401	-0.02046058659538	0.9797473108907391	0.8956166470965401	True	lrt_mle	0.722,1.330	lrt_quadratic	two		True	0.7217222926785581	1.3300195974757834	False	True	False	mle	mle	lrt_mle	193849	6448	187401	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8956166470965401	0.8956166470965401	True	lrt_mle	lrt_mle			0.9811471726166311	False	True	lrt_quadratic		0.722,1.330	0.7217222926785581	1.3300195974757834																																																																																																																		
Viral_infections	342605	94779	247826	-0.057071825088379005	0.9445262262504561	0.185274329783531	True	lrt_mle	0.868,1.028	lrt_quadratic	two		True	0.8680436105707239	1.02774766291796	False	True	False	mle	mle	lrt_mle	342605	94779	247826	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.185274329783531	0.185274329783531	True	lrt_mle	lrt_mle			0.7248710641371587	False	True	lrt_quadratic		0.868,1.028	0.8680436105707239	1.02774766291796																																																																																																																		
Chills_without_fever	187303	5170	182133	0.155692086806097	1.168466361483391	0.287570792242322	True	lrt_mle	0.877,1.557	lrt_quadratic	two		True	0.8770003090561312	1.5567994946177928	False	True	False	mle	mle	lrt_mle	187303	5170	182133	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.287570792242322	0.287570792242322	True	lrt_mle	lrt_mle			0.8086359315213574	False	True	lrt_quadratic		0.877,1.557	0.8770003090561312	1.5567994946177928																																																																																																																		
High_risk_sexual_behavior	241891	3188	238703	0.039360738316106	1.040145636365478	0.791660033676123	True	lrt_mle	0.777,1.393	lrt_quadratic	two		True	0.7767121649006927	1.392926483890557	False	True	False	mle	mle	lrt_mle	241891	3188	238703	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.791660033676123	0.791660033676123	True	lrt_mle	lrt_mle			0.968501721149923	False	True	lrt_quadratic		0.777,1.393	0.7767121649006927	1.392926483890557																																																																																																																		
Nocturia	232908	12236	220672	0.008517325098796	1.008553700713183	0.9415729693996201	True	lrt_mle	0.803,1.267	lrt_quadratic	two		True	0.8031219864233282	1.2665330851571255	False	True	False	mle	mle	lrt_mle	232908	12236	220672	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.9415729693996201	0.9415729693996201	True	lrt_mle	lrt_mle			0.9892485602158799	False	True	lrt_quadratic		0.803,1.267	0.8031219864233282	1.2665330851571255																																																																																																																		
Mammographic_microcalcification	260105	3541	256564	-0.03933793739809	0.9614257525246961	0.8383069363997561	True	lrt_mle	0.659,1.403	lrt_quadratic	two		True	0.6589066785798026	1.4028382283360472	False	True	False	mle	mle	lrt_mle	151632	3538	148094	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8383069363997561	0.8383069363997561	True	lrt_mle	lrt_mle			0.9734976047401565	False	True	lrt_quadratic		0.659,1.403	0.6589066785798026	1.4028382283360472																																																																																																																		
Pulmonary_hypertension	217502	7803	209699	-0.052756569162458	0.948610905525147	0.6603867556609421	True	lrt_mle	0.750,1.200	lrt_quadratic	two		True	0.7496935229024063	1.2003073557277935	False	True	False	mle	mle	lrt_mle	217502	7803	209699	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.6603867556609421	0.6603867556609421	True	lrt_mle	lrt_mle			0.9448196381942554	False	True	lrt_quadratic		0.750,1.200	0.7496935229024063	1.2003073557277935																																																																																																																		
Thrombocytopenia	278336	13340	264996	0.180918534970006	1.198317554341237	0.078636232100301	True	lrt_mle	0.980,1.466	lrt_quadratic	two		True	0.9795035871668554	1.4660129680543494	False	True	False	mle	mle	lrt_mle	278336	13340	264996	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.078636232100301	0.078636232100301	True	lrt_mle	lrt_mle			0.57949012538973	False	True	lrt_quadratic		0.980,1.466	0.9795035871668554	1.4660129680543494																																																																																																																		
Spondylosis	232579	45178	187401	-0.06806514087406901	0.934199617015502	0.279013481577341	True	lrt_mle	0.826,1.057	lrt_quadratic	two		True	0.8258857081857158	1.056718763603623	False	True	False	mle	mle	lrt_mle	232579	45178	187401	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.279013481577341	0.279013481577341	True	lrt_mle	lrt_mle			0.802132586172853	False	True	lrt_quadratic		0.826,1.057	0.8258857081857158	1.056718763603623																																																																																																																		
Pneumonia	239034	29723	209311	-0.096474751482382	0.908032823793071	0.16978612770047902	True	lrt_mle	0.791,1.042	lrt_quadratic	two		True	0.7912005414439593	1.0421170940819187	False	True	False	mle	mle	lrt_mle	239034	29723	209311	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.16978612770047902	0.16978612770047902	True	lrt_mle	lrt_mle			0.7096581941098768	False	True	lrt_quadratic		0.791,1.042	0.7912005414439593	1.0421170940819187																																																																																																																		
Acute_nasopharyngitis	214041	4730	209311	-0.057067595550511004	0.9445302211683451	0.7140614981348391	True	lrt_mle	0.696,1.282	lrt_quadratic	two		True	0.6960522688666569	1.2817102660306574	False	True	False	mle	mle	lrt_mle	214041	4730	209311	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.7140614981348391	0.7140614981348391	True	lrt_mle	lrt_mle			0.9550866611316103	False	True	lrt_quadratic		0.696,1.282	0.6960522688666569	1.2817102660306574																																																																																																																		
Hypothyroidism	231534	39263	192271	-0.034323780851878004	0.966258597951664	0.6772942278706761	True	lrt_mle	0.822,1.136	lrt_quadratic	two		True	0.8220310268096439	1.135791287269405	False	True	False	mle	mle	lrt_mle	231534	39263	192271	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.6772942278706761	0.6772942278706761	True	lrt_mle	lrt_mle			0.9501355761618483	False	True	lrt_quadratic		0.822,1.136	0.8220310268096439	1.135791287269405																																																																																																																		
Acute_gastritis	200422	4252	196170	-0.15314739006555902	0.858003251335911	0.30983950420947604	True	lrt_mle	0.638,1.153	lrt_quadratic	two		True	0.6384498762605458	1.1530577523404093	False	True	False	mle	mle	lrt_mle	200422	4252	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.30983950420947604	0.30983950420947604	True	lrt_mle	lrt_mle			0.8224079890270248	False	True	lrt_quadratic		0.638,1.153	0.6384498762605458	1.1530577523404093																																																																																																																		
Dental_abrasion_and_erosion	197345	1175	196170	0.10452958699129301	1.110188240510103	0.7410689079813251	True	lrt_mle	0.597,2.064	lrt_quadratic	two		True	0.5972149555091509	2.063776062533708	False	True	False	mle	mle	lrt_mle	197345	1175	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.7410689079813251	0.7410689079813251	True	lrt_mle	lrt_mle			0.9609294475698735	False	True	lrt_quadratic		0.597,2.064	0.5972149555091509	2.063776062533708																																																																																																																		
Cholesterolosis_of_gallbladder	197864	1694	196170	-0.084522566552236	0.9189509175889571	0.80234665832765	True	lrt_mle	0.474,1.781	lrt_quadratic	two		True	0.4740969941680203	1.781219453667971	False	True	False	mle	mle	lrt_mle	197864	1694	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.80234665832765	0.80234665832765	True	lrt_mle	lrt_mle			0.969636883297155	False	True	lrt_quadratic		0.474,1.781	0.4740969941680203	1.781219453667971																																																																																																																		
Abscess_or_ulceration_of_vulva	222400	1728	220672	-0.059141058216895005	0.9425738019994621	0.787211820824775	True	lrt_mle	0.614,1.448	lrt_quadratic	two		True	0.6135091817654915	1.4481370428052103	False	True	False	mle	mle	lrt_mle	126623	1727	124896	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.787211820824775	0.787211820824775	True	lrt_mle	lrt_mle			0.968178268378789	False	True	lrt_quadratic		0.614,1.448	0.6135091817654915	1.4481370428052103																																																																																																																		
Posttraumatic_stress_disorder	254076	15373	238703	-0.086222016279227	0.9173905329760941	0.336624750758221	True	lrt_mle	0.769,1.094	lrt_quadratic	two		True	0.769435124287702	1.093796427311884	False	True	False	mle	mle	lrt_mle	254076	15373	238703	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.336624750758221	0.336624750758221	True	lrt_mle	lrt_mle			0.8390787637513066	False	True	lrt_quadratic		0.769,1.094	0.769435124287702	1.093796427311884																																																																																																																		
Gangrene	250452	2626	247826	-0.10612423232097701	0.899312917404773	0.6127588010609151	True	lrt_mle	0.596,1.356	lrt_quadratic	two		True	0.5962605313887355	1.356393188607359	False	True	False	mle	mle	lrt_mle	250452	2626	247826	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.6127588010609151	0.6127588010609151	True	lrt_mle	lrt_mle			0.9308533636172528	False	True	lrt_quadratic		0.596,1.356	0.5962605313887355	1.356393188607359																																																																																																																		
Voice_disturbance	220052	10741	209311	0.06763834959666701	1.069978280421894	0.5663924170437751	True	lrt_mle	0.849,1.348	lrt_quadratic	two		True	0.8491067790271493	1.3483033569538703	False	True	False	mle	mle	lrt_mle	220052	10741	209311	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.5663924170437751	0.5663924170437751	True	lrt_mle	lrt_mle			0.9178417080816582	False	True	lrt_quadratic		0.849,1.348	0.8491067790271493	1.3483033569538703																																																																																																																		
Lesion_of_sciatic_nerve	216172	2337	213835	-0.020514870303309	0.9796941280173651	0.9425362608428811	True	lrt_mle	0.561,1.711	lrt_quadratic	two		True	0.5608364859121746	1.7113732943223823	False	True	False	mle	mle	lrt_mle	216172	2337	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.9425362608428811	0.9425362608428811	True	lrt_mle	lrt_mle			0.9892485602158799	False	True	lrt_quadratic		0.561,1.711	0.5608364859121746	1.7113732943223823																																																																																																																		
Inflammation_of_the_eye	291033	33481	257552	-0.010825479136901002	0.9892329054919201	0.8709859781064441	True	lrt_mle	0.868,1.127	lrt_quadratic	two		True	0.8680808580562104	1.127293307099536	False	True	False	mle	mle	lrt_mle	291033	33481	257552	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8709859781064441	0.8709859781064441	True	lrt_mle	lrt_mle			0.9776210818673061	False	True	lrt_quadratic		0.868,1.127	0.8680808580562104	1.127293307099536																																																																																																																		
Hallux_rigidus	190343	2942	187401	-0.25024682328436504	0.7786085806252551	0.296457202991858	True	lrt_mle	0.487,1.245	lrt_quadratic	two		True	0.48674114871106205	1.245490181852584	False	True	False	mle	mle	lrt_mle	190343	2942	187401	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.296457202991858	0.296457202991858	True	lrt_mle	lrt_mle			0.8135070583743769	False	True	lrt_quadratic		0.487,1.245	0.48674114871106205	1.245490181852584																																																																																																																		
Enterococcus	249744	1918	247826	-0.143867395845788	0.8660025759848401	0.569744273286737	True	lrt_mle	0.527,1.422	lrt_quadratic	two		True	0.527330299887318	1.4221835190821277	False	True	False	mle	mle	lrt_mle	249744	1918	247826	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.569744273286737	0.569744273286737	True	lrt_mle	lrt_mle			0.9180438839952024	False	True	lrt_quadratic		0.527,1.422	0.527330299887318	1.4221835190821277																																																																																																																		
Activated_protein_C_resistance	266037	1041	264996	-0.09854798919315201	0.9061522060575941	0.8788048020066831	True	lrt_mle	0.255,3.216	lrt_quadratic	two		True	0.25532007634297166	3.216009615475934	False	True	False	mle	mle	lrt_mle	266037	1041	264996	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8788048020066831	0.8788048020066831	True	lrt_mle	lrt_mle			0.9799093274188885	False	True	lrt_quadratic		0.255,3.216	0.25532007634297166	3.216009615475934																																																																																																																		
Dementias	217740	3905	213835	-0.041890456260714005	0.958974824507083	0.8239518159170891	True	lrt_mle	0.663,1.387	lrt_quadratic	two		True	0.6630173802643193	1.3870416393485363	False	True	False	mle	mle	lrt_mle	217740	3905	213835	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8239518159170891	0.8239518159170891	True	lrt_mle	lrt_mle			0.9702610414838752	False	True	lrt_quadratic		0.663,1.387	0.6630173802643193	1.3870416393485363																																																																																																																		
Localized_adiposity	194417	2146	192271	-0.14622746718829702	0.863961158016289	0.51298283964596	True	lrt_mle	0.557,1.339	lrt_quadratic	two		True	0.5574845232259082	1.3389230578843803	False	True	False	mle	mle	lrt_mle	194417	2146	192271	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.51298283964596	0.51298283964596	True	lrt_mle	lrt_mle			0.9004992881710815	False	True	lrt_quadratic		0.557,1.339	0.5574845232259082	1.3389230578843803																																																																																																																		
Esophageal_obstruction_Stricture_and_stenosis_of_esophagus	200313	4143	196170	-0.355410586370057	0.7008856100439751	0.09763574028348801	True	lrt_mle	0.460,1.067	lrt_quadratic	two		True	0.4602663578700898	1.0672964251394814	False	True	False	mle	mle	lrt_mle	200313	4143	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.09763574028348801	0.09763574028348801	True	lrt_mle	lrt_mle			0.6138466538664351	False	True	lrt_quadratic		0.460,1.067	0.4602663578700898	1.0672964251394814																																																																																																																		
Nasal_polyps	211828	2517	209311	-0.090950494794218	0.9130629111477401	0.73135226239017	True	lrt_mle	0.543,1.535	lrt_quadratic	two		True	0.5432625022961561	1.5345875634521708	False	True	False	mle	mle	lrt_mle	211828	2517	209311	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.73135226239017	0.73135226239017	True	lrt_mle	lrt_mle			0.9578773420459762	False	True	lrt_quadratic		0.543,1.535	0.5432625022961561	1.5345875634521708																																																																																																																		
Esophagitis	216393	20223	196170	-0.011638496660971	0.98842896865602	0.8974467398309631	True	lrt_mle	0.828,1.180	lrt_quadratic	two		True	0.8280988964722057	1.1798009032985068	False	True	False	mle	mle	lrt_mle	216393	20223	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8974467398309631	0.8974467398309631	True	lrt_mle	lrt_mle			0.9816798562247988	False	True	lrt_quadratic		0.828,1.180	0.8280988964722057	1.1798009032985068																																																																																																																		
Diseases_of_the_pancreas	207035	10865	196170	0.117256229378336	1.124407499017518	0.295777498264019	True	lrt_mle	0.903,1.401	lrt_quadratic	two		True	0.9025298267862555	1.400831514176927	False	True	False	mle	mle	lrt_mle	207035	10865	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.295777498264019	0.295777498264019	True	lrt_mle	lrt_mle			0.8135070583743769	False	True	lrt_quadratic		0.903,1.401	0.9025298267862555	1.400831514176927																																																																																																																		
Urethral_stricture	222116	1444	220672	0.403890995894897	1.4976406890773322	0.229498048742123	True	lrt_mle	0.775,2.894	lrt_quadratic	two		True	0.7750109456579242	2.8940592983186253	False	True	False	mle	mle	lrt_mle	222116	1444	220672	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.229498048742123	0.229498048742123	True	lrt_mle	lrt_mle			0.7675272764420094	False	True	lrt_quadratic		0.775,2.894	0.7750109456579242	2.8940592983186253																																																																																																																		
Platelet_defects	278621	13625	264996	0.154721889688443	1.167333268538039	0.130258299090278	True	lrt_mle	0.955,1.426	lrt_quadratic	two		True	0.955332206400949	1.426380216960669	False	True	False	mle	mle	lrt_mle	278621	13625	264996	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.130258299090278	0.130258299090278	True	lrt_mle	lrt_mle			0.6699218009205741	False	True	lrt_quadratic		0.955,1.426	0.955332206400949	1.426380216960669																																																																																																																		
Disorders_of_fluid_electrolyte_and_acid_base_balance	252123	59852	192271	-0.030353890710586	0.9701021626505241	0.5615634503897	True	lrt_mle	0.876,1.075	lrt_quadratic	two		True	0.8756093824142134	1.0747922816729618	False	True	False	mle	mle	lrt_mle	252123	59852	192271	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.5615634503897	0.5615634503897	True	lrt_mle	lrt_mle			0.9157708391200174	False	True	lrt_quadratic		0.876,1.075	0.8756093824142134	1.0747922816729618																																																																																																																		
Vitamin_D_deficiency	246387	54116	192271	-0.010736777549762001	0.9893206559124311	0.851261284085238	True	lrt_mle	0.884,1.107	lrt_quadratic	two		True	0.884295296521239	1.106819593031157	False	True	False	mle	mle	lrt_mle	246387	54116	192271	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.851261284085238	0.851261284085238	True	lrt_mle	lrt_mle			0.9756638793521544	False	True	lrt_quadratic		0.884,1.107	0.884295296521239	1.106819593031157																																																																																																																		
Ptosis_of_eyelid	262759	5207	257552	0.35978189195418303	1.433016827972783	0.04957272038167	True	lrt_mle	1.001,2.052	lrt_quadratic	two		True	1.000672389193743	2.0521573808064613	False	True	False	mle	mle	lrt_mle	262759	5207	257552	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.04957272038167	0.04957272038167	True	lrt_mle	lrt_mle			0.489728707176451	False	True	lrt_quadratic		1.001,2.052	1.000672389193743	2.0521573808064613																																																																																																																		
Neutrophilic_and_Eosinophilic_dermatoses	232991	2790	230201	-0.353714969724067	0.7020750514846721	0.042426195773366	True	lrt_mle	0.499,0.988	lrt_quadratic	two		True	0.49890387358765576	0.9879846680136128	False	True	False	mle	mle	lrt_mle	232991	2790	230201	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.042426195773366	0.042426195773366	True	lrt_mle	lrt_mle			0.46329405784515676	False	True	lrt_quadratic		0.499,0.988	0.49890387358765576	0.9879846680136128																																																																																																																		
Chronic_hepatitis	203092	6922	196170	-0.012014367333509001	0.9880575170080781	0.9147330569832731	True	lrt_mle	0.793,1.231	lrt_quadratic	two		True	0.7929923557775871	1.2311060123131696	False	True	False	mle	mle	lrt_mle	203092	6922	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.9147330569832731	0.9147330569832731	True	lrt_mle	lrt_mle			0.9840921460381185	False	True	lrt_quadratic		0.793,1.231	0.7929923557775871	1.2311060123131696																																																																																																																		
Macrocytic_anemia	272444	7448	264996	-0.10725480753707001	0.8982967510433331	0.42169375868073006	True	lrt_mle	0.692,1.167	lrt_quadratic	two		True	0.691505526463074	1.166927843747464	False	True	False	mle	mle	lrt_mle	272444	7448	264996	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.42169375868073006	0.42169375868073006	True	lrt_mle	lrt_mle			0.8683112569749548	False	True	lrt_quadratic		0.692,1.167	0.691505526463074	1.166927843747464																																																																																																																		
Inguinal_hernia	205280	9110	196170	0.15996657327089	1.17347164501742	0.25073481659039903	True	lrt_mle	0.893,1.542	lrt_quadratic	two		True	0.8931440607172622	1.541784536476708	False	True	False	mle	mle	lrt_mle	205280	9110	196170	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.25073481659039903	0.25073481659039903	True	lrt_mle	lrt_mle			0.7889118668397814	False	True	lrt_quadratic		0.893,1.542	0.8931440607172622	1.541784536476708																																																																																																																		
Sebaceous_cyst_Epidermal_cyst	248558	18357	230201	-0.23585238255368002	0.7898972679444841	0.025672582860947	True	lrt_mle	0.642,0.972	lrt_quadratic	two		True	0.6420815618364657	0.9717421134498715	False	True	False	mle	mle	lrt_mle	248558	18357	230201	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.025672582860947	0.025672582860947	True	lrt_mle	lrt_mle			0.3815173553791136	False	True	lrt_quadratic		0.642,0.972	0.6420815618364657	0.9717421134498715																																																																																																																		
Hemorrhagic_stroke	212245	2546	209699	0.0075612631821010004	1.007589921718599	0.9698703531540601	True	lrt_mle	0.681,1.492	lrt_quadratic	two		True	0.6805873007084645	1.4917078959482029	False	True	False	mle	mle	lrt_mle	212245	2546	209699	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.9698703531540601	0.9698703531540601	True	lrt_mle	lrt_mle			0.9936444551353254	False	True	lrt_quadratic		0.681,1.492	0.6805873007084645	1.4917078959482029																																																																																																																		
