dataset	consensus	consensus_label	phy_group	group_label	filename	gene_name	gene_id	transcript_id	chr	cds_start	cds_end	inv_start	inv_end	n_sites	n_sequences	n_pairs	n_identical_pairs	prop_identical_pairs	inv_exact_match
CDS	1	Recurrent	0	Direct	group0_MTMR10_ENSG00000166912.17_ENST00000435680.6_chr15_cds_start30941473_cds_end30991506_inv_start30618103_inv_end32153204.phy	MTMR10	ENSG00000166912.17	ENST00000435680.6	15	30941473	30991506	30618103	32153204	2331	72	2556	1017	0.397887	1
CDS	1	Recurrent	0	Direct	group0_MTMR9_ENSG00000104643.10_ENST00000221086.8_chr8_cds_start11284889_cds_end11322785_inv_start7301024_inv_end12598379.phy	MTMR9	ENSG00000104643.10	ENST00000221086.8	8	11284889	11322785	7301024	12598379	1647	41	820	368	0.448780	1
CDS	1	Recurrent	0	Direct	group0_MUC4_ENSG00000145113.22_ENST00000463781.8_chr3_cds_start195747179_cds_end195811817_inv_start195692124_inv_end195956606.phy	MUC4	ENSG00000145113.22	ENST00000463781.8	3	195747179	195811817	195692124	195956606	16236	60	1770	376	0.212429	0
CDS	1	Recurrent	0	Direct	group0_NCF1_ENSG00000158517.16_ENST00000289473.11_chr7_cds_start74774032_cds_end74789157_inv_start73113989_inv_end74799029.phy	NCF1	ENSG00000158517.16	ENST00000289473.11	7	74774032	74789157	73113989	74799029	1170	77	2926	2926	1.000000	1
CDS	1	Recurrent	0	Direct	group0_NEIL2_ENSG00000154328.16_ENST00000284503.7_chr8_cds_start11771448_cds_end11786270_inv_start7301024_inv_end12598379.phy	NEIL2	ENSG00000154328.16	ENST00000284503.7	8	11771448	11786270	7301024	12598379	996	41	820	473	0.576829	1
CDS	1	Recurrent	0	Direct	group0_NSUN5_ENSG00000130305.17_ENST00000438747.7_chr7_cds_start73303418_cds_end73308790_inv_start73113989_inv_end74799029.phy	NSUN5	ENSG00000130305.17	ENST00000438747.7	7	73303418	73308790	73113989	74799029	1398	77	2926	1848	0.631579	1
CDS	1	Recurrent	0	Direct	group0_NTAN1_ENSG00000157045.9_ENST00000287706.8_chr16_cds_start15038034_cds_end15055971_inv_start14954790_inv_end15100859.phy	NTAN1	ENSG00000157045.9	ENST00000287706.8	16	15038034	15055971	14954790	15100859	930	16	120	105	0.875000	1
CDS	1	Recurrent	0	Direct	group0_NUPR1_ENSG00000176046.9_ENST00000324873.8_chr16_cds_start28538022_cds_end28538907_inv_start28471892_inv_end28637651.phy	NUPR1	ENSG00000176046.9	ENST00000324873.8	16	28538022	28538907	28471892	28637651	246	52	1326	1326	1.000000	1
CDS	1	Recurrent	0	Direct	group0_OTUD7A_ENSG00000169918.10_ENST00000307050.6_chr15_cds_start31483297_cds_end31655246_inv_start30618103_inv_end32153204.phy	OTUD7A	ENSG00000169918.10	ENST00000307050.6	15	31483297	31655246	30618103	32153204	2799	72	2556	1199	0.469092	1
CDS	1	Recurrent	0	Direct	group0_PABPC1L2B_ENSG00000184388.6_ENST00000373521.4_chrX_cds_start73003643_cds_end73004242_inv_start72997772_inv_end73077479.phy	PABPC1L2B	ENSG00000184388.6	ENST00000373521.4	X	73003643	73004242	72997772	73077479	600	42	861	861	1.000000	1
CDS	1	Recurrent	0	Direct	group0_PDXDC1_ENSG00000179889.21_ENST00000396410.9_chr16_cds_start14975200_cds_end15036272_inv_start14907775_inv_end15028479.phy	PDXDC1	ENSG00000179889.21	ENST00000396410.9	16	14975200	15036272	14907775	15028479	2364	8	28	7	0.250000	0
CDS	1	Recurrent	0	Direct	group0_PINX1_ENSG00000258724.1_ENST00000554914.1_chr8_cds_start10725741_cds_end10839756_inv_start7301024_inv_end12598379.phy	PINX1	ENSG00000258724.1	ENST00000554914.1	8	10725741	10839756	7301024	12598379	1320	41	820	355	0.432927	1
CDS	1	Recurrent	0	Direct	group0_PMS2_ENSG00000122512.17_ENST00000265849.12_chr7_cds_start5973402_cds_end6009019_inv_start5989046_inv_end6735643.phy	PMS2	ENSG00000122512.17	ENST00000265849.12	7	5973402	6009019	5989046	6735643	2586	73	2628	2226	0.847032	1
CDS	1	Recurrent	0	Direct	group0_PPP1R3B_ENSG00000173281.5_ENST00000310455.4_chr8_cds_start9140797_cds_end9141651_inv_start7301024_inv_end12598379.phy	PPP1R3B	ENSG00000173281.5	ENST00000310455.4	8	9140797	9141651	7301024	12598379	855	41	820	741	0.903659	1
CDS	1	Recurrent	0	Direct	group0_PRAG1_ENSG00000275342.6_ENST00000615670.5_chr8_cds_start8318157_cds_end8381747_inv_start7301024_inv_end12598379.phy	PRAG1	ENSG00000275342.6	ENST00000615670.5	8	8318157	8381747	7301024	12598379	4218	41	820	105	0.128049	1
CDS	1	Recurrent	0	Direct	group0_PRR23D1_ENSG00000255251.2_ENST00000533250.2_chr8_cds_start7539805_cds_end7541877_inv_start7301024_inv_end12598379.phy	PRR23D1	ENSG00000255251.2	ENST00000533250.2	8	7539805	7541877	7301024	12598379	837	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_PRR23D2_ENSG00000255378.1_ENST00000528972.1_chr8_cds_start7779164_cds_end7781236_inv_start7301024_inv_end12598379.phy	PRR23D2	ENSG00000255378.1	ENST00000528972.1	8	7779164	7781236	7301024	12598379	837	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_PRSS51_ENSG00000253649.6_ENST00000647727.1_chr8_cds_start10496329_cds_end10517954_inv_start7301024_inv_end12598379.phy	PRSS51	ENSG00000253649.6	ENST00000647727.1	8	10496329	10517954	7301024	12598379	795	41	820	232	0.282927	1
CDS	1	Recurrent	0	Direct	group0_PRSS55_ENSG00000184647.11_ENST00000328655.8_chr8_cds_start10525586_cds_end10538790_inv_start7301024_inv_end12598379.phy	PRSS55	ENSG00000184647.11	ENST00000328655.8	8	10525586	10538790	7301024	12598379	1056	41	820	154	0.187805	1
CDS	1	Recurrent	0	Direct	group0_PTPN20_ENSG00000204179.11_ENST00000374339.5_chr10_cds_start46932500_cds_end47000738_inv_start46983451_inv_end47468232.phy	PTPN20	ENSG00000204179.11	ENST00000374339.5	10	46932500	47000738	46983451	47468232	1260	75	2775	2775	1.000000	1
CDS	1	Recurrent	0	Direct	group0_RAC1_ENSG00000136238.20_ENST00000348035.9_chr7_cds_start6374736_cds_end6402443_inv_start5989046_inv_end6735643.phy	RAC1	ENSG00000136238.20	ENST00000348035.9	7	6374736	6402443	5989046	6735643	576	73	2628	2628	1.000000	1
CDS	1	Recurrent	0	Direct	group0_RBP3_ENSG00000265203.2_ENST00000584701.2_chr10_cds_start47348485_cds_end47357454_inv_start46983451_inv_end47468232.phy	RBP3	ENSG00000265203.2	ENST00000584701.2	10	47348485	47357454	46983451	47468232	3741	75	2775	1912	0.689009	1
CDS	1	Recurrent	0	Direct	group0_RCC1L_ENSG00000274523.5_ENST00000610322.5_chr7_cds_start75043035_cds_end75073737_inv_start74869950_inv_end75058098.phy	RCC1L	ENSG00000274523.5	ENST00000610322.5	7	75043035	75073737	74869950	75058098	1392	72	2556	2485	0.972222	1
CDS	1	Recurrent	0	Direct	group0_RFC2_ENSG00000049541.11_ENST00000055077.8_chr7_cds_start74232109_cds_end74254383_inv_start73113989_inv_end74799029.phy	RFC2	ENSG00000049541.11	ENST00000055077.8	7	74232109	74254383	73113989	74799029	1062	77	2926	2775	0.948394	1
CDS	1	Recurrent	0	Direct	group0_RP1L1_ENSG00000183638.6_ENST00000382483.4_chr8_cds_start10606898_cds_end10623201_inv_start7301024_inv_end12598379.phy	RP1L1	ENSG00000183638.6	ENST00000382483.4	8	10606898	10623201	7301024	12598379	7200	41	820	51	0.062195	1
CDS	1	Recurrent	0	Direct	group0_RRN3_ENSG00000085721.13_ENST00000198767.11_chr16_cds_start15061747_cds_end15094233_inv_start14954790_inv_end15100859.phy	RRN3	ENSG00000085721.13	ENST00000198767.11	16	15061747	15094233	14954790	15100859	1953	16	120	105	0.875000	1
CDS	1	Recurrent	0	Direct	group0_SGF29_ENSG00000176476.9_ENST00000317058.8_chr16_cds_start28581070_cds_end28591703_inv_start28471892_inv_end28637651.phy	SGF29	ENSG00000176476.9	ENST00000317058.8	16	28581070	28591703	28471892	28637651	879	52	1326	1326	1.000000	1
CDS	1	Recurrent	0	Direct	group0_SLC35G5_ENSG00000177710.6_ENST00000382435.5_chr8_cds_start11331107_cds_end11332120_inv_start7301024_inv_end12598379.phy	SLC35G5	ENSG00000177710.6	ENST00000382435.5	8	11331107	11332120	7301024	12598379	1014	41	820	206	0.251220	1
CDS	1	Recurrent	0	Direct	group0_SMIM10L3_ENSG00000286075.3_ENST00000578372.2_chr7_cds_start6331218_cds_end6348758_inv_start5989046_inv_end6735643.phy	SMIM10L3	ENSG00000286075.3	ENST00000578372.2	7	6331218	6348758	5989046	6735643	204	73	2628	2556	0.972603	1
CDS	1	Recurrent	0	Direct	group0_SOX7_ENSG00000171056.8_ENST00000304501.2_chr8_cds_start10725741_cds_end10730433_inv_start7301024_inv_end12598379.phy	SOX7	ENSG00000171056.8	ENST00000304501.2	8	10725741	10730433	7301024	12598379	1164	41	820	371	0.452439	1
CDS	1	Recurrent	0	Direct	group0_SPAG11A_ENSG00000178287.18_ENST00000642566.2_chr8_cds_start7848047_cds_end7860830_inv_start7301024_inv_end12598379.phy	SPAG11A	ENSG00000178287.18	ENST00000642566.2	8	7848047	7860830	7301024	12598379	399	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_SPAG11B_ENSG00000164871.18_ENST00000398462.7_chr8_cds_start7450716_cds_end7463503_inv_start7301024_inv_end12598379.phy	SPAG11B	ENSG00000164871.18	ENST00000398462.7	8	7450716	7463503	7301024	12598379	399	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_SPDYE12_ENSG00000184616.12_ENST00000618416.5_chr7_cds_start74906673_cds_end74913280_inv_start74869950_inv_end75058098.phy	SPDYE12	ENSG00000184616.12	ENST00000618416.5	7	74906673	74913280	74869950	75058098	795	72	2556	2556	1.000000	1
CDS	1	Recurrent	0	Direct	group0_STX1A_ENSG00000106089.12_ENST00000222812.8_chr7_cds_start73700410_cds_end73719631_inv_start73113989_inv_end74799029.phy	STX1A	ENSG00000106089.12	ENST00000222812.8	7	73700410	73719631	73113989	74799029	864	77	2926	1153	0.394053	1
CDS	1	Recurrent	0	Direct	group0_SULT1A1_ENSG00000196502.15_ENST00000314752.12_chr16_cds_start28605824_cds_end28608855_inv_start28471892_inv_end28637651.phy	SULT1A1	ENSG00000196502.15	ENST00000314752.12	16	28605824	28608855	28471892	28637651	885	52	1326	1326	1.000000	1
CDS	1	Recurrent	0	Direct	group0_SULT1A2_ENSG00000197165.11_ENST00000335715.9_chr16_cds_start28592031_cds_end28595930_inv_start28471892_inv_end28637651.phy	SULT1A2	ENSG00000197165.11	ENST00000335715.9	16	28592031	28595930	28471892	28637651	885	52	1326	1326	1.000000	1
CDS	1	Recurrent	0	Direct	group0_TBL2_ENSG00000106638.18_ENST00000305632.11_chr7_cds_start73570510_cds_end73578549_inv_start73113989_inv_end74799029.phy	TBL2	ENSG00000106638.18	ENST00000305632.11	7	73570510	73578549	73113989	74799029	1341	77	2926	2701	0.923103	1
CDS	1	Recurrent	0	Direct	group0_TMEM185A_ENSG00000269556.9_ENST00000600449.8_chrX_cds_start149598014_cds_end149631580_inv_start149599490_inv_end149655967.phy	TMEM185A	ENSG00000269556.9	ENST00000600449.8	X	149598014	149631580	149599490	149655967	1050	48	1128	1128	1.000000	1
CDS	1	Recurrent	0	Direct	group0_TMEM270_ENSG00000175877.4_ENST00000320531.3_chr7_cds_start73861195_cds_end73865870_inv_start73113989_inv_end74799029.phy	TMEM270	ENSG00000175877.4	ENST00000320531.3	7	73861195	73865870	73113989	74799029	795	77	2926	965	0.329802	1
CDS	1	Recurrent	0	Direct	group0_TNK2_ENSG00000061938.21_ENST00000672887.2_chr3_cds_start195864184_cds_end195888588_inv_start195692124_inv_end195956606.phy	TNK2	ENSG00000061938.21	ENST00000672887.2	3	195864184	195888588	195692124	195956606	3165	60	1770	618	0.349153	0
CDS	1	Recurrent	0	Direct	group0_TNKS_ENSG00000173273.17_ENST00000310430.11_chr8_cds_start9555940_cds_end9776733_inv_start7301024_inv_end12598379.phy	TNKS	ENSG00000173273.17	ENST00000310430.11	8	9555940	9776733	7301024	12598379	3981	41	820	206	0.251220	1
CDS	1	Recurrent	0	Direct	group0_TRIM50_ENSG00000146755.11_ENST00000333149.7_chr7_cds_start73312924_cds_end73324787_inv_start73113989_inv_end74799029.phy	TRIM50	ENSG00000146755.11	ENST00000333149.7	7	73312924	73324787	73113989	74799029	1461	77	2926	2850	0.974026	1
CDS	1	Recurrent	0	Direct	group0_TRPM1_ENSG00000134160.17_ENST00000256552.11_chr15_cds_start31001825_cds_end31081355_inv_start30618103_inv_end32153204.phy	TRPM1	ENSG00000134160.17	ENST00000256552.11	15	31001825	31081355	30618103	32153204	4875	69	2346	555	0.236573	1
CDS	1	Recurrent	0	Direct	group0_USP17L1_ENSG00000230549.3_ENST00000529559.1_chr8_cds_start7332387_cds_end7333976_inv_start7301024_inv_end12598379.phy	USP17L1	ENSG00000230549.3	ENST00000529559.1	8	7332387	7333976	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_USP17L2_ENSG00000223443.3_ENST00000333796.4_chr8_cds_start12137171_cds_end12138760_inv_start7301024_inv_end12598379.phy	USP17L2	ENSG00000223443.3	ENST00000333796.4	8	12137171	12138760	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_USP17L3_ENSG00000225327.3_ENST00000530484.1_chr8_cds_start7976396_cds_end7977985_inv_start7301024_inv_end12598379.phy	USP17L3	ENSG00000225327.3	ENST00000530484.1	8	7976396	7977985	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_USP17L4_ENSG00000236125.3_ENST00000526929.1_chr8_cds_start7337115_cds_end7338704_inv_start7301024_inv_end12598379.phy	USP17L4	ENSG00000236125.3	ENST00000526929.1	8	7337115	7338704	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_USP17L7_ENSG00000226430.7_ENST00000530447.5_chr8_cds_start12132420_cds_end12134009_inv_start7301024_inv_end12598379.phy	USP17L7	ENSG00000226430.7	ENST00000530447.5	8	12132420	12134009	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_USP17L8_ENSG00000237038.5_ENST00000527080.1_chr8_cds_start7971664_cds_end7973253_inv_start7301024_inv_end12598379.phy	USP17L8	ENSG00000237038.5	ENST00000527080.1	8	7971664	7973253	7301024	12598379	1590	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_USP42_ENSG00000106346.12_ENST00000306177.10_chr7_cds_start6111134_cds_end6159454_inv_start5989046_inv_end6735643.phy	USP42	ENSG00000106346.12	ENST00000306177.10	7	6111134	6159454	5989046	6735643	3948	73	2628	561	0.213470	1
CDS	1	Recurrent	0	Direct	group0_VPS37D_ENSG00000176428.6_ENST00000324941.5_chr7_cds_start73667959_cds_end73671373_inv_start73113989_inv_end74799029.phy	VPS37D	ENSG00000176428.6	ENST00000324941.5	7	73667959	73671373	73113989	74799029	753	77	2926	2926	1.000000	1
CDS	1	Recurrent	0	Direct	group0_XKR6_ENSG00000171044.11_ENST00000416569.3_chr8_cds_start10897955_cds_end11201339_inv_start7301024_inv_end12598379.phy	XKR6	ENSG00000171044.11	ENST00000416569.3	8	10897955	11201339	7301024	12598379	1923	41	820	780	0.951220	1
CDS	1	Recurrent	0	Direct	group0_XYLT1_ENSG00000103489.12_ENST00000261381.7_chr16_cds_start17108698_cds_end17470796_inv_start16721273_inv_end18073542.phy	XYLT1	ENSG00000103489.12	ENST00000261381.7	16	17108698	17470796	16721273	18073542	2877	75	2775	657	0.236757	1
CDS	1	Recurrent	0	Direct	group0_ZDHHC4_ENSG00000136247.15_ENST00000335965.11_chr7_cds_start6580562_cds_end6588907_inv_start5989046_inv_end6735643.phy	ZDHHC4	ENSG00000136247.15	ENST00000335965.11	7	6580562	6588907	5989046	6735643	1032	73	2628	1621	0.616819	1
CDS	1	Recurrent	0	Direct	group0_ZNF12_ENSG00000164631.19_ENST00000405858.6_chr7_cds_start6690851_cds_end6705173_inv_start5989046_inv_end6735643.phy	ZNF12	ENSG00000164631.19	ENST00000405858.6	7	6690851	6705173	5989046	6735643	2091	73	2628	2556	0.972603	1
CDS	1	Recurrent	0	Direct	group0_ZNF316_ENSG00000205903.7_ENST00000382252.6_chr7_cds_start6642410_cds_end6654608_inv_start5989046_inv_end6735643.phy	ZNF316	ENSG00000205903.7	ENST00000382252.6	7	6642410	6654608	5989046	6735643	3012	73	2628	814	0.309741	1
CDS	1	Recurrent	0	Direct	group0_ZNF488_ENSG00000265763.4_ENST00000585316.3_chr10_cds_start47367810_cds_end47368829_inv_start46983451_inv_end47468232.phy	ZNF488	ENSG00000265763.4	ENST00000585316.3	10	47367810	47368829	46983451	47468232	1020	75	2775	1053	0.379459	1
CDS	1	Recurrent	0	Direct	group0_ZNF705B_ENSG00000215356.4_ENST00000400120.3_chr8_cds_start7947422_cds_end7952388_inv_start7301024_inv_end12598379.phy	ZNF705B	ENSG00000215356.4	ENST00000400120.3	8	7947422	7952388	7301024	12598379	900	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_ZNF705D_ENSG00000215343.8_ENST00000400085.8_chr8_cds_start12108194_cds_end12113155_inv_start7301024_inv_end12598379.phy	ZNF705D	ENSG00000215343.8	ENST00000400085.8	8	12108194	12113155	7301024	12598379	900	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_ZNF705G_ENSG00000215372.6_ENST00000400156.4_chr8_cds_start7357979_cds_end7362946_inv_start7301024_inv_end12598379.phy	ZNF705G	ENSG00000215372.6	ENST00000400156.4	8	7357979	7362946	7301024	12598379	900	41	820	820	1.000000	1
CDS	1	Recurrent	0	Direct	group0_ZNF853_ENSG00000236609.4_ENST00000457543.4_chr7_cds_start6616175_cds_end6622968_inv_start5989046_inv_end6735643.phy	ZNF853	ENSG00000236609.4	ENST00000457543.4	7	6616175	6622968	5989046	6735643	1977	73	2628	902	0.343227	1
CDS	1	Recurrent	0	Direct	group0_ZNF92_ENSG00000146757.14_ENST00000328747.12_chr7_cds_start65373998_cds_end65399872_inv_start65219157_inv_end65531823.phy	ZNF92	ENSG00000146757.14	ENST00000328747.12	7	65373998	65399872	65219157	65531823	1758	54	1431	738	0.515723	1
CDS	1	Recurrent	1	Inverted	group1_ABHD11_ENSG00000106077.19_ENST00000222800.8_chr7_cds_start73736562_cds_end73738770_inv_start73113989_inv_end74799029.phy	ABHD11	ENSG00000106077.19	ENST00000222800.8	7	73736562	73738770	73113989	74799029	918	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_AIMP2_ENSG00000106305.10_ENST00000223029.8_chr7_cds_start6009364_cds_end6023688_inv_start5989046_inv_end6735643.phy	AIMP2	ENSG00000106305.10	ENST00000223029.8	7	6009364	6023688	5989046	6735643	960	9	36	22	0.611111	1
CDS	1	Recurrent	1	Inverted	group1_ANKRD61_ENSG00000157999.6_ENST00000409061.2_chr7_cds_start6031376_cds_end6036383_inv_start5989046_inv_end6735643.phy	ANKRD61	ENSG00000157999.6	ENST00000409061.2	7	6031376	6036383	5989046	6735643	1254	9	36	18	0.500000	1
CDS	1	Recurrent	1	Inverted	group1_APOBR_ENSG00000184730.12_ENST00000564831.6_chr16_cds_start28494682_cds_end28498502_inv_start28471892_inv_end28637651.phy	APOBR	ENSG00000184730.12	ENST00000564831.6	16	28494682	28498502	28471892	28637651	3291	30	435	435	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_ARHGAP11B_ENSG00000285077.4_ENST00000697964.2_chr15_cds_start30626821_cds_end30635627_inv_start30618103_inv_end32153204.phy	ARHGAP11B	ENSG00000285077.4	ENST00000697964.2	15	30626821	30635627	30618103	32153204	801	10	45	45	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_BAZ1B_ENSG00000009954.11_ENST00000339594.9_chr7_cds_start73442199_cds_end73521933_inv_start73113989_inv_end74799029.phy	BAZ1B	ENSG00000009954.11	ENST00000339594.9	7	73442199	73521933	73113989	74799029	4449	3	3	1	0.333333	1
CDS	1	Recurrent	1	Inverted	group1_BCL7B_ENSG00000106635.8_ENST00000223368.7_chr7_cds_start73537301_cds_end73557578_inv_start73113989_inv_end74799029.phy	BCL7B	ENSG00000106635.8	ENST00000223368.7	7	73537301	73557578	73113989	74799029	606	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_BLK_ENSG00000136573.16_ENST00000259089.9_chr8_cds_start11543225_cds_end11564105_inv_start7301024_inv_end12598379.phy	BLK	ENSG00000136573.16	ENST00000259089.9	8	11543225	11564105	7301024	12598379	1515	41	820	403	0.491463	1
CDS	1	Recurrent	1	Inverted	group1_BUD23_ENSG00000071462.13_ENST00000265758.7_chr7_cds_start73683626_cds_end73697883_inv_start73113989_inv_end74799029.phy	BUD23	ENSG00000071462.13	ENST00000265758.7	7	73683626	73697883	73113989	74799029	843	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_C8orf74_ENSG00000171060.11_ENST00000304519.10_chr8_cds_start10672666_cds_end10700468_inv_start7301024_inv_end12598379.phy	C8orf74	ENSG00000171060.11	ENST00000304519.10	8	10672666	10700468	7301024	12598379	882	41	820	405	0.493902	1
CDS	1	Recurrent	1	Inverted	group1_CASTOR2_ENSG00000274070.2_ENST00000616305.2_chr7_cds_start74964986_cds_end75024696_inv_start74869950_inv_end75058098.phy	CASTOR2	ENSG00000274070.2	ENST00000616305.2	7	74964986	75024696	74869950	75058098	987	8	28	28	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_CHRNA7_ENSG00000175344.19_ENST00000306901.9_chr15_cds_start32030595_cds_end32168455_inv_start30618103_inv_end32153204.phy	CHRNA7	ENSG00000175344.19	ENST00000306901.9	15	32030595	32168455	30618103	32153204	1506	10	45	45	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_CLDN23_ENSG00000253958.2_ENST00000519106.2_chr8_cds_start8702399_cds_end8703274_inv_start7301024_inv_end12598379.phy	CLDN23	ENSG00000253958.2	ENST00000519106.2	8	8702399	8703274	7301024	12598379	876	41	820	473	0.576829	1
CDS	1	Recurrent	1	Inverted	group1_CLDN3_ENSG00000165215.6_ENST00000395145.3_chr7_cds_start73769390_cds_end73770049_inv_start73113989_inv_end74799029.phy	CLDN3	ENSG00000165215.6	ENST00000395145.3	7	73769390	73770049	73113989	74799029	660	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_CLDN4_ENSG00000189143.10_ENST00000340958.4_chr7_cds_start73831202_cds_end73831828_inv_start73113989_inv_end74799029.phy	CLDN4	ENSG00000189143.10	ENST00000340958.4	7	73831202	73831828	73113989	74799029	627	3	3	3	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_CLIP2_ENSG00000106665.16_ENST00000223398.11_chr7_cds_start74317547_cds_end74403845_inv_start73113989_inv_end74799029.phy	CLIP2	ENSG00000106665.16	ENST00000223398.11	7	74317547	74403845	73113989	74799029	3138	3	3	1	0.333333	1
CDS	1	Recurrent	1	Inverted	group1_CLN3_ENSG00000188603.22_ENST00000636147.2_chr16_cds_start28477519_cds_end28491759_inv_start28471892_inv_end28637651.phy	CLN3	ENSG00000188603.22	ENST00000636147.2	16	28477519	28491759	28471892	28637651	1314	30	435	435	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_CSAG1_ENSG00000198930.13_ENST00000452779.3_chrX_cds_start152727797_cds_end152732460_inv_start152729753_inv_end152738707.phy	CSAG1	ENSG00000198930.13	ENST00000452779.3	X	152727797	152732460	152729753	152738707	234	24	276	141	0.510870	1
CDS	1	Recurrent	1	Inverted	group1_CTSB_ENSG00000164733.23_ENST00000353047.11_chr8_cds_start11845128_cds_end11853454_inv_start7301024_inv_end12598379.phy	CTSB	ENSG00000164733.23	ENST00000353047.11	8	11845128	11853454	7301024	12598379	1017	41	820	444	0.541463	1
CDS	1	Recurrent	1	Inverted	group1_CYTH3_ENSG00000008256.17_ENST00000350796.8_chr7_cds_start6164947_cds_end6272507_inv_start5989046_inv_end6735643.phy	CYTH3	ENSG00000008256.17	ENST00000350796.8	7	6164947	6272507	5989046	6735643	1197	9	36	28	0.777778	1
CDS	1	Recurrent	1	Inverted	group1_DAGLB_ENSG00000164535.15_ENST00000297056.11_chr7_cds_start6409840_cds_end6447842_inv_start5989046_inv_end6735643.phy	DAGLB	ENSG00000164535.15	ENST00000297056.11	7	6409840	6447842	5989046	6735643	2016	9	36	28	0.777778	1
CDS	1	Recurrent	1	Inverted	group1_DEFB103A_ENSG00000176797.4_ENST00000314357.4_chr8_cds_start7881422_cds_end7882565_inv_start7301024_inv_end12598379.phy	DEFB103A	ENSG00000176797.4	ENST00000314357.4	8	7881422	7882565	7301024	12598379	201	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB103B_ENSG00000177243.3_ENST00000318124.3_chr8_cds_start7428987_cds_end7430130_inv_start7301024_inv_end12598379.phy	DEFB103B	ENSG00000177243.3	ENST00000318124.3	8	7428987	7430130	7301024	12598379	201	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB104A_ENSG00000176782.3_ENST00000314265.3_chr8_cds_start7836485_cds_end7841191_inv_start7301024_inv_end12598379.phy	DEFB104A	ENSG00000176782.3	ENST00000314265.3	8	7836485	7841191	7301024	12598379	216	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB104B_ENSG00000177023.2_ENST00000316169.2_chr8_cds_start7470359_cds_end7475068_inv_start7301024_inv_end12598379.phy	DEFB104B	ENSG00000177023.2	ENST00000316169.2	8	7470359	7475068	7301024	12598379	216	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB105A_ENSG00000186562.8_ENST00000334773.7_chr8_cds_start7822011_cds_end7823838_inv_start7301024_inv_end12598379.phy	DEFB105A	ENSG00000186562.8	ENST00000334773.7	8	7822011	7823838	7301024	12598379	234	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB105B_ENSG00000186599.8_ENST00000335510.7_chr8_cds_start7487721_cds_end7489548_inv_start7301024_inv_end12598379.phy	DEFB105B	ENSG00000186599.8	ENST00000335510.7	8	7487721	7489548	7301024	12598379	234	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB106A_ENSG00000186579.3_ENST00000335186.3_chr8_cds_start7825177_cds_end7828950_inv_start7301024_inv_end12598379.phy	DEFB106A	ENSG00000186579.3	ENST00000335186.3	8	7825177	7828950	7301024	12598379	195	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB106B_ENSG00000187082.2_ENST00000335479.2_chr8_cds_start7482607_cds_end7486382_inv_start7301024_inv_end12598379.phy	DEFB106B	ENSG00000187082.2	ENST00000335479.2	8	7482607	7486382	7301024	12598379	195	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB107A_ENSG00000186572.2_ENST00000335021.2_chr8_cds_start7811811_cds_end7815628_inv_start7301024_inv_end12598379.phy	DEFB107A	ENSG00000186572.2	ENST00000335021.2	8	7811811	7815628	7301024	12598379	210	41	820	820	1.000000	1
CDS	1	Recurrent	1	Inverted	group1_DEFB107B_ENSG00000198129.3_ENST00000355602.3_chr8_cds_start7495934_cds_end7509220_inv_start7301024_inv_end12598379.phy	DEFB107B	ENSG00000198129.3	ENST00000355602.3	8	7495934	7509220	7301024	12598379	210	41	820	820	1.000000	1
