inv_id	chrom	start	end	orig_id	recurrence_class	sources	ancestral_orientation	derived_orientation	flip_ref_polarity	confidence	n_outgroups_informative	n_support_ref_ancestral	n_support_ref_derived	outgroup_discordant	orient_chimp	orient_gorilla	orient_orangutan	orient_macaque	evidence	inv_af_ref	derived_af	minor_is_derived	strandseq_flip	strandseq_confidence	strandseq_source	evidence_tier	t2t_ape_flip	t2t_ape_confidence
chr14:85872200-85889269	chr14	85872200	85889269	chr14-85872201-INV-17070	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny		
chr14:105573622-105577544	chr14	105573622	105577544	chr14-105571550-INV-8996	unknown	callset;inv_properties	direct	inverted	0	high	3	3	0	0	collinear	NA	collinear	collinear	congruent[1.00]:chimp+,orangutan+,macaque+	0.17	0.17	True				synteny		
chr14:105693931-105698385	chr14	105693931	105698385	chr14-105692001-INV-7875	unknown	callset;inv_properties	inverted	direct	1	moderate	3	1	2	1	inverted	NA	collinear	inverted	discordant[0.67]:chimp-,orangutan+,macaque-	0.67	0.33	True	0	low	strandseq_parsimony	synteny		
chr14:105710125-105896979	chr14	105710125	105896979	chr14-105710126-INV-186854	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr14:105914709-106064136	chr14	105914709	106064136	chr14-105914710-INV-149428	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr14:106369953-106583811	chr14	106369953	106583811	chr14-106369954-INV-213859	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny		
chr15:17506622-19701638	chr15	17506622	19701638	chr15-17506623-INV-2195017	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	0	low	strandseq_parsimony	synteny		
chr15:20336074-20392986	chr15	20336074	20392986	chr15-20336075-INV-56912	unknown	callset	inverted	direct	1	low	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	NA	NA	NA	0	low	strandseq_parsimony	synteny	1	low
chr15:20673518-20675754	chr15	20673518	20675754	chr15-20673519-INV-2236	unknown	callset	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA	0	low	strandseq_parsimony	synteny	1	low
chr15:21242493-21362818	chr15	21242493	21362818	chr15-21242494-INV-120325	unknown	callset	direct	inverted	0	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr15:22180495-22358241	chr15	22180495	22358241	chr15-22180496-INV-177747	unknown	callset	direct	inverted	0	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	synteny		
chr15:22701127-23213881	chr15	22701127	23213881	chr15-22701128-INV-512754	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True	1	high	deepOG[Rev Or, Ma, Mo]	gold_deepOG	1	low
chr15:23295576-23318191	chr15	23295576	23318191	chr15-23295577-INV-22616	single-event	callset;inv_properties	inverted	direct	1	low	4	2	2	1	collinear	inverted	collinear	inverted	discordant[0.50]:chimp+,gorilla-,orangutan+,macaque-	0.69	0.31	True	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr15:23345459-28389868	chr15	23345459	28389868	chr15-23345460-INV-5044410	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True	1	high	deepOG[Rev Or, Ma, Mo]	gold_t2t_apes	1	high
chr15:28298424-28623514	chr15	28298424	28623514	chr15-28298425-INV-325091	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.08	0.92	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr15:28452496-28465083	chr15	28452496	28465083	chr15-28452053-INV-15809	unknown	callset	inverted	direct	1	moderate	4	1	3	1	inverted	inverted	inverted	collinear	discordant[0.75]:chimp-,gorilla-,orangutan-,macaque+	NA	NA	NA	1	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr15:30436458-30529803	chr15	30436458	30529803	chr15-30434572-INV-97097	unknown	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.25]:chimp+,gorilla+,orangutan+,macaque-	0.17	0.83	False	0	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr15:30618103-32153204	chr15	30618103	32153204	chr15-30618104-INV-1535102	recurrent	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.11	0.11	True	0	low	strandseq_parsimony	synteny	1	low
chr15:32477828-32571283	chr15	32477828	32571283	chr15-32475961-INV-97199	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.02	0.98	False				synteny	1	low
chr15:45026828-45031545	chr15	45026828	45031545	chr15-45026829-INV-4718	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA		recurrent	strandseq_parsimony	recurrent_strandseq	1	low
chr15:75272758-75293490	chr15	75272758	75293490	chr15-75272759-INV-20732	unknown	callset	direct	inverted	0	moderate	4	2	2	1	inverted	collinear	inverted	collinear	discordant[0.50]:chimp-,gorilla+,orangutan-,macaque+	NA	NA	NA				synteny		
chr15:82330918-82357797	chr15	82330918	82357797	chr15-82330919-INV-26880	unknown	callset;inv_properties	direct	inverted	0	moderate	4	2	2	1	inverted	inverted	collinear	collinear	discordant[0.50]:chimp-,gorilla-,orangutan+,macaque+	0.19	0.19	True				synteny	1	low
chr15:82360482-82515134	chr15	82360482	82515134	chr15-82360483-INV-154653	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.08	0.08	True	1	low	strandseq_parsimony	synteny	1	low
chr15:84373375-84416696	chr15	84373375	84416696	chr15-84373376-INV-43322	recurrent	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.56	0.56	False	0	low	strandseq_parsimony	synteny		
chr16:1245200-1247503	chr16	1245200	1247503	chr16-1226779-INV-28828	unknown	callset;inv_properties	inverted	direct	1	moderate	3	1	2	1	collinear	NA	inverted	inverted	discordant[0.67]:chimp+,orangutan-,macaque-	0.93	0.07	True	0	low	strandseq_parsimony	synteny	1	low
chr16:14907775-15028479	chr16	14907775	15028479	chr16-14907776-INV-120705	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.43	0.57	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr16:14954790-15100859	chr16	14954790	15100859	chr16-15028481-INV-133352	recurrent	callset;inv_properties	inverted	direct	1	high	4	2	2	1	inverted	collinear	collinear	inverted	discordant[0.50]:chimp-,gorilla+,orangutan+,macaque-	0.77	0.23	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr16:15115787-15116443	chr16	15115787	15116443	chr16-15115788-INV-656	unknown	callset	inverted	direct	1	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	high
chr16:15384482-16276146	chr16	15384482	16276146	chr16-15384483-INV-891665	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr16:16631735-16637867	chr16	16631735	16637867	chr16-16631736-INV-6133	unknown	callset	direct	inverted	0	high	3	3	0	0	collinear	NA	collinear	collinear	congruent[1.00]:chimp+,orangutan+,macaque+	NA	NA	NA	1	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr16:16721273-18073542	chr16	16721273	18073542	chr16-16721274-INV-1352270	recurrent	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.08	0.08	True		recurrent	strandseq_parsimony	recurrent_strandseq	1	recurrent
chr16:18337348-18356673	chr16	18337348	18356673	chr16-18337349-INV-19325	unknown	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.27	0.27	True	0	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr16:20506046-20521893	chr16	20506046	20521893	chr16-20506047-INV-15848	unknown	callset;inv_properties	inverted	direct	1	moderate	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	0.14	0.86	False	0	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr16:21374580-21583510	chr16	21374580	21583510	chr16-21374581-INV-208931	unknown	callset	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	1	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr16:21583511-22432381	chr16	21583511	22432381	chr16-21583512-INV-848871	unknown	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.94	0.06	False	0	high	deepOG[Dir Or, Ma, Mo]	gold_t2t_apes	1	moderate
chr16:21864964-22432381	chr16	21864964	22432381	chr16-21864965-INV-567418	unknown	callset;inv_properties	direct	inverted	0	high	4	2	2	1	collinear	inverted	collinear	inverted	discordant[0.50]:chimp+,gorilla-,orangutan+,macaque-	0.94	0.94	True	0	high	deepOG[Dir Or, Ma, Mo]	gold_deepOG		
chr16:22613939-22698804	chr16	22613939	22698804	chr16-22613940-INV-84866	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA		recurrent	strandseq_parsimony	recurrent_strandseq	1	low
chr16:28471892-28637651	chr16	28471892	28637651	chr16-28471894-INV-165758	recurrent	callset;inv_properties	inverted	direct	1	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.36	0.64	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr16:28709344-28776487	chr16	28709344	28776487	chr16-28709345-INV-67143	unknown	callset;inv_properties	inverted	direct	1	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.23	0.77	True	0	low	strandseq_parsimony	gold_t2t_apes	1	high
chr16:32364220-32528442	chr16	32364220	32528442	chr16-32364221-INV-164223	unknown	callset;inv_properties	direct	inverted	0	low	4	2	2	1	inverted	collinear	inverted	collinear	discordant[0.50]:chimp-,gorilla+,orangutan-,macaque+	0.12	0.12	True				synteny	1	low
chr16:32755978-32879590	chr16	32755978	32879590	chr16-32755979-INV-123613	unknown	callset;inv_properties	direct	inverted	0	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.36	0.36	True				synteny		
chr16:32991171-33102750	chr16	32991171	33102750	chr16-32991172-INV-111580	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.35	0.35	True				synteny	1	low
chr16:33958612-34274112	chr16	33958612	34274112	chr16-33958613-INV-315500	unknown	callset	inverted	direct	1	low	4	2	2	1	inverted	collinear	collinear	inverted	discordant[0.50]:chimp-,gorilla+,orangutan+,macaque-	NA	NA	NA				synteny		
chr16:34063951-34099271	chr16	34063951	34099271	chr16-34063952-INV-35321	unknown	callset	direct	inverted	0	moderate	2	2	0	0	collinear	collinear	NA	NA	congruent[1.00]:chimp+,gorilla+	NA	NA	NA				synteny		
chr16:34484033-36334975	chr16	34484033	36334975	chr16-34484034-INV-1850943	unknown	callset	direct	inverted	0	low	4	2	2	1	inverted	collinear	inverted	collinear	discordant[0.50]:chimp-,gorilla+,orangutan-,macaque+	NA	NA	NA	1	low	strandseq_parsimony	synteny		
chr16:34507814-34520859	chr16	34507814	34520859	chr16-34507815-INV-13045	unknown	callset;inv_properties	inverted	direct	1	moderate	4	1	3	1	collinear	inverted	inverted	inverted	discordant[0.75]:chimp+,gorilla-,orangutan-,macaque-	0.01	0.99	False				synteny	1	low
chr16:34577841-34580535	chr16	34577841	34580535	chr16-34577842-INV-2694	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.86	0.86	False				synteny		
chr16:35157740-35523366	chr16	35157740	35523366	chr16-35161918-INV-361626	unknown	callset	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA	1	low	strandseq_parsimony	synteny		
chr16:35226544-35592170	chr16	35226544	35592170	chr16-35230722-INV-292443	unknown	callset	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	NA	NA	NA	1	low	strandseq_parsimony	synteny		
chr16:35946683-35952382	chr16	35946683	35952382	chr16-35945424-INV-12423	single-event	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.97	0.97	False	1	low	strandseq_parsimony	synteny		
chr16:46383780-46384105	chr16	46383780	46384105	chr16-46383781-INV-325	unknown	callset;inv_properties	direct	inverted	0	moderate	1	1	0	0	collinear	NA	NA	NA	congruent[1.00]:chimp+	0.5	0.5	NA				synteny		
chr16:48616945-48617439	chr16	48616945	48617439	chr16-48616946-INV-494	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.34	0.66	False				synteny		
chr16:55798459-55831288	chr16	55798459	55831288	chr16-55798460-invDup-32830	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA				synteny	1	low
chr16:70075643-70205976	chr16	70075643	70205976	chr16-70075644-INV-130333	unknown	callset	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	1	low	strandseq_parsimony	synteny	1	low
chr16:70149552-70162881	chr16	70149552	70162881	chr16-70149553-INV-13330	unknown	callset	direct	inverted	0	high	3	3	0	0	collinear	NA	collinear	collinear	congruent[1.00]:chimp+,orangutan+,macaque+	NA	NA	NA	1	low	strandseq_parsimony	synteny	1	low
chr16:75206214-75222748	chr16	75206214	75222748	chr16-75204855-INV-19244	single-event	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.84	0.16	True	1	high	strandseq_parsimony	gold_t2t_apes	1	high
chr16:85155339-85156001	chr16	85155339	85156001	chr16-85155144-INV-1053	unknown	callset;inv_properties	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	0.58	0.42	True				synteny	1	low
chr17:3082008-3221835	chr17	3082008	3221835	chr17-3052058-INV-200164	single-event	callset;inv_properties	direct	inverted	0	low	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.75]:chimp+,gorilla+,orangutan+,macaque-	0.01	0.01	True	0	moderate	strandseq_parsimony	gold_strandseq	1	low
chr17:5982838-5983104	chr17	5982838	5983104	chr17-5982217-INV-1513	unknown	callset;inv_properties	inverted	direct	1	high	3	0	3	0	inverted	NA	inverted	inverted	congruent[1.00]:chimp-,orangutan-,macaque-	0.73	0.27	True				synteny		
chr17:16811812-16823489	chr17	16811812	16823489	chr17-16811813-INV-11678	unknown	callset	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	NA	NA	NA		recurrent	deepOG[Dir Or, Ma]	gold_t2t_apes	1	moderate
chr17:16823490-18384190	chr17	16823490	18384190	chr17-16823491-INV-1560701	single-event	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	inverted	inverted	collinear	discordant[0.75]:chimp-,gorilla-,orangutan-,macaque+	0.02	0.98	False		recurrent	deepOG[Dir Or, Ma]	gold_t2t_apes	1	high
chr17:18622359-18823773	chr17	18622359	18823773	chr17-18677352-INV-146444	unknown	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.02	0.02	True		recurrent	deepOG[Dir Or, Ma]	recurrent_strandseq	1	low
chr17:19240628-21558840	chr17	19240628	21558840	chr17-19240629-invDup-2318213	unknown	callset	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA		recurrent	deepOG[Dir Or, Ma]	gold_t2t_apes	1	high
chr17:21305697-21480257	chr17	21305697	21480257	chr17-21305698-INV-174560	unknown	callset	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	NA	NA	NA	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr17:26880608-26885979	chr17	26880608	26885979	chr17-26880609-INV-5372	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA	0	low	strandseq_parsimony	synteny		
chr17:30621881-30625589	chr17	30621881	30625589	chr17-30616357-INV-14733	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.5	0.5	NA	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr17:36109569-36223772	chr17	36109569	36223772	chr17-36109570-INV-114204	unknown	callset;inv_properties	direct	inverted	0	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.07	0.07	True	1	low	strandseq_parsimony	synteny	1	low
chr17:37415181-37415638	chr17	37415181	37415638	chr17-37415091-INV-607	unknown	callset;inv_properties	inverted	direct	1	high	3	3	0	0	collinear	NA	collinear	collinear	congruent[1.00]:chimp+,orangutan+,macaque+	0.5	0.5	NA	1	high	deepOG[Rev Or, Ma, Mo]	gold_t2t_apes	1	high
chr17:43232908-43321964	chr17	43232908	43321964	chr17-43231917-INV-93156	unknown	callset;inv_properties	inverted	direct	1	moderate	4	2	2	1	inverted	collinear	inverted	collinear	discordant[0.50]:chimp-,gorilla+,orangutan-,macaque+	0.98	0.02	False	0	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr17:43263148-43322883	chr17	43263148	43322883	chr17-43263149-INV-59735	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.98	0.98	False	0	low	strandseq_parsimony	synteny	1	low
chr17:45573556-45585158	chr17	45573556	45585158	chr17-45573557-INV-11603	single-event	callset;inv_properties	inverted	direct	1	moderate	4	3	1	1	collinear	collinear	collinear	inverted	discordant[0.25]:chimp+,gorilla+,orangutan+,macaque-	0.25	0.75	False	0	low	strandseq_parsimony	synteny	1	low
chr17:45585159-46292045	chr17	45585159	46292045	chr17-45585160-INV-706887	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.11	0.89	True		recurrent	deepOG[Rev Or; Dir Ma, Mo]	gold_t2t_apes	1	high
chr17:60035640-60110888	chr17	60035640	60110888	chr17-60019740-INV-107140	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	collinear	inverted	collinear	discordant[0.75]:chimp+,gorilla+,orangutan-,macaque+	0.09	0.09	True	0	low	strandseq_parsimony	synteny	1	low
chr17:76181937-76182932	chr17	76181937	76182932	chr17-76181651-INV-1551	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.1	0.1	True				synteny	1	low
chr18:12145103-12146503	chr18	12145103	12146503	chr18-12141485-INV-8631	unknown	callset;inv_properties	inverted	direct	1	high	2	1	1	1	collinear	NA	inverted	NA	discordant[0.50]:chimp+,orangutan-	0.75	0.25	True	1	moderate	strandseq_parsimony	gold_t2t_apes	1	high
chr18:20562339-20601393	chr18	20562339	20601393	chr18-20562340-INV-39055	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr18:20813184-20836515	chr18	20813184	20836515	chr18-20814796-INV-23654	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr18:29783947-29784342	chr18	29783947	29784342	chr18-29783948-INV-395	unknown	callset;inv_properties	inverted	direct	1	high	3	0	3	0	inverted	inverted	inverted	NA	congruent[1.00]:chimp-,gorilla-,orangutan-	0.13	0.87	False				recurrent_t2t_apes	1	recurrent
chr19:27346068-27354631	chr19	27346068	27354631	chr19-27346069-INV-8564	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr19:27358559-27394840	chr19	27358559	27394840	chr19-27358560-INV-36282	unknown	callset	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	NA	NA	NA				synteny		
chr19:38774757-38788025	chr19	38774757	38788025	chr19-38770268-INV-22155	unknown	callset	inverted	direct	1	high	4	0	4	0	inverted	inverted	inverted	inverted	congruent[1.00]:chimp-,gorilla-,orangutan-,macaque-	NA	NA	NA	1	high	strandseq_parsimony	gold_strandseq		
chr19:43365871-43369065	chr19	43365871	43369065	chr19-43355096-INV-25294	unknown	callset;inv_properties	inverted	direct	1	high	4	1	3	1	inverted	inverted	collinear	inverted	discordant[0.75]:chimp-,gorilla-,orangutan+,macaque-	0.01	0.99	False				synteny	1	low
chr19:47959660-50091195	chr19	47959660	50091195	chr19-47959661-INV-2131536	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.02	0.02	True	0	low	strandseq_parsimony	synteny	1	low
chr2:45065588-45081777	chr2	45065588	45081777	chr2-45062769-INV-12977	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.03	0.03	True				synteny		
chr2:87987171-111255403	chr2	87987171	111255403	chr2-87987172-INV-23268233	single-event	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.99	True		recurrent	strandseq_parsimony	gold_t2t_apes	1	high
chr2:87995841-88180536	chr2	87995841	88180536	chr2-87995842-INV-184695	single-event	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.01	0.01	True				synteny	1	low
chr2:88861564-88886160	chr2	88861564	88886160	chr2-88859192-INV-39467	unknown	callset;inv_properties	direct	inverted	0	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.15	0.15	True				synteny	1	low
chr2:90060918-90216479	chr2	90060918	90216479	chr2-90060919-INV-155562	unknown	callset;inv_properties	inverted	direct	1	high	4	3	1	1	inverted	collinear	collinear	collinear	discordant[0.75]:chimp-,gorilla+,orangutan+,macaque+	0.07	0.93	True	1	high	strandseq_parsimony	gold_strandseq	1	recurrent
chr2:90286375-90379428	chr2	90286375	90379428	chr2-90286376-INV-93054	unknown	callset;inv_properties	inverted	direct	1	low	4	2	2	1	collinear	collinear	inverted	inverted	discordant[0.50]:chimp+,gorilla+,orangutan-,macaque-	0.3	0.7	False				recurrent_t2t_apes	1	recurrent
chr2:90379429-90402236	chr2	90379429	90402236	chr2-90379430-INV-22808	unknown	callset	direct	inverted	0	moderate	2	2	0	0	collinear	collinear	NA	NA	congruent[1.00]:chimp+,gorilla+	NA	NA	NA				synteny	1	low
chr2:91832040-92012663	chr2	91832040	92012663	chr2-91832041-INV-180624	recurrent	callset;inv_properties	direct	inverted	0	moderate	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.41	0.41	True				synteny	1	low
chr2:94191333-94294046	chr2	94191333	94294046	chr2-94191334-INV-102714	unknown	callset;inv_properties	direct	inverted	0	assumed	0	0	0	0	NA	NA	NA	NA	no_ape_orthology	0.02	0.02	True				synteny		
chr2:95496989-95579796	chr2	95496989	95579796	chr2-95496991-INV-82806	unknown	callset;inv_properties	direct	inverted	0	high	4	3	1	1	collinear	inverted	collinear	collinear	discordant[0.75]:chimp+,gorilla-,orangutan+,macaque+	0.19	0.19	True	0	low	strandseq_parsimony	recurrent_t2t_apes	1	recurrent
chr2:95800191-96024403	chr2	95800191	96024403	chr2-95800192-INV-224213	recurrent	callset;inv_properties	inverted	direct	1	moderate	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.08	0.92	True	1	low	strandseq_parsimony	gold_t2t_apes	1	moderate
chr2:97168744-97170236	chr2	97168744	97170236	chr2-97168745-INV-1492	unknown	callset;inv_properties	inverted	direct	1	high	4	4	0	0	collinear	collinear	collinear	collinear	congruent[1.00]:chimp+,gorilla+,orangutan+,macaque+	0.08	0.92	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
chr2:97348052-97360454	chr2	97348052	97360454	chr2-97340523-INV-28715	unknown	callset;inv_properties	inverted	direct	1	high	4	2	2	1	inverted	collinear	inverted	collinear	discordant[0.50]:chimp-,gorilla+,orangutan-,macaque+	0.49	0.51	True	1	low	strandseq_parsimony	gold_t2t_apes	1	high
