chr,region_start,region_end,0_sequence_length,1_sequence_length,0_sequence_length_adjusted,1_sequence_length_adjusted,0_segregating_sites,1_segregating_sites,0_w_theta,1_w_theta,0_pi,1_pi,0_segregating_sites_filtered,1_segregating_sites_filtered,0_w_theta_filtered,1_w_theta_filtered,0_pi_filtered,1_pi_filtered,0_num_hap_no_filter,1_num_hap_no_filter,0_num_hap_filter,1_num_hap_filter,inversion_freq_no_filter,inversion_freq_filter,haplotype_overall_fst_wc,haplotype_between_pop_variance_wc,haplotype_within_pop_variance_wc,haplotype_num_informative_sites_wc,hudson_fst_hap_group_0v1,hudson_dxy_hap_group_0v1,hudson_pi_hap_group_0,hudson_pi_hap_group_1,hudson_pi_avg_hap_group_0v1
13,48199250,48206639,7390,7390,7390,7390,25,2,0.000673,0.000271,0.000367,0.000271,25,2,0.000676,0.000271,0.000374,0.000271,86,2,84,2,0.022727,0.023256,NA,0.000000,0.000000,25,0.166717,0.000387,0.000374,0.000271,0.000322
13,52310302,52320954,10653,10653,10653,10653,30,4,0.000569,0.000375,0.000198,0.000375,30,4,0.000569,0.000375,0.000198,0.000375,80,2,80,2,0.024390,0.024390,NA,0.000000,0.000000,37,-0.121647,0.000256,0.000198,0.000375,0.000287
13,52344010,52502256,158247,158247,158247,158247,610,169,0.000769,0.000712,0.000288,0.000712,610,169,0.000769,0.000712,0.000288,0.000712,85,3,85,3,0.034091,0.034091,NA,0.000000,0.000000,673,-0.020287,0.000490,0.000288,0.000712,0.000500
13,53902573,54093373,190801,190801,190801,190801,863,0,0.000898,NaN,0.000682,NaN,863,0,0.000898,NaN,0.000682,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,867,NA,NA,NA,NA,NA
13,63727377,63820968,93592,93592,83004,83004,178,42,0.000435,0.000276,0.000201,0.000265,178,42,0.000435,0.000276,0.000201,0.000265,78,4,78,4,0.048780,0.048780,NA,0.000000,0.000000,198,0.349670,0.000358,0.000201,0.000265,0.000233
13,64598737,64616218,17482,17482,17482,17482,86,0,0.000977,NaN,0.000843,NaN,86,0,0.000977,NaN,0.000843,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,89,NA,NA,NA,NA,NA
13,79823210,79839670,16461,16461,16461,16461,62,25,0.000757,0.000665,0.000835,0.000531,62,25,0.000757,0.000665,0.000835,0.000531,82,6,82,6,0.068182,0.068182,NA,0.000000,0.000000,63,0.082597,0.000744,0.000835,0.000531,0.000683
13,97456283,97456722,440,440,440,440,2,0,0.000938,0.000000,0.000126,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,72,10,10,2,0.121951,0.166667,NA,0.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000
1,13104252,13122521,18270,18270,18268,18268,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,27,61,23,45,0.693182,0.661765,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,13190914,13324586,133673,133673,22835,22835,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,79,3,75,1,0.036585,0.013158,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
1,21203917,21204602,686,686,686,686,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,75,5,9,1,0.062500,0.100000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
1,25324280,25369060,44781,44781,44781,44781,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
1,26641622,26646431,4810,4810,4810,4810,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,1,87,1,85,0.988636,0.988372,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
1,43593641,43594291,651,651,651,651,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,27,59,10,50,0.686047,0.833333,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,60776841,60778677,1837,1837,1837,1837,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,81,7,61,3,0.079545,0.046875,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,81650508,81707447,56940,56940,56940,56940,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
1,91666232,91667085,854,854,854,854,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,79,9,4,2,0.102273,0.333333,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,108310642,108383736,73095,73095,61480,61480,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,36,50,36,50,0.581395,0.581395,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,120299058,120600965,301908,301908,85316,85316,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,14,74,14,74,0.840909,0.840909,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,144376209,144600799,224591,224591,51487,51487,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,32,54,31,53,0.627907,0.630952,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,145160434,146154520,994087,994087,485524,485524,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,146298109,148672872,2374764,2374764,1220772,1220772,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,2,86,2,86,0.977273,0.977273,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,148893781,149265643,371863,371863,93188,93188,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,24,62,24,62,0.720930,0.720930,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,149843518,149850293,6776,6776,6774,6774,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,34,54,31,51,0.613636,0.621951,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,197787659,197788856,1198,1198,1198,1198,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,78,8,51,7,0.093023,0.120690,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,227499209,227502113,2905,2905,2905,2905,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,74,12,72,10,0.139535,0.121951,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
1,248128773,248428856,300084,300084,300084,300084,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
1,248518572,248529489,10918,10918,10918,10918,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,24,62,24,62,0.720930,0.720930,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,18862645,19659006,796362,796362,18717,18717,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,13,15,13,15,0.535714,0.535714,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,34547864,34555230,7367,7367,7367,7367,2,1,0.000061,0.000032,0.000073,0.000031,0,0,0.000000,0.000000,0.000000,0.000000,48,40,48,40,0.454545,0.454545,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,60606118,60611659,5542,5542,5542,5542,10,1,0.000372,0.000054,0.000168,0.000042,10,1,0.000372,0.000054,0.000168,0.000042,72,16,72,16,0.181818,0.181818,NA,0.000000,0.000000,11,0.251157,0.000140,0.000168,0.000042,0.000105
14,65375818,65376683,866,866,866,866,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,61,25,10,12,0.290698,0.545455,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
14,85872200,85889269,17070,17070,17070,17070,60,0,0.000698,NaN,0.000477,NaN,60,0,0.000698,NaN,0.000477,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,60,NA,NA,NA,NA,NA
14,105573622,105577544,3923,3923,3923,3923,5,3,0.000267,0.000235,0.000102,0.000160,0,2,0.000000,0.000510,0.000000,0.000510,67,15,4,2,0.182927,0.333333,NA,0.000000,0.000000,7,0.000000,0.000255,0.000000,0.000510,0.000255
14,105693931,105698385,4455,4455,4455,4455,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,6,12,6,12,0.666667,0.666667,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
21,13205437,13221054,15618,15618,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,54,4,33,1,0.068966,0.029412,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
21,13987773,14056796,69024,69024,69024,69024,134,3,0.000387,0.000029,0.000233,0.000029,134,3,0.000387,0.000029,0.000233,0.000029,85,3,85,3,0.034091,0.034091,NA,0.000000,0.000000,136,0.538835,0.000284,0.000233,0.000029,0.000131
21,19877734,20070170,192437,192437,192437,192437,1029,0,0.001062,NaN,0.000899,NaN,1028,0,0.001060,NaN,0.000897,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,1031,NA,NA,NA,NA,NA
21,26001836,26002391,556,556,556,556,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,17,67,1,9,0.797619,0.900000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
21,26648368,26649407,1040,1040,1040,1040,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,38,50,22,40,0.568182,0.645161,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
21,43821742,43835116,13375,13375,13375,13375,125,0,0.001855,NaN,0.001790,NaN,125,0,0.001855,NaN,0.001790,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,126,NA,NA,NA,NA,NA
11,311836,317944,6109,6109,6109,6109,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,24,64,24,64,0.727273,0.727273,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
11,738649,740185,1537,1537,1537,1537,8,0,0.001038,0.000000,0.000253,0.000000,4,0,0.000623,NaN,0.000270,NaN,85,3,37,1,0.034091,0.026316,NA,0.000000,0.000000,8,NA,NA,NA,NA,NA
11,1667460,1683267,15808,15808,15808,15808,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,1,1,1,1,0.500000,0.500000,NA,0.000000,0.000000,64,NA,NA,NA,NA,NA
11,4271709,4289557,17849,17849,17849,17849,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,8,76,5,59,0.904762,0.921875,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
11,18249084,18265819,16736,16736,16736,16736,91,0,0.001079,NaN,0.001124,NaN,91,0,0.001079,NaN,0.001124,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,94,NA,NA,NA,NA,NA
11,24263179,24266246,3068,3068,3068,3068,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,82,4,66,4,0.046512,0.057143,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
11,48888300,48892127,3828,3828,3827,3827,7,3,0.000395,0.000198,0.000210,0.000157,7,3,0.000403,0.000200,0.000198,0.000144,58,30,53,29,0.340909,0.353659,NA,0.000000,0.000000,9,0.016264,0.000174,0.000198,0.000144,0.000171
11,50154999,50324102,169104,169104,169104,169104,589,383,0.000768,0.000550,0.000599,0.000578,589,383,0.000768,0.000550,0.000599,0.000578,53,35,53,35,0.397727,0.397727,NA,0.000000,0.000000,740,0.260682,0.000796,0.000599,0.000578,0.000588
11,55662739,55666690,3952,3952,3952,3952,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,71,15,69,15,0.174419,0.178571,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
11,62093043,62102999,9957,9957,9957,9957,11,8,0.000260,0.000191,0.000237,0.000101,9,8,0.000255,0.000197,0.000251,0.000047,40,38,20,34,0.487179,0.629630,NA,0.000000,0.000000,20,0.104609,0.000166,0.000251,0.000047,0.000149
11,66251227,66252453,1227,1227,1227,1227,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,66,18,35,7,0.214286,0.166667,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
11,71571819,71576724,4906,4906,4906,4906,18,10,0.000732,0.001359,0.000972,0.001359,18,10,0.000732,0.001359,0.000972,0.001359,85,3,85,3,0.034091,0.034091,NA,0.000000,0.000000,23,0.163511,0.001393,0.000972,0.001359,0.001165
11,89920623,89923848,3226,3226,3224,3224,17,14,0.001247,0.000983,0.000798,0.000935,17,14,0.001280,0.001015,0.000864,0.000971,39,47,35,41,0.546512,0.539474,NA,0.000000,0.000000,20,-0.012066,0.000907,0.000864,0.000971,0.000917
19,43365871,43369065,3195,3195,3195,3195,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,75,1,0.011364,0.013158,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
19,47959660,50091195,2131536,2131536,2131536,2131536,9051,1248,0.000845,0.000585,0.000688,0.000585,9037,1246,0.000844,0.000585,0.000687,0.000585,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,9157,-0.042968,0.000609,0.000687,0.000585,0.000636
3,26316193,26317447,1255,1255,1255,1255,6,0,0.000954,0.000000,0.000597,0.000000,6,0,0.001015,NaN,0.000579,NaN,85,3,63,1,0.034091,0.015625,NA,0.000000,0.000000,6,NA,NA,NA,NA,NA
3,28417060,28417483,424,424,424,424,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,70,12,4,6,0.146341,0.600000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
3,75454477,75455715,1239,1239,1239,1239,10,1,0.001617,0.000538,0.000611,0.000538,3,0,0.000716,NaN,0.000700,NaN,83,3,17,1,0.034884,0.055556,NA,0.000000,0.000000,10,NA,NA,NA,NA,NA
3,131969227,131977820,8594,8594,8594,8594,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,78,10,78,10,0.113636,0.113636,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
3,162827574,162829855,2282,2282,2282,2282,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,32,20,13,11,0.384615,0.458333,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
3,195680054,195724206,44153,44153,44153,44153,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,1,1,1,1,0.500000,0.500000,NA,0.000000,0.000000,194,NA,NA,NA,NA,NA
3,195692124,195956606,264483,264483,264483,264483,846,597,0.000674,0.000612,0.000579,0.000563,841,592,0.000670,0.000606,0.000574,0.000557,65,23,65,23,0.261364,0.261364,NA,0.000000,0.000000,1189,0.285096,0.000791,0.000574,0.000557,0.000566
3,195749463,195980207,230745,230745,230745,230745,632,460,0.000577,0.000540,0.000492,0.000508,632,460,0.000577,0.000540,0.000492,0.000508,65,23,65,23,0.261364,0.261364,NA,0.000000,0.000000,864,0.288843,0.000703,0.000492,0.000508,0.000500
5,16978658,16979397,740,740,740,740,7,3,0.001915,0.001946,0.001046,0.001622,4,1,0.001790,0.001351,0.001085,0.001351,79,5,12,2,0.059524,0.142857,NA,0.000000,0.000000,10,-0.081818,0.001126,0.001085,0.001351,0.001218
5,17580905,17592445,11541,11541,3537,3537,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,66,14,4,6,0.175000,0.600000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
5,21479305,21500726,21422,21422,21422,21422,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,32,2,26,0,0.058824,0.000000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
5,29069229,29069523,295,295,295,295,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,48,40,17,27,0.454545,0.613636,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
5,46896906,46915828,18923,18923,18923,18923,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,20,68,0,24,0.772727,1.000000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
5,47061568,47082062,20495,20495,13478,13478,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,50,28,3,3,0.358974,0.500000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
5,47105115,47151367,46253,46253,46152,46152,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,8,50,3,33,0.862069,0.916667,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
5,64470920,64477089,6170,6170,6170,6170,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,24,64,24,64,0.727273,0.727273,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
5,64470928,64475118,4191,4191,4191,4191,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,23,65,22,62,0.738636,0.738095,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
5,70527773,70533912,6140,6140,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,87,1,1,1,0.011364,0.500000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
5,71009586,71093997,84412,84412,5639,5639,9,3,0.000472,0.000355,0.000344,0.000355,5,0,0.000388,0.000000,0.000366,0.000000,17,3,6,0,0.150000,0.000000,NA,0.000000,0.000000,22,NA,NA,NA,NA,NA
5,112179911,112236600,56690,56690,56690,56690,269,0,0.000942,NaN,0.000714,NaN,269,0,0.000942,NaN,0.000714,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,270,NA,NA,NA,NA,NA
5,124425560,124546657,121098,121098,121098,121098,630,0,0.001033,NaN,0.001014,NaN,630,0,0.001033,NaN,0.001014,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,646,NA,NA,NA,NA,NA
5,177946129,178003952,57824,57824,57824,57824,317,0,0.001088,NaN,0.001063,NaN,315,0,0.001081,NaN,0.001049,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,317,NA,NA,NA,NA,NA
5,179643529,179651253,7725,7725,7725,7725,0,36,NaN,0.000925,NaN,0.000568,0,36,NaN,0.000929,NaN,0.000578,1,87,1,85,0.988636,0.988372,NA,0.000000,0.000000,43,NA,NA,NA,NA,NA
5,181098775,181100846,2072,2072,2072,2072,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,64,22,46,18,0.255814,0.281250,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,1245200,1247503,2304,2304,2304,2304,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,6,82,5,79,0.931818,0.940476,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,14907775,15028479,120705,120705,73689,73689,14,17,0.000045,0.000056,0.000028,0.000026,9,3,0.000039,0.000013,0.000032,0.000012,40,34,13,15,0.459459,0.535714,NA,0.000000,0.000000,37,0.123234,0.000025,0.000032,0.000012,0.000022
16,14954790,15100859,146070,146070,146069,146069,71,209,0.000139,0.000300,0.000067,0.000246,71,199,0.000139,0.000291,0.000067,0.000240,19,67,19,61,0.779070,0.762500,NA,0.000000,0.000000,254,0.515848,0.000318,0.000067,0.000240,0.000154
16,15384482,16276146,891665,891665,813927,813927,3486,0,0.000850,NaN,0.000567,NaN,3484,0,0.000850,NaN,0.000567,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,3498,NA,NA,NA,NA,NA
16,16721273,18073542,1352270,1352270,1310604,1310604,6496,2090,0.000998,0.000651,0.000785,0.000603,6493,2089,0.000998,0.000651,0.000784,0.000602,81,7,81,7,0.079545,0.079545,NA,0.000000,0.000000,6703,0.118279,0.000786,0.000784,0.000602,0.000693
16,18337348,18356673,19326,19326,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,61,23,4,0,0.273810,0.000000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,20506046,20521893,15848,15848,15848,15848,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,70,12,70,12,0.146341,0.146341,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,21583511,22432381,848871,848871,676268,676268,364,1584,0.000258,0.000469,0.000244,0.000240,363,1580,0.000258,0.000468,0.000243,0.000240,5,83,5,83,0.943182,0.943182,NA,0.000000,0.000000,1642,0.040599,0.000252,0.000243,0.000240,0.000242
16,21864964,22432381,567418,567418,500146,500146,291,1157,0.000279,0.000464,0.000263,0.000236,291,1155,0.000279,0.000463,0.000263,0.000236,5,83,5,83,0.943182,0.943182,NA,0.000000,0.000000,1202,0.005236,0.000251,0.000263,0.000236,0.000250
16,28471892,28637651,165760,165760,165758,165758,100,120,0.000131,0.000180,0.000077,0.000169,99,119,0.000130,0.000178,0.000076,0.000168,56,32,56,32,0.363636,0.363636,NA,0.000000,0.000000,194,0.301699,0.000174,0.000076,0.000168,0.000122
16,28709344,28776487,67144,67144,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,59,19,34,6,0.243590,0.150000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,32364220,32528442,164223,164223,24237,24237,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,61,9,61,9,0.128571,0.128571,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,32755978,32879590,123613,123613,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,35,31,33,31,0.469697,0.484375,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,32991171,33102750,111580,111580,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,39,27,37,25,0.409091,0.403226,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,34507814,34520859,13046,13046,13046,13046,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,27,1,0,0,0.035714,-1.000000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,34577841,34580535,2695,2695,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,5,31,5,31,0.861111,0.861111,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,35946683,35952382,5700,5700,5700,5700,0,12,0.000000,0.000420,0.000000,0.000057,0,11,0.000000,0.000397,0.000000,0.000058,3,85,3,73,0.965909,0.960526,NA,0.000000,0.000000,12,0.002315,0.000029,0.000000,0.000058,0.000029
16,46383780,46384105,326,326,326,326,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,1,1,1,1,0.500000,0.500000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
16,48616945,48617439,495,495,495,495,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,57,29,7,3,0.337209,0.300000,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
16,75206214,75222748,16535,16535,16535,16535,16,68,0.000304,0.000844,0.000188,0.000743,16,68,0.000304,0.000844,0.000188,0.000743,14,74,14,74,0.840909,0.840909,NA,0.000000,0.000000,74,0.147888,0.000547,0.000188,0.000743,0.000466
16,85155339,85156001,663,663,663,663,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,37,51,22,42,0.579545,0.656250,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
12,13392624,13397634,5011,5011,5011,5011,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,36,52,9,45,0.590909,0.833333,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
12,37705668,37737662,31995,31995,31995,31995,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,86,2,86,2,0.022727,0.022727,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
12,46896694,46915975,19282,19282,19282,19282,88,0,0.000915,0.000000,0.000656,0.000000,88,0,0.000915,0.000000,0.000656,0.000000,83,5,83,5,0.056818,0.056818,NA,0.000000,0.000000,91,0.517620,0.000680,0.000656,0.000000,0.000328
12,71546200,71547738,1539,1539,1539,1539,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,80,8,62,8,0.090909,0.114286,NA,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000
12,75713180,75731794,18615,18615,18615,18615,66,0,0.000704,NaN,0.000585,NaN,66,0,0.000704,NaN,0.000585,NaN,87,1,87,1,0.011364,0.011364,NA,0.000000,0.000000,66,NA,NA,NA,NA,NA
12,131312081,131644839,332759,332759,332759,332759,1748,167,0.001048,0.000335,0.001042,0.000337,1739,165,0.001042,0.000331,0.001036,0.000331,85,3,85,3,0.034091,0.034091,NA,0.000000,0.000000,1759,0.354125,0.001058,0.001036,0.000331,0.000683
12,131333943,131623807,289865,289865,289865,289865,1597,151,0.001099,0.000347,0.001091,0.000350,1589,149,0.001093,0.000343,0.001084,0.000343,85,3,85,3,0.034091,0.034091,NA,0.000000,0.000000,1604,0.352749,0.001102,0.001084,0.000343,0.000713
17,3082008,3221835,139828,139828,139828,139828,770,0,0.001098,NaN,0.000857,NaN,770,0,0.001098,NaN,0.000857,NaN,85,1,85,1,0.011628,0.011628,NA,0.000000,0.000000,776,NA,NA,NA,NA,NA
17,5982838,5983104,267,267,267,267,0,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,24,64,0,64,0.727273,1.000000,NA,0.000000,0.000000,0,NA,NA,NA,NA,NA
