Inversion	Category	K_Total	K_GBJ	K_GLS	P_GBJ	T_GLS	P_GLS	Direction	Method	Shrinkage	Lambda	N_Individuals	Z_Cap	GBJ_Draws	Dropped	Phenotypes	Phenotypes_GLS	Q_GBJ	Q_GLS
chr6-76111919-INV-44661	Genitourinary	60	60	60	0.6714657069	-0.6441592676	0.5194721611	decrease	fast_phi	ridge	0.05	380266		5000		Abnormal_findings_on_radiological_and_other_examination_of_genitourinary_organs;Abnormality_of_urination;Abscess_or_ulceration_of_vulva;Acute_pyelonephritis;Benign_mammary_dysplasias;Cervicitis_and_endocervicitis;Chronic_kidney_disease;Cyst_of_kidney;Disorders_and_findings_from_impaired_renal_function;Disorders_of_penis;Disorders_of_testis;Dysplasia_of_female_genital_organs;Elevated_prostate_specific_antigen_PSA;Endometriosis;Glomerular_diseases;Gross_hematuria;Hematuria;Hydronephrosis;Inflammatory_disease_of_cervix_vagina_and_vulva;Inflammatory_diseases_of_female_pelvic_organs;Inflammatory_diseases_of_prostate;Irregular_menstrual_cycle;Kidney_stone_disease;Male_erectile_dysfunction;Male_sexual_dysfuction;Microscopic_hematuria;Morphologic_lesions_in_glomerular_diseases;Neuromuscular_dysfunction_of_bladder;Nocturia;Noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament;Obstructive_and_reflux_uropathy;Oliguria_and_anuria;Orchitis_and_epididymitis;Other_disorders_of_bladder;Other_disorders_of_male_genital_organs;Other_disorders_of_the_kidney_and_ureters;Other_disorders_of_urethra_and_urinary_tract;Other_symptomsdisorders_or_the_urinary_system;Ovarian_cyst;Overactive_bladder;Pain_and_other_symptoms_associated_with_female_genital_organs;Pelvic_inflammatory_disease_PID;Pelvic_organ_prolapse_and_fistulas;Pelvic_peritoneal_adhesions_female_postoperative_postinfection;Prostatitis;Renal_colic;Renal_failure;Renal_sclerosis_unspecified;Renal_tubulo_interstitial_diseases;Retention_of_urine;Scrotal_pain;Stress_incontinence;Symptoms_involving_female_genital_tract;Urethritis;Urge_incontinence;Urinary_incontinence_and_enuresis;Urinary_tract_infection_UTI;Urinary_urgency;UterineUterovaginal_prolapse;Vaginitis_and_vulvovaginitis	Abnormal_findings_on_radiological_and_other_examination_of_genitourinary_organs;Abnormality_of_urination;Abscess_or_ulceration_of_vulva;Acute_pyelonephritis;Benign_mammary_dysplasias;Cervicitis_and_endocervicitis;Chronic_kidney_disease;Cyst_of_kidney;Disorders_and_findings_from_impaired_renal_function;Disorders_of_penis;Disorders_of_testis;Dysplasia_of_female_genital_organs;Elevated_prostate_specific_antigen_PSA;Endometriosis;Glomerular_diseases;Gross_hematuria;Hematuria;Hydronephrosis;Inflammatory_disease_of_cervix_vagina_and_vulva;Inflammatory_diseases_of_female_pelvic_organs;Inflammatory_diseases_of_prostate;Irregular_menstrual_cycle;Kidney_stone_disease;Male_erectile_dysfunction;Male_sexual_dysfuction;Microscopic_hematuria;Morphologic_lesions_in_glomerular_diseases;Neuromuscular_dysfunction_of_bladder;Nocturia;Noninflammatory_disorders_of_ovary_fallopian_tube_and_broad_ligament;Obstructive_and_reflux_uropathy;Oliguria_and_anuria;Orchitis_and_epididymitis;Other_disorders_of_bladder;Other_disorders_of_male_genital_organs;Other_disorders_of_the_kidney_and_ureters;Other_disorders_of_urethra_and_urinary_tract;Other_symptomsdisorders_or_the_urinary_system;Ovarian_cyst;Overactive_bladder;Pain_and_other_symptoms_associated_with_female_genital_organs;Pelvic_inflammatory_disease_PID;Pelvic_organ_prolapse_and_fistulas;Pelvic_peritoneal_adhesions_female_postoperative_postinfection;Prostatitis;Renal_colic;Renal_failure;Renal_sclerosis_unspecified;Renal_tubulo_interstitial_diseases;Retention_of_urine;Scrotal_pain;Stress_incontinence;Symptoms_involving_female_genital_tract;Urethritis;Urge_incontinence;Urinary_incontinence_and_enuresis;Urinary_tract_infection_UTI;Urinary_urgency;UterineUterovaginal_prolapse;Vaginitis_and_vulvovaginitis	0.7734167452	0.7792082416
chr6-76111919-INV-44661	Symptoms	31	31	31	0.7218556289	-0.06120987904	0.9511920621	decrease	fast_phi	ridge	0.05	379929		5000		Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	0.7734167452	0.9511920621
chr12-46897663-INV-16289	Blood/Immune	20	20	20	0.7322535493	0.7707478756	0.4408563885	increase	fast_phi	ridge	0.05	382219		5000		Abnormality_of_the_lymph_nodes;Anemia;Autoimmune_disease;Coagulation_defects_purpura_and_other_hemorrhagic_conditions;Decreased_white_blood_cell_count;Hypo_coagulability;Immunodeficiencies;Immunodeficiency_NOS;Iron_deficiency_anemia;Iron_deficiency_anemia_secondary_to_blood_loss;Lymphadenitis;Macrocytic_anemia;Megaloblastic_anemia;Microcytic_anemia;Neutropenia;Pancytopenia;Platelet_defects;Secondary_thrombocytopenia;Thrombocytopenia;Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	Abnormality_of_the_lymph_nodes;Anemia;Autoimmune_disease;Coagulation_defects_purpura_and_other_hemorrhagic_conditions;Decreased_white_blood_cell_count;Hypo_coagulability;Immunodeficiencies;Immunodeficiency_NOS;Iron_deficiency_anemia;Iron_deficiency_anemia_secondary_to_blood_loss;Lymphadenitis;Macrocytic_anemia;Megaloblastic_anemia;Microcytic_anemia;Neutropenia;Pancytopenia;Platelet_defects;Secondary_thrombocytopenia;Thrombocytopenia;Vitamin_B12_deficiency_anemia_due_to_intrinsic_factor_deficiency_Pernicious_anemia	0.775444911	0.4723461305
chr12-46897663-INV-16289	Mental	40	40	40	0.775444911	2.118884564	0.03410022377	increase	fast_phi	ridge	0.05	382419		5000		Alcohol_use_disorders;Anxiety_and_anxiety_disorders;Cannabis_use_disorders;Current_tobacco_use_and_nicotine_dependence;Delirium;Dissociative_and_somatoform_disorders;Drug_induced_psychotic_disorder;Dysthymic_disorder;Eating_disorders;Hallucinations;High_risk_sexual_behavior;Major_depressive_disorder;Mental_disorder_not_otherwise_specified;Mood_affective_disorders;Nicotine_dependence_current_and_history_of;Obsessive_compulsive_disorder;Opioid_abuse_or_dependence;Opioid_use_disorders;Other_mental_and_behavioral_problems;Panic_disorder_episodic_paroxysmal_anxiety;Personality_disorders;Phobic_disorders;Posttraumatic_stress_disorder;Problems_related_to_lifestyle;Psychoactive_substance_abuse;Psychoactive_substance_dependance;Psychoactive_substance_related_disorders;Psychoactive_substance_withdrawal;Psychotic_disorder;Reaction_to_severe_stress_and_adjustment_disorders;Sedative_hypnotic_or_anxiolytic_related_disorders;Signs_and_symptoms_involving_emotional_state;Stimulant_abuse_or_dependance;Stimulant_use_disorders;Suicidal_ideations;Suicide_and_self_inflicted_harm;Suicide_ideation_and_attempt_or_self_harm;Symptoms_and_signs_involving_appearance_and_behavior;Symptoms_related_to_mental_disorders;Visual_hallucinations	Alcohol_use_disorders;Anxiety_and_anxiety_disorders;Cannabis_use_disorders;Current_tobacco_use_and_nicotine_dependence;Delirium;Dissociative_and_somatoform_disorders;Drug_induced_psychotic_disorder;Dysthymic_disorder;Eating_disorders;Hallucinations;High_risk_sexual_behavior;Major_depressive_disorder;Mental_disorder_not_otherwise_specified;Mood_affective_disorders;Nicotine_dependence_current_and_history_of;Obsessive_compulsive_disorder;Opioid_abuse_or_dependence;Opioid_use_disorders;Other_mental_and_behavioral_problems;Panic_disorder_episodic_paroxysmal_anxiety;Personality_disorders;Phobic_disorders;Posttraumatic_stress_disorder;Problems_related_to_lifestyle;Psychoactive_substance_abuse;Psychoactive_substance_dependance;Psychoactive_substance_related_disorders;Psychoactive_substance_withdrawal;Psychotic_disorder;Reaction_to_severe_stress_and_adjustment_disorders;Sedative_hypnotic_or_anxiolytic_related_disorders;Signs_and_symptoms_involving_emotional_state;Stimulant_abuse_or_dependance;Stimulant_use_disorders;Suicidal_ideations;Suicide_and_self_inflicted_harm;Suicide_ideation_and_attempt_or_self_harm;Symptoms_and_signs_involving_appearance_and_behavior;Symptoms_related_to_mental_disorders;Visual_hallucinations	0.775444911	0.05115033566
chr7-57835189-INV-284465	Respiratory	42	42	42	0.3047390522	0.3099629697	0.7565891163	increase	fast_phi	ridge	0.05	378969		5000		Abnormalities_of_breathing;Acute_upper_respiratory_infection;Asthma;Chronic_sinusitis;Cough;Deviated_nasal_septum;Diseases_of_vocal_cords_and_larynx_not_elsewhere_classified;Disorders_of_diaphragm;Dysphonia;Epistaxis;Hemorrhage_from_respiratory_passages;Hypertrophy_of_nasal_turbinates;Hypertrophy_of_tonsils_and_adenoids;Hypoxemia;Laryngitis_and_tracheitis;Lobar_pneumonia;Nasal_congestion;Nasopharyngitis;Obesity_hypoventilation_syndrome_OHS;Orthopnea;Other_disorders_of_nose_and_nasal_sinuses;Other_respiratory_disorders;Other_symptoms_and_disorders_of_the_respiratory_system;Pharyngitis;Pleurisy;Pneumonia;Pneumothorax_and_air_leak;Postnasal_drip;Pulmonary_collapse_Atelectasis;Pulmonary_edema;Pulmonary_insufficiency_and_acute_respiratory_distress_syndrome;Pulmonary_tuberculosis;Respiratory_failure;Sinusitis;Snoring;Solitary_pulmonary_nodule;Streptococcal_tonsillitispharyngitis;Tachypnea;Tonsillitis_and_adenoiditis;Viral_pneumonia;Voice_disturbance;Wheezing	Abnormalities_of_breathing;Acute_upper_respiratory_infection;Asthma;Chronic_sinusitis;Cough;Deviated_nasal_septum;Diseases_of_vocal_cords_and_larynx_not_elsewhere_classified;Disorders_of_diaphragm;Dysphonia;Epistaxis;Hemorrhage_from_respiratory_passages;Hypertrophy_of_nasal_turbinates;Hypertrophy_of_tonsils_and_adenoids;Hypoxemia;Laryngitis_and_tracheitis;Lobar_pneumonia;Nasal_congestion;Nasopharyngitis;Obesity_hypoventilation_syndrome_OHS;Orthopnea;Other_disorders_of_nose_and_nasal_sinuses;Other_respiratory_disorders;Other_symptoms_and_disorders_of_the_respiratory_system;Pharyngitis;Pleurisy;Pneumonia;Pneumothorax_and_air_leak;Postnasal_drip;Pulmonary_collapse_Atelectasis;Pulmonary_edema;Pulmonary_insufficiency_and_acute_respiratory_distress_syndrome;Pulmonary_tuberculosis;Respiratory_failure;Sinusitis;Snoring;Solitary_pulmonary_nodule;Streptococcal_tonsillitispharyngitis;Tachypnea;Tonsillitis_and_adenoiditis;Viral_pneumonia;Voice_disturbance;Wheezing	0.7849430114	0.8729874419
chr7-57835189-INV-284465	Symptoms	31	31	31	0.3733253349	-1.226396854	0.2200493693	decrease	fast_phi	ridge	0.05	379929		5000		Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	Abnormal_cytological_findings_in_specimens_from_genital_organs;Abnormal_findings_on_examination_of_blood;Acute_pain;Allergy;Chest_pain;Chills_without_fever;Chronic_fatigue_syndrome;Chronic_pain;Cytology_and_pathology_findings;Edema;Elevated_C_reactive_protein_CRP;Fever;General_symptoms_and_other_findings;Jaundice;Malaise_and_fatigue;Muscle_weakness_generalized;Nonspecific_abnormal_findings_of_other_body_structures;Nonspecific_reaction_to_test_for_tuberculosis;Other_abnormal_findings_in_urine;Other_abnormal_immunological_findings_in_serum;Pain_in_arm;Pain_in_foot_and_toes;Pain_in_hand_and_fingers;Pain_in_leg;Pleurodynia;Proteinuria;Septic_shock;Syncope_and_collapse;Transplated_organ;Weakness;Wheelchair_dependence	0.7849430114	0.6015733115
chr7-57835189-INV-284465	Sense organs	53	53	53	0.4549090182	-0.6599972123	0.5092556183	decrease	fast_phi	ridge	0.05	381814		5000		Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	Abnormal_intraocular_pressure;Blindness_and_low_vision;Conjunctivitis;Cortical_age_related_cataract;Dermatochalasis_of_eyelid;Disorders_of_choroid;Disorders_of_eyelid_function;Disorders_of_lacrimal_system;Disorders_of_refraction_and_accommodation;Disorders_of_the_cornea;Disorders_of_the_middle_ear;Disorders_of_the_retina;Eye_infection_viral;Hearing_impairment;Hypermetropia;Hypertensive_retinopathy;Infection_of_the_eye;Inflammation_of_the_eye;Keratitis;Keratoconjunctivitis_sicca;Lattice_degeneration_of_retina;Macular_degeneration;Meibomian_gland_dysfunction_of_eyelid;Mixed_conductive_and_sensorineural_hearing_loss;Myopia;Non_degenerative_maculopathy;Ocular_hypertension;Open_angle_glaucoma;Otalgia_and_effusion_of_ear;Other_disorders_of_ear;Other_disorders_of_the_eyelids;Other_hearing_abnormality;Otitis_media;Peripheral_retinal_degeneration;Pinguecula;Posterior_subcapsular_polar_cataract;Presbyopia;Ptosis_of_eyelid;Puckering_of_macula;Retinal_detachments_and_breaks;Retinal_edema;Retinal_hemorrhage;Retinal_occlusions;Retinal_vasculopathy;Retinopathy;Sensorineural_hearing_loss;Subcapsular_cataract;Tinnitus;Unilateral_hearing_loss;Visual_discomfort;Visual_distortions_and_subjective_visual_disturbances;Visual_disturbances;Vitreous_degeneration	0.7849430114	0.7512808567
chr7-57835189-INV-284465	Muscloskeletal	92	92	92	0.4765046991	-0.2275131815	0.8200247206	decrease	fast_phi	ridge	0.05	380213		5000		Acquired_deformities_of_fingers_and_toes;Acquired_deformities_of_limbs;Arthralgia_of_temporomandibular_joint;Back_sprain;Bakers_cyst_popliteal_cyst;Bursitis;Calcium_deposits_in_tendon_and_bursa;Cartilage_tear_of_knee;Cervicalgia;Chondropathies;Chrystal_arthropathies;Deforming_dorsopathies;Degenerative_disc_disease;Dislocation;Disorder_of_patella;Disorders_of_muscle;Effusion_of_joint;EnthesopathyEnthesitisTendinopathy;Exostosis;Fasciopathy;Fractures;Ganglion_cyst;Generalized_osteoarthritis;Hallux_rigidus;Hallux_valgus_Bunion;Hammer_toe;Impingement_syndrome_of_shoulder;Infective_and_reactive_arthropathies;Inflammatory_myopathy;Inflammatory_spondylopathies;Instability_of_joint;Intervertebral_disc_disorder;Joint_derangements_and_related_disorders;Lateral_epicondylitis_Tennis_elbow;Low_back_pain;Lumbosacral_sprain;Lupus;Medial_epicondylitis_Golfers_elbow;Mid_back_pain;Muscle_wasting_and_atrophy;Myalgia;Neck_sprain;Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_musculoskeletal_system;Occipital_neuralgia;Osteoarthritis;Osteoarthritis_of_more_than_one_site;Osteonecrosis;Osteophyte;Osteoporosis;Osteoporosis_and_low_bone_density;Other_and_unspecified_dorsopathies;Other_arthropathies;Other_disorders_and_symptoms_of_the_musculoskeletal_system;Other_disorders_of_bone;Other_non_inflammatory_spondylopathy;Other_symptoms_and_disorders_of_the_soft_tissue;Pain_in_ankle_and_joints_of_foot;Pain_in_elbow;Pain_in_hip;Pain_in_joints_of_hand;Pain_in_knee;Pain_in_shoulder;Pain_in_wrist;Pathological_fracture;Plantar_fascial_fibromatosis_Plantar_fasciitis;Polyarthritis;Posterior_tibial_tendinitis;Pyogenic_arthritis_Septic_arthritis;Radial_styloid_tenosynovitis_de_Quervain;Radiculopathy;Rhabdomyolysis;Rheumatoid_arthritis;Rheumatoid_arthritis_and_other_inflammatory_polyarthropathies;Rheumatoid_arthritis_with_rheumatoid_factor;Rotator_cuff_tear_or_rupture;Sacrococcygeal_disorders;Sciatica;Segmental_and_somatic_dysfunction;Spasm_of_muscle;Spinal_disc_displacement_herniation;Spinal_stenosis;Spondylosis;Sprains_and_strains;Stiffness_of_joint;Superior_glenoid_labrum_lesion;Synoviopathy_and_bursopathy;Synovitis_and_tenosynovitis;Systemic_lupus_erythematosus_SLE;Systemic_vasculitis;Tendinitis;Traumatic_arthropathy;Trigger_finger	Acquired_deformities_of_fingers_and_toes;Acquired_deformities_of_limbs;Arthralgia_of_temporomandibular_joint;Back_sprain;Bakers_cyst_popliteal_cyst;Bursitis;Calcium_deposits_in_tendon_and_bursa;Cartilage_tear_of_knee;Cervicalgia;Chondropathies;Chrystal_arthropathies;Deforming_dorsopathies;Degenerative_disc_disease;Dislocation;Disorder_of_patella;Disorders_of_muscle;Effusion_of_joint;EnthesopathyEnthesitisTendinopathy;Exostosis;Fasciopathy;Fractures;Ganglion_cyst;Generalized_osteoarthritis;Hallux_rigidus;Hallux_valgus_Bunion;Hammer_toe;Impingement_syndrome_of_shoulder;Infective_and_reactive_arthropathies;Inflammatory_myopathy;Inflammatory_spondylopathies;Instability_of_joint;Intervertebral_disc_disorder;Joint_derangements_and_related_disorders;Lateral_epicondylitis_Tennis_elbow;Low_back_pain;Lumbosacral_sprain;Lupus;Medial_epicondylitis_Golfers_elbow;Mid_back_pain;Muscle_wasting_and_atrophy;Myalgia;Neck_sprain;Nonspecific_abnormal_findings_on_radiological_and_other_examination_of_musculoskeletal_system;Occipital_neuralgia;Osteoarthritis;Osteoarthritis_of_more_than_one_site;Osteonecrosis;Osteophyte;Osteoporosis;Osteoporosis_and_low_bone_density;Other_and_unspecified_dorsopathies;Other_arthropathies;Other_disorders_and_symptoms_of_the_musculoskeletal_system;Other_disorders_of_bone;Other_non_inflammatory_spondylopathy;Other_symptoms_and_disorders_of_the_soft_tissue;Pain_in_ankle_and_joints_of_foot;Pain_in_elbow;Pain_in_hip;Pain_in_joints_of_hand;Pain_in_knee;Pain_in_shoulder;Pain_in_wrist;Pathological_fracture;Plantar_fascial_fibromatosis_Plantar_fasciitis;Polyarthritis;Posterior_tibial_tendinitis;Pyogenic_arthritis_Septic_arthritis;Radial_styloid_tenosynovitis_de_Quervain;Radiculopathy;Rhabdomyolysis;Rheumatoid_arthritis;Rheumatoid_arthritis_and_other_inflammatory_polyarthropathies;Rheumatoid_arthritis_with_rheumatoid_factor;Rotator_cuff_tear_or_rupture;Sacrococcygeal_disorders;Sciatica;Segmental_and_somatic_dysfunction;Spasm_of_muscle;Spinal_disc_displacement_herniation;Spinal_stenosis;Spondylosis;Sprains_and_strains;Stiffness_of_joint;Superior_glenoid_labrum_lesion;Synoviopathy_and_bursopathy;Synovitis_and_tenosynovitis;Systemic_lupus_erythematosus_SLE;Systemic_vasculitis;Tendinitis;Traumatic_arthropathy;Trigger_finger	0.7849430114	0.878597915
chr7-57835189-INV-284465	Neurological	59	59	59	0.4987002599	-1.078671462	0.280734212	decrease	fast_phi	ridge	0.05	382154		5000		Abnormality_of_gait_and_mobility;Carpal_tunnel_syndrome;Cerebral_palsy_and_other_paralytic_syndromes;Circadian_rhythm_sleep_disorder;Dementias_and_cerebral_degeneration;Disorder_of_nervous_system;Disorders_of_autonomic_nervous_system;Disorders_of_facial_and_cranial_nerves;Disturbances_of_sensation_of_smell_and_taste;Disturbances_of_skin_sensation;Dizziness_and_giddiness;Encephalopathy;Epilepsy_recurrent_seizures_convulsions;Extrapyramidal_and_movement_disorders;Facial_weakness;Generalized_epilepsy;Headache;Headache_syndromes_non_migraine;Hemiplegia_and_hemiparesis;Hypersomnia;Idiopathic_sleep_related_nonobstructive_alveolar_hypoventilation;Insomnia;Lack_of_coordination;Lesion_of_sciatic_nerve;Memory_loss;Meralgia_paresthetica;Metabolic_encephalopathy;Migraine;Migraine_with_aura;Mild_cognitive_impairment;Mononeuritis_of_lower_limb;Mononeuritis_of_upper_limb;Mononeuropathies;Myelopathies;Nerve_root_and_plexus_disorders;Obstructive_sleep_apnea;Other_diseases_of_spinal_cord;Other_symptoms_involving_nervous_system;Parasomnias;Paresthesia_of_skin;Partial_epilepsy;Polyneuropathies;Post_traumatic_headache;Repeated_falls;Restless_legs_syndrome;Sleep_apnea;Sleep_disorders;Sleep_disturbances;Sleep_related_movement_disorders;Slurred_speech;Speech_disturbance;Symptoms_and_signs_involving_cognitive_functions_and_awareness;Tension_headache;Toxic_polyneuropathy;Transient_alteration_of_awareness;Tremor;Trigeminal_nerve_disorders_CN5;Trigeminal_neuralgia;White_matter_disease_unspecified	Abnormality_of_gait_and_mobility;Carpal_tunnel_syndrome;Cerebral_palsy_and_other_paralytic_syndromes;Circadian_rhythm_sleep_disorder;Dementias_and_cerebral_degeneration;Disorder_of_nervous_system;Disorders_of_autonomic_nervous_system;Disorders_of_facial_and_cranial_nerves;Disturbances_of_sensation_of_smell_and_taste;Disturbances_of_skin_sensation;Dizziness_and_giddiness;Encephalopathy;Epilepsy_recurrent_seizures_convulsions;Extrapyramidal_and_movement_disorders;Facial_weakness;Generalized_epilepsy;Headache;Headache_syndromes_non_migraine;Hemiplegia_and_hemiparesis;Hypersomnia;Idiopathic_sleep_related_nonobstructive_alveolar_hypoventilation;Insomnia;Lack_of_coordination;Lesion_of_sciatic_nerve;Memory_loss;Meralgia_paresthetica;Metabolic_encephalopathy;Migraine;Migraine_with_aura;Mild_cognitive_impairment;Mononeuritis_of_lower_limb;Mononeuritis_of_upper_limb;Mononeuropathies;Myelopathies;Nerve_root_and_plexus_disorders;Obstructive_sleep_apnea;Other_diseases_of_spinal_cord;Other_symptoms_involving_nervous_system;Parasomnias;Paresthesia_of_skin;Partial_epilepsy;Polyneuropathies;Post_traumatic_headache;Repeated_falls;Restless_legs_syndrome;Sleep_apnea;Sleep_disorders;Sleep_disturbances;Sleep_related_movement_disorders;Slurred_speech;Speech_disturbance;Symptoms_and_signs_involving_cognitive_functions_and_awareness;Tension_headache;Toxic_polyneuropathy;Transient_alteration_of_awareness;Tremor;Trigeminal_nerve_disorders_CN5;Trigeminal_neuralgia;White_matter_disease_unspecified	0.7849430114	0.6015733115
chr7-57835189-INV-284465	Mental	39	39	39	0.5232953409	0.4700022412	0.6383534163	increase	fast_phi	ridge	0.05	382419		5000		Alcohol_use_disorders;Anxiety_and_anxiety_disorders;Cannabis_use_disorders;Current_tobacco_use_and_nicotine_dependence;Delirium;Dissociative_and_somatoform_disorders;Drug_induced_psychotic_disorder;Dysthymic_disorder;Eating_disorders;Hallucinations;High_risk_sexual_behavior;Major_depressive_disorder;Mental_disorder_not_otherwise_specified;Mood_affective_disorders;Nicotine_dependence_current_and_history_of;Obsessive_compulsive_disorder;Opioid_abuse_or_dependence;Opioid_use_disorders;Other_mental_and_behavioral_problems;Panic_disorder_episodic_paroxysmal_anxiety;Personality_disorders;Phobic_disorders;Posttraumatic_stress_disorder;Problems_related_to_lifestyle;Psychoactive_substance_abuse;Psychoactive_substance_dependance;Psychoactive_substance_related_disorders;Psychoactive_substance_withdrawal;Psychotic_disorder;Reaction_to_severe_stress_and_adjustment_disorders;Sedative_hypnotic_or_anxiolytic_related_disorders;Signs_and_symptoms_involving_emotional_state;Stimulant_abuse_or_dependance;Stimulant_use_disorders;Suicidal_ideations;Suicide_and_self_inflicted_harm;Suicide_ideation_and_attempt_or_self_harm;Symptoms_and_signs_involving_appearance_and_behavior;Symptoms_related_to_mental_disorders	Alcohol_use_disorders;Anxiety_and_anxiety_disorders;Cannabis_use_disorders;Current_tobacco_use_and_nicotine_dependence;Delirium;Dissociative_and_somatoform_disorders;Drug_induced_psychotic_disorder;Dysthymic_disorder;Eating_disorders;Hallucinations;High_risk_sexual_behavior;Major_depressive_disorder;Mental_disorder_not_otherwise_specified;Mood_affective_disorders;Nicotine_dependence_current_and_history_of;Obsessive_compulsive_disorder;Opioid_abuse_or_dependence;Opioid_use_disorders;Other_mental_and_behavioral_problems;Panic_disorder_episodic_paroxysmal_anxiety;Personality_disorders;Phobic_disorders;Posttraumatic_stress_disorder;Problems_related_to_lifestyle;Psychoactive_substance_abuse;Psychoactive_substance_dependance;Psychoactive_substance_related_disorders;Psychoactive_substance_withdrawal;Psychotic_disorder;Reaction_to_severe_stress_and_adjustment_disorders;Sedative_hypnotic_or_anxiolytic_related_disorders;Signs_and_symptoms_involving_emotional_state;Stimulant_abuse_or_dependance;Stimulant_use_disorders;Suicidal_ideations;Suicide_and_self_inflicted_harm;Suicide_ideation_and_attempt_or_self_harm;Symptoms_and_signs_involving_appearance_and_behavior;Symptoms_related_to_mental_disorders	0.7849430114	0.7979417704
