Chromosome	Start	End	OrigID	recomb_cM_per_Mb	recomb_cM_per_Mb_flank	dist_to_centromere	rel_arm_position	arm
chr2	110095177	110276210	chr2-110095179-INV-181032	0.5153296205012176	1.462197785624653	14095177	0.09703365871960037	q
chr2	236356880	236358489	chr2-236356297-INV-2677	0.7449088960608639	1.848096363292342	140356880	0.960081372685107	q
chr2	240685789	240688966	chr2-240674170-INV-26389	0.7016697913141194	2.0180714582230053	144685789	0.9896975467361486	q
chr20	28751288	28752630	chr20-28751289-INV-1342	0.0	0.0	0	0.0	acen
chr20	29257746	29419750	chr20-29257747-INV-162005	0.0	0.007607460970358915	0	0.0	acen
chr21	13205437	13221054	chr21-13205468-INV-15566	0.8266500268618703	0.7327987274553138	205437	0.006325870885191488	q
chr22	21201771	21280466	chr22-21201772-INV-78695	0.37745867810375605	3.127366366690044	3801771	0.1149399786968092	q
chr3	28417060	28417483	chr3-28414484-INV-5621	0.017082626616648663	1.600551073544846	59382517	0.6763408769931663	p
chr3	162827574	162829855	chr3-162827167-INV-3077	0.021479843889434	0.3912797622064801	68827574	0.659939067971245	q
chr3	195680054	195724206	chr3-195680055-INV-44153	0.7540260052677523	1.8350816037935118	101680054	0.9751338501383362	q
chr4	40233406	40235439	chr4-40233409-INV-2010	1.1090780106601126	1.531428187154777	7964561	0.16526095435684648	p
chr4	49284664	49291017	chr4-49284665-INV-6354	0.003520149900028715	0.05042610595986474	0	0.0	acen
chr4	49291019	49325004	chr4-49291020-INV-33986	0.003520149901836643	0.05026263795114971	0	0.0	acen
chr4	156905870	156912808	chr4-156904334-INV-8519	0.19678355664378583	0.9651691942747505	105105870	0.7593806807383804	q
chr4	187950173	187954784	chr4-187948402-INV-8158	0.5106896551720397	2.1575711783342797	136150173	0.9836572317123731	q
chr5	17580905	17592445	chr5-17580906-INV-11540	0.004453970061784479	1.8107557959345133	28507555	0.6185103036876356	p
chr5	21479305	21500726	chr5-21479306-INV-21422	0.03661372324879232	0.63888483342377	24599274	0.5338391540130152	p
chr5	29069229	29069523	chr5-29069209-INV-308	0.2473118279539415	0.6911920659889255	17030477	0.369427852494577	p
chr5	47061568	47082062	chr5-47061569-INV-20494	0.0	0.0035360831020128103	0	0.0	acen
chr5	47105115	47151367	chr5-47105116-INV-46253	0.0	0.0025156342756176286	0	0.0	acen
chr5	70527773	70533912	chr5-70527774-INV-6139	0.44842639976986615	0.6594309798244353	19127773	0.14700397982118388	q
chr5	71009586	71093997	chr5-71009587-INV-84412	0.4484263997687133	0.805282265054629	19609586	0.15100702246216463	q
chr5	181098775	181100846	chr5-181095856-INV-7651	4.51852106717155	2.7570134361730823	129698775	0.9966308985276958	q
chr6	94031360	94031695	chr6-94031361-INV-335	0.10822021113538662	0.7553826238282326	31431360	0.2904786527554083	q
chr7	62290674	62363143	chr7-62290675-INV-72470	0.015218588940709078	0.05641790748654074	190674	0.002333340836643179	q
chr7	62408486	62456444	chr7-62408487-INV-47959	0.028023507578023354	0.05842807313254639	308486	0.003418804807475164	q
chr7	65572704	65581644	chr7-65565115-INV-74905	0.2780648543405298	0.11515973157131754	3472704	0.03575648320162317	q
chr7	76603963	76620409	chr7-76603964-INV-16446	0.15061147018265744	0.9438437888860847	14503963	0.14923174248048296	q
chr7	107418983	107422332	chr7-107418074-INV-5179	0.10755583715972869	1.4147845793697726	45318983	0.4660414781391513	q
chr7	143779394	143798726	chr7-143779395-INV-19333	0.1731746723307127	1.0570699088480637	81679394	0.8400251185722621	q
chr7	144254564	144256766	chr7-144254565-INV-2203	0.5165260387658384	1.1251478351595665	82154564	0.8448233121180246	q
chr8	12369152	12394133	chr8-12369153-INV-24982	6.407672342337101	3.2216940467776816	30805867	0.7133879166666667	p
chr8	85728658	85741892	chr8-85728659-INV-13234	0.015133244250329771	0.37040206518362595	38528658	0.3934634642042595	q
chr8	85741974	85762792	chr8-85741975-INV-20818	0.015133244250157078	0.37198153966885883	38541974	0.3936381450115356	q
chr8	85769984	85821716	chr8-85769985-INV-51732	0.015133244250452944	0.39483479188474035	38569984	0.3940819637308406	q
chr9	12004038	12074552	chr9-12016541-INV-55306	2.2893290721242856	1.1323485151242476	30125448	0.7147086492890995	p
chr9	38773640	42796744	chr9-38773641-INV-4023105	0.0	1.1395306126126137	0	0.0	acen
chrX	48396314	48399110	chrX-48395426-INV-4575	0.1644215938527409	0.6900003692219272	9700890	0.16699290877796902	p
chrX	52921572	52934581	chrX-52880292-INV-93962	0.03281984947516473	0.5985273951528498	5165419	0.0890176247848537	p
chrX	63185600	63193343	chrX-63182245-INV-13735	0.023599315499382115	0.04313944108123735	0	0.0	acen
chrX	106266279	106275333	chrX-106266349-INV-33658	0.02824858757160711	0.21359165882098807	42466279	0.4604335853419462	q
chrX	112504686	112516959	chrX-112504687-INV-12274	0.07123201368362166	1.3188884969006267	48704686	0.5280827121202586	q
chrX	135734732	135748584	chrX-135733567-INV-16180	0.030764644093188766	1.173039381524589	71934732	0.7799323499625627	q
chrX	135765867	135794758	chrX-135765868-INV-28891	0.00857889388908669	1.1359992473461347	71965867	0.7803514048730772	q
chrX	141585256	141589189	chrX-141573056-INV-28779	0.11100833701152041	3.683958692526062	77785256	0.8433051522320983	q
chrX	152729753	152738707	chrX-152678163-INV-111649	0.237304106326707	1.9104616525698646	88929753	0.9641518547711403	q
chrY	6243097	6340647	chrY-6243098-INV-97551			3959353	0.389138640776699	p
chrY	10367644	10419983	chrY-10367645-INV-52339			0	0.0	acen
chrY	15883580	15896218	chrY-15874908-INV-30002			5283580	0.11345040251534425	q
chrY	21053790	21063744	chrY-21052503-INV-12528			10453790	0.22430510033635792	q
chrY	22207318	22325285	chrY-22207319-INV-117968			11607318	0.25020261148939954	q
