chrom,start,end,inv_id,consensus,inv_AF,size_kbp,log_pi_ratio,log_pi_inv,log_pi_dir,hudson_fst,hudson_dxy,log_theta_ratio,log_seg_sites,inv_freq,n_hap0,n_hap1,matched,usable,recurrence_score,recurrence_call,low_confidence
chr2,138247429,138251774,chr2-138246733-INV-5010,,0.27,4.345,6.745236349484363,-9.372859301473957,-16.11809565095832,0.224138,5.5e-05,6.214608098422191,0.6931471805599453,0.719512,23.0,59.0,True,True,0.9999999951831662,1,False
chr2,215962718,215963440,chr2-215962719-INV-722,,0.11,0.722,,,-8.600574800355288,,,,0.6931471805599453,0.0625,15.0,1.0,True,False,,,True
chr2,222149224,222149582,chr2-222147677-INV-3251,,0.01,0.358,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr20,10807797,10808434,chr20-10807400-INV-1454,,0.5900000000000001,0.637,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.54,23.0,27.0,True,True,0.9995876628161294,1,False
chr20,24397726,24406144,chr20-24397727-INV-8419,0.0,0.01,8.418,,,-7.1013400280548025,,,,3.8712010109078907,0.012195,81.0,1.0,True,False,,,True
chr20,28495291,28508286,chr20-28495292-INV-12996,,0.87,12.995,,-16.11809565095832,,,,,0.0,0.95,1.0,19.0,True,False,,,True
chr21,26001836,26002391,chr21-26001839-INV-547,,0.1999999999999999,0.555,,-16.11809565095832,,,,,0.0,0.9,1.0,9.0,True,False,,,True
chr21,26648368,26649407,chr21-26648370-INV-1039,,0.57,1.039,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.637931,21.0,37.0,True,True,0.9996093807855491,1,False
chr22,23969582,23971740,chr22-23968095-INV-5062,,0.17,2.158,-0.6931471805599453,-8.082169281066529,-7.389022100506583,0.0,0.000463,-0.6931471805599453,1.3862943611198906,0.5,3.0,3.0,True,True,2.8404127514357614e-12,0,True
chr3,26316193,26317447,chr3-26315757-INV-2108,,0.97,1.254,,,-7.473389139243123,,,,1.9459101490553132,0.017241,57.0,1.0,True,False,,,True
chr3,75454477,75455715,chr3-75454478-INV-1238,0.0,0.03,1.238,,,-7.289015698393484,,,,1.3862943611198906,0.071429,13.0,1.0,True,False,,,True
chr3,131969227,131977820,chr3-131969892-INV-7927,,0.11,8.593,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.109756,73.0,9.0,True,True,0.9994770207140982,1,False
chr4,33098066,33104924,chr4-33098029-INV-7075,0.0,0.03,6.858,-7.396335293800808,-16.11809565095832,-8.721760357157512,0.651928,0.000234,-8.253227645581772,2.639057329615259,0.036585,79.0,3.0,True,True,1.3280534526751784e-12,0,True
chr4,145693552,145694748,chr4-145693640-INV-908,,0.66,1.196,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.854839,9.0,53.0,True,True,0.999653499384738,1,False
chr5,16978658,16979397,chr5-16979045-INV-519,,0.94,0.739,1.0993527551958333,-6.6069102200040755,-7.706262975199909,-0.333333,0.000676,0.8250937030761932,1.0986122886681096,0.25,6.0,2.0,True,True,4.822523764224349e-10,0,True
chr5,46896906,46915828,chr5-46896907-INV-18922,,0.77,18.922,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,1.0,0.0,22.0,True,False,,,True
chr5,64470920,64477089,chr5-64466170-INV-15635,,0.27,6.169,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.731707,22.0,60.0,True,True,0.999629104772362,1,False
chr5,64470928,64475118,chr5-64470929-INV-4190,,0.26,4.19,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.74359,20.0,58.0,True,True,0.9996315319924889,1,False
chr5,179643529,179651253,chr5-179633880-INV-24659,0.0,0.99,7.724,,-7.475151254236522,,,,,3.6109179126442243,0.9875,1.0,79.0,True,False,,,True
chr6,26736772,26739621,chr6-26736773-INV-2849,,0.5700000000000001,2.849,,,,,,,,,0.0,0.0,False,False,,,True
chr6,89213914,89214230,chr6-89213913-INV-300,,0.55,0.316,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.66,17.0,33.0,True,True,0.999614114911954,1,False
chr6,123106049,123109821,chr6-123106042-INV-3793,0.0,0.03,3.772,-8.194229304819817,-16.11809565095832,-7.923866346138503,0.116496,0.000205,-9.003316202541857,2.772588722239781,0.038462,75.0,3.0,True,True,1.8020734002079816e-12,0,True
chr6,130527041,130531150,chr6-130527042-INV-4267,,0.16,4.109,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.146341,70.0,12.0,True,True,0.9994874847337049,1,False
chr7,40839776,40840871,chr7-40839738-INV-1134,,0.51,1.095,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.62963,20.0,34.0,True,True,0.9996075851110334,1,False
chr7,47614508,47615262,chr7-47614229-INV-1139,,0.81,0.754,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.269231,19.0,7.0,True,True,0.9995211255323229,1,False
chr7,60898864,60908951,chr7-60898865-INV-10087,,0.27,10.087,,,,,,,,,0.0,0.0,False,False,,,True
chr7,63356275,63388165,chr7-63356276-INV-31891,,0.6,31.89,-3.6888794541139363,-16.11809565095832,-12.429216196844383,0.044444,2e-06,-4.248495242049359,0.6931471805599453,0.410256,46.0,32.0,True,True,4.554971885238293e-05,0,False
chr7,67019303,67020338,chr7-67019304-INV-851,,0.1,1.035,0.647569672063626,-7.454208080391279,-8.101777752454906,-0.04498,0.000422,0.6162661362239875,1.0986122886681096,0.15625,27.0,5.0,True,True,7.912592291148068e-11,0,False
chr7,143808752,143818413,chr7-143808753-INV-9661,,0.6799999999999999,9.661,,,,,,,,,0.0,0.0,False,False,,,True
chr8,102423403,102423638,chr8-102423262-INV-520,,0.31,0.235,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.619048,16.0,26.0,True,True,0.9996052840409159,1,False
chr8,102880337,102881094,chr8-102880338-INV-757,,0.03,0.757,,,-7.747084969720164,,,,0.6931471805599453,0.083333,11.0,1.0,True,False,,,True
chr9,30952354,30956484,chr9-30951702-INV-5595,,0.98,4.13,,,-7.002065958453378,,,,3.091042453358316,0.012821,77.0,1.0,True,False,,,True
chr9,64028785,64068456,chr9-64028786-INV-39671,,0.98,39.671,,,,,,,,,0.0,0.0,False,False,,,True
chr9,85797070,85801040,chr9-85796067-INV-6026,0.0,0.99,3.97,,,-7.308232845579262,,,,3.044522437723423,0.0125,79.0,1.0,True,False,,,True
chr9,91958957,91959591,chr9-91958952-INV-763,,0.91,0.634,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.2,8.0,2.0,True,True,0.999502454881747,1,True
chr9,102565838,102570277,chr9-102565835-INV-4446,,0.07,4.439,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.076923,72.0,6.0,True,True,0.9994674481606409,1,False
chr9,113111686,113112886,chr9-113105213-INV-14149,,0.6,1.2,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.640625,23.0,41.0,True,True,0.9996099617851227,1,False
chrX,6219005,6220343,chrX-6219014-INV-1337,,0.49,1.338,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.675,13.0,15.0,True,True,0.9996172998518402,1,False
chrX,14711416,14713197,chrX-14711418-INV-1780,,0.03,1.781,,,-7.199445372831457,,,,1.3862943611198906,0.017857,37.0,1.0,True,False,,,True
chrX,45689038,45691227,chrX-45687777-INV-4877,,0.02,2.189,-8.712759974960212,-16.11809565095832,-7.405335675998107,0.285876,0.000425,-8.565983355585669,1.791759469228055,0.028571,44.0,2.0,True,True,2.0805177618317064e-15,0,True
chrX,52502274,52510614,chrX-52492352-INV-19975,,0.78,8.34,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.792683,13.0,37.0,True,True,0.9996413925592552,1,False
chrX,55480141,55493063,chrX-55480174-INV-12894,,0.44,12.922,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.45122,29.0,21.0,True,True,0.9995669329610458,1,False
chrX,102338170,102348934,chrX-102317111-INV-52896,,0.4399999999999999,10.764,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.560976,24.0,26.0,True,True,0.9995924139828087,1,False
chrX,135765135,135776630,chrX-135718085-INV-149049,,0.9,11.495,,-16.11809565095832,,,,,0.0,0.9,1.0,3.0,True,False,,,True
chrX,153074418,153075612,chrX-153066070-INV-17879,,0.51,1.194,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.553571,17.0,17.0,True,True,0.9995907429960641,1,False
chrY,6452942,9763793,chrY-6452943-INV-3310852,,0.1,3310.852,,,,,,,,,0.0,0.0,False,False,,,True
chrY,9797298,9817138,chrY-9797299-INV-19841,,0.5700000000000001,19.841,,,,,,,,,0.0,0.0,False,False,,,True
chrY,14019657,14023071,chrY-14014802-INV-12509,,0.67,3.415,,,,,,,,,0.0,0.0,False,False,,,True
chrY,16269646,16315779,chrY-16256794-INV-67832,,0.63,46.134,,,,,,,,,0.0,0.0,False,False,,,True
chrY,17949447,17956300,chrY-17949448-INV-6854,,0.7,6.854,,,,,,,,,0.0,0.0,False,False,,,True
chrY,18640355,18667145,chrY-18632163-INV-54113,,0.13,26.791,,,,,,,,,0.0,0.0,False,False,,,True
chrY,21021692,21063744,chrY-21013458-INV-38445,,0.6,42.053,,,,,,,,,0.0,0.0,False,False,,,True
chrY,22204071,22384088,chrY-22204072-INV-180018,,0.83,180.018,,,,,,,,,0.0,0.0,False,False,,,True
chr1,13190914,13324586,chr1-13190915-INV-133672,,0.03,133.672,-8.902455592206882,-16.11809565095832,-7.215640058751437,,,-9.956080002655298,5.4510384535657,0.0,70.0,0.0,True,False,,,True
chr1,43593641,43594291,chr1-43593626-INV-710,,0.69,0.65,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.821429,10.0,46.0,True,True,0.9996470434262504,1,False
chr1,108310642,108383736,chr1-108311808-INV-57118,1.0,0.43,73.094,-0.5730028687178819,-9.152071463852208,-8.579068595134325,0.07453,0.000159,0.008474626990972236,4.820281565605037,0.575,34.0,46.0,True,True,0.52580687896125,1,False
chr1,144376209,144600799,chr1-144376210-INV-224591,0.0,0.39,224.59,0.11778303565638346,-10.92513880006811,-11.042921835724492,-0.015099,1.7e-05,0.0,2.639057329615259,0.628205,29.0,49.0,True,True,0.3418419007731116,0,False
chr1,148893781,149265643,chr1-148893782-INV-371863,,0.3,371.862,0.024097551579060524,-10.077840939680906,-10.101938491259967,-0.024165,4.1e-05,-0.14763599880606468,3.6109179126442243,0.7375,21.0,59.0,True,True,0.4992892355196183,1,False
chr1,227499209,227502113,chr1-227492704-INV-15726,,0.14,2.904,0.7677580443511199,-8.785072636571838,-9.552830680922959,-0.017899,0.00011,-0.35271454272263536,2.0794415416798357,0.118421,67.0,9.0,True,True,5.964202728218469e-07,0,False
chr1,248518572,248529489,chr1-248517894-INV-12881,,0.3,10.917,-0.38200362142916633,-7.278818960372969,-6.896815338943803,0.173191,0.001028,-0.5208780214730365,4.74493212836325,0.725,22.0,58.0,True,True,0.0012181571730680426,0,False
chr10,46144703,46204851,chr10-46135869-INV-77646,0.0,0.06,60.148,-0.10459098887879778,-7.849363818840582,-7.744772829961784,0.463098,0.000766,-0.052583541472883966,4.836281906951478,0.0625,75.0,5.0,True,True,0.0050765874025537755,0,False
chr10,46769328,46857141,chr10-46769329-INV-87814,,0.94,87.813,,,,,,,,,0.0,0.0,False,False,,,True
chr10,47480263,47546423,chr10-47480264-INV-66161,,0.03,66.16,,,,,,,,,0.0,0.0,False,False,,,True
chr10,47649265,47756785,chr10-47649266-INV-107520,,0.94,107.52,,,,,,,,,0.0,0.0,False,False,,,True
chr10,47983093,48044442,chr10-47983094-INV-61350,,0.97,61.349,,,,,,,,,0.0,0.0,False,False,,,True
chr10,55007431,55013434,chr10-55007454-INV-5370,0.0,0.91,6.003,-0.45795529072956126,-8.697516745547519,-8.239561454817958,0.061614,0.000229,-0.558963259364145,2.70805020110221,0.081081,68.0,6.0,True,True,9.73330348480682e-08,0,False
chr10,65465445,65470067,chr10-65465442-INV-4580,0.0,0.99,4.622,,,-6.4818341623065905,,,,3.5553480614894135,0.013158,75.0,1.0,True,False,,,True
chr10,113411933,113412252,chr10-113411929-INV-356,,0.1,0.319,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.5,3.0,3.0,True,True,0.9995784486386632,1,True
chr10,131619777,131620717,chr10-131619519-INV-1521,,0.94,0.94,,,-6.722105932095507,,,,1.6094379124341003,0.021739,45.0,1.0,True,False,,,True
chr10,133657262,133787421,chr10-133657263-INV-130160,,0.07,130.159,,,,,,,,,0.0,0.0,False,False,,,True
chr11,1667460,1683267,chr11-1661292-INV-24445,,0.5,15.807,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr11,4271709,4289557,chr11-4271710-INV-17848,,0.86,17.848,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.913793,5.0,53.0,True,True,0.9996646047338473,1,False
chr11,24263179,24266246,chr11-24263185-INV-392,,0.95,3.067,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.0625,60.0,4.0,True,True,0.9994631879220942,1,False
chr11,55662739,55666690,chr11-55662740-INV-3952,,0.83,3.951,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.192308,63.0,15.0,True,True,0.9995003360542491,1,False
chr11,62093043,62102999,chr11-62094124-INV-7773,,0.55,9.956,-3.079613757534693,-11.330603908176274,-8.25099015064158,0.171206,0.000165,-1.6650077635889113,2.4849066497880004,0.634615,19.0,33.0,True,True,5.7863277717739144e-08,0,False
chr11,66251227,66252453,chr11-66251212-INV-1252,,0.79,1.226,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.194444,29.0,7.0,True,True,0.9995009253366429,1,False
chr11,89920623,89923848,chr11-89920625-INV-3224,1.0,0.53,3.225,0.02627221350552396,-7.027665575654694,-7.053937789160218,-0.020405,0.000858,-0.2502319427887565,3.4657359027997265,0.557143,31.0,39.0,True,True,2.010671857120228e-06,0,False
chr12,13392624,13397634,chr12-13392052-INV-6162,,0.59,5.01,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.833333,9.0,45.0,True,True,0.999649357361713,1,False
chr13,52310302,52320954,chr13-52310303-INV-10653,0.0,0.98,10.652,0.7119902683614252,-7.888584531993863,-8.600574800355288,-0.119602,0.00025,-0.43264784270196655,3.5553480614894135,0.026316,74.0,2.0,True,True,0.00011467642797163709,0,True
chr13,63727377,63820968,chr13-63717417-INV-120779,,0.05,93.591,0.32745639793959225,-8.235780731978052,-8.563237129917644,0.363534,0.000358,-0.4030467272438828,5.342334251964811,0.052632,72.0,4.0,True,True,0.23371925075239597,0,False
chr13,97456283,97456722,chr13-97456279-INV-437,,0.12,0.439,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.2,8.0,2.0,True,True,0.999502454881747,1,True
chr14,18862645,19659006,chr14-18862646-INV-796362,,0.19,796.361,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.535714,13.0,15.0,True,True,0.9995866852255448,1,False
chr14,105573622,105577544,chr14-105571550-INV-8996,,0.17,3.922,8.536995818712418,-7.5810998322459024,-16.11809565095832,0.0,0.000255,8.536995818712418,1.0986122886681096,0.333333,4.0,2.0,True,True,0.9999999999991538,1,True
chr15,23295576,23318191,chr15-23295577-INV-22616,0.0,0.69,22.615,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.85,9.0,51.0,True,True,0.999652571685923,1,False
chr15,28298424,28623514,chr15-28298425-INV-325091,,0.08,325.09,0.189586767785367,-6.941312062510979,-7.1308988302963465,-0.233766,0.000716,0.1266119686239786,4.23410650459726,0.333333,4.0,2.0,True,True,0.0015974320530629715,0,True
chr15,30436458,30529803,chr15-30434572-INV-97097,,0.17,93.345,,,,,,,,,0.0,0.0,False,False,,,True
chr15,32477828,32571283,chr15-32475961-INV-97199,,0.98,93.455,,,,,,,,,0.0,0.0,False,False,,,True
chr15,82330918,82357797,chr15-82330919-INV-26880,,0.19,26.879,,,,,,,,,0.0,0.0,False,False,,,True
chr15,82360482,82515134,chr15-82360483-INV-154653,,0.08,154.652,-0.047067510857985856,-8.703522769607732,-8.656455258749745,0.080921,0.000185,-0.16747898375602568,4.90527477843843,0.067568,69.0,5.0,True,True,0.35818907354301666,1,False
chr16,14907775,15028479,chr16-14907776-INV-120705,,0.5700000000000001,120.704,-0.8690378470236096,-11.250561200502737,-10.381523353479128,-0.001709,2.2e-05,-1.0459685551826876,2.3978952727983707,0.636364,8.0,14.0,True,True,0.0009221370203162021,0,False
chr16,14954790,15100859,chr16-15028481-INV-133352,1.0,0.2299999999999999,146.069,1.1871656860095547,-8.351678752938664,-9.53884443894822,0.516297,0.000318,0.7277527097374208,5.594711379601839,0.783784,16.0,58.0,True,True,0.9978905324413011,1,False
chr16,18337348,18356673,chr16-18337349-INV-19325,,0.27,19.325,,,,,,,,,0.0,0.0,False,False,,,True
chr16,20506046,20521893,chr16-20506047-INV-15848,,0.86,15.847,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.153846,66.0,12.0,True,True,0.9994896053039347,1,False
chr16,28709344,28776487,chr16-28709345-INV-67143,,0.23,67.143,,,,,,,,,0.0,0.0,False,False,,,True
chr16,32364220,32528442,chr16-32364221-INV-164223,,0.88,164.222,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.140625,55.0,9.0,True,True,0.999485863747654,1,False
chr16,32755978,32879590,chr16-32755979-INV-123613,,0.64,123.612,,,,,,,,,0.0,0.0,False,False,,,True
chr16,32991171,33102750,chr16-32991172-INV-111580,,0.35,111.579,,,,,,,,,0.0,0.0,False,False,,,True
chr16,34507814,34520859,chr16-34507815-INV-13045,,0.99,13.045,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,-1.0,0.0,0.0,True,False,,,True
chr16,34577841,34580535,chr16-34577842-INV-2694,,0.86,2.694,,,,,,,,,0.0,0.0,False,False,,,True
chr16,46383780,46384105,chr16-46383781-INV-325,,0.5,0.325,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr17,3082008,3221835,chr17-3052058-INV-200164,0.0,0.01,139.827,,,-7.082108666126914,,,,6.647688373563329,0.0125,79.0,1.0,True,False,,,True
chr17,5982838,5983104,chr17-5982217-INV-1513,,0.27,0.266,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,1.0,0.0,64.0,True,False,,,True
chr17,16823490,18384190,chr17-16823491-INV-1560701,0.0,0.02,1560.7,-0.6616650422895929,-8.326572831807587,-7.6649077895179945,0.151182,0.000419,-0.9756505775332748,8.578476419833136,0.025,78.0,2.0,True,True,0.9999998842162313,1,True
chr17,18622359,18823773,chr17-18677352-INV-146444,,0.98,201.414,,,-13.815510557964274,,,,1.6094379124341003,0.0125,79.0,1.0,True,False,,,True
chr17,36109569,36223772,chr17-36109570-INV-114204,,0.07,114.203,-8.558335134747413,-16.11809565095832,-7.559760516210908,,,-8.727454116899434,5.075173815233827,0.0,10.0,0.0,True,False,,,True
chr17,37415181,37415638,chr17-37415091-INV-607,,0.5,0.457,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr17,43232908,43321964,chr17-43231917-INV-93156,,0.98,89.056,,-16.11809565095832,,,,,0.0,0.9875,1.0,79.0,True,False,,,True
chr17,43263148,43322883,chr17-43263149-INV-59735,,0.98,59.735,,-16.11809565095832,,,,,0.0,0.9875,1.0,79.0,True,False,,,True
chr17,45573556,45585158,chr17-45573557-INV-11603,0.0,0.75,11.602,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,-1.0,0.0,0.0,True,False,,,True
chr18,29783947,29784342,chr18-29783948-INV-395,,0.87,0.395,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.5,2.0,2.0,True,True,0.9995784486386632,1,True
chr2,88861564,88886160,chr2-88859192-INV-39467,,0.85,24.596,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.5,6.0,6.0,True,True,0.9995784486386632,1,False
chr2,90060918,90216479,chr2-90060919-INV-155562,,0.07,155.561,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.060606,62.0,4.0,True,True,0.9994626259516037,1,False
chr2,90286375,90379428,chr2-90286376-INV-93054,,0.7,93.053,-1.791759469228055,-11.417615285165903,-9.625855815937848,0.082621,4.2e-05,-1.9841313618755112,3.1354942159291497,0.166667,10.0,2.0,True,True,0.0001992525344288027,0,True
chr2,94191333,94294046,chr2-94191334-INV-102714,,0.02,102.713,4.605170185988092,-11.512925464970229,-16.11809565095832,,,4.605170185988092,0.6931471805599453,1.0,0.0,2.0,True,False,,,True
chr2,97348052,97360454,chr2-97340523-INV-28715,,0.51,12.402,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.5125,39.0,41.0,True,True,0.999581349964843,1,False
chr2,110095177,110276210,chr2-110095179-INV-181032,,0.36,181.033,-0.4684964699551642,-7.787232037733576,-7.318735567778412,0.121538,0.000613,-0.4586244763882603,6.499787040655854,0.6375,29.0,51.0,True,True,0.9870537023978199,1,False
chr2,236356880,236358489,chr2-236356297-INV-2677,,0.07,1.609,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr2,240685789,240688966,chr2-240674170-INV-26389,,0.64,3.177,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.368421,48.0,28.0,True,True,0.9995466618992831,1,False
chr20,28751288,28752630,chr20-28751289-INV-1342,,0.5,1.342,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr20,29257746,29419750,chr20-29257747-INV-162005,0.0,0.99,162.004,,,-8.715644130140076,,,,5.83773044716594,0.014286,69.0,1.0,True,False,,,True
chr21,13205437,13221054,chr21-13205468-INV-15566,,0.95,15.617,,,,,,,,,0.0,0.0,False,False,,,True
chr22,21201771,21280466,chr22-21201772-INV-78695,,0.97,78.695,,,,,,,,,0.0,0.0,False,False,,,True
chr3,28417060,28417483,chr3-28414484-INV-5621,,0.15,0.423,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.6,4.0,6.0,True,True,0.9996011079841752,1,False
chr3,162827574,162829855,chr3-162827167-INV-3077,,0.23,2.281,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.458333,13.0,11.0,True,True,0.9995686315349654,1,False
chr3,195680054,195724206,chr3-195680055-INV-44153,,0.5,44.152,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr4,40233406,40235439,chr4-40233409-INV-2010,,0.3,2.033,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.25,27.0,9.0,True,True,0.999516010588101,1,False
chr4,49284664,49291017,chr4-49284665-INV-6354,,0.36,6.353,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.75,5.0,15.0,True,True,0.9996328346988894,1,False
chr4,49291019,49325004,chr4-49291020-INV-33986,,0.49,33.985,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.529412,32.0,36.0,True,True,0.9995852435977939,1,False
chr4,156905870,156912808,chr4-156904334-INV-8519,,0.01,6.938,,,-8.852665927704367,,,,3.2188758248682006,0.012195,81.0,1.0,True,False,,,True
chr4,187950173,187954784,chr4-187948402-INV-8158,,0.35,4.611,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.35,52.0,28.0,True,True,0.9995420245832979,1,False
chr5,17580905,17592445,chr5-17580906-INV-11540,,0.84,11.54,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.6,4.0,6.0,True,True,0.9996011079841752,1,False
chr5,21479305,21500726,chr5-21479306-INV-21422,,0.02,21.421,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,0.0,22.0,0.0,True,False,,,True
chr5,29069229,29069523,chr5-29069209-INV-308,,0.45,0.294,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.613636,17.0,27.0,True,True,0.9996041019861659,1,False
chr5,47061568,47082062,chr5-47061569-INV-20494,,0.33,20.494,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.5,2.0,2.0,True,True,0.9995784486386632,1,True
chr5,47105115,47151367,chr5-47105116-INV-46253,,0.66,46.252,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.90625,3.0,29.0,True,True,0.9996632039286072,1,True
chr5,70527773,70533912,chr5-70527774-INV-6139,,0.99,6.139,,,,,,,,,0.0,0.0,False,False,,,True
chr5,71009586,71093997,chr5-71009587-INV-84412,0.0,0.94,84.411,-8.205218426395412,-16.11809565095832,-7.912877224562908,,,-8.263590432617319,1.791759469228055,0.0,6.0,0.0,True,False,,,True
chr5,181098775,181100846,chr5-181095856-INV-7651,,0.25,2.071,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.275862,42.0,16.0,True,True,0.999522876649297,1,False
chr6,94031360,94031695,chr6-94031361-INV-335,,0.56,0.335,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.769231,12.0,40.0,True,True,0.9996367154598619,1,False
chr7,62290674,62363143,chr7-62290675-INV-72470,1.0,0.5800000000000001,72.469,0.5465437063680699,-9.261633666363734,-9.808177372731803,0.048121,7.9e-05,0.39159526024401387,4.5217885770490405,0.435897,44.0,34.0,True,True,0.9786640729686805,1,False
chr7,62408486,62456444,chr7-62408487-INV-47959,1.0,0.57,47.958,-0.04108002574346463,-7.385791079925137,-7.344711054181673,0.009545,0.000639,-0.17463306831007447,6.09807428216624,0.5875,33.0,47.0,True,True,0.9594964515262158,1,False
chr7,65572704,65581644,chr7-65565115-INV-74905,,0.61,8.94,,,,,,,,,0.0,0.0,False,False,,,True
chr7,76603963,76620409,chr7-76603964-INV-16446,,0.5,16.446,,,,,,,0.0,0.5,1.0,1.0,True,False,,,True
chr7,107418983,107422332,chr7-107418074-INV-5179,,0.1099999999999999,3.349,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,1.0,0.0,62.0,True,False,,,True
chr7,143779394,143798726,chr7-143779395-INV-19333,,0.5,19.332,,,,,,,,,0.0,0.0,False,False,,,True
chr7,144254564,144256766,chr7-144254565-INV-2203,,0.31,2.202,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.794118,7.0,27.0,True,True,0.9996416767832107,1,False
chr8,12369152,12394133,chr8-12369153-INV-24982,,0.76,24.981,0.0,-16.11809565095832,-16.11809565095832,,0.0,0.0,0.0,0.217391,36.0,10.0,True,True,0.999507212336057,1,False
chr8,85728658,85741892,chr8-85728659-INV-13234,,0.39,13.234,,,,,,,,,0.0,0.0,False,False,,,True
chr8,85741974,85762792,chr8-85741975-INV-20818,,0.5700000000000001,20.818,0.0,-16.11809565095832,-16.11809565095832,,,0.0,0.0,1.0,0.0,2.0,True,False,,,True
chr8,85769984,85821716,chr8-85769985-INV-51732,,0.81,51.732,,,,,,,,,0.0,0.0,False,False,,,True
chr9,12004038,12074552,chr9-12016541-INV-55306,0.0,0.98,70.514,-3.1702716899058907,-10.054310442270712,-6.884038752364821,0.354945,0.000827,-3.5460021990711756,6.257667587882639,0.025,78.0,2.0,True,True,0.016937432009411214,0,True
chr9,38773640,42796744,chr9-38773641-INV-4023105,,0.97,4023.104,,-10.680016342035124,,,,,3.295836866004329,0.75,1.0,3.0,True,False,,,True
