Phenotype	N_Total	N_Cases	N_Controls	Beta	OR	P_Value	P_Valid	P_Source	OR_CI95	CI_Method	CI_Sided	CI_Label	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	Coef_Source	P_Value_Method	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	Skip_Reason	P_LRT_Overall	P_Value_lrt	P_Overall_Valid	P_Source_lrt	P_Method	Q_GLOBAL	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	CI_Label_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY	FINAL_INTERPRETATION
Other_follicular_disorders	9019	765	8254	-0.7684076968193511	0.463750912772727	0.7847902732487471	True	lrt_mle	0.002,115.193	lrt_quadratic	two		True	0.0018669944632245348	115.19311563789725	False	True	False	mle	mle	lrt_mle	9019	765	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr4-33098029-INV-7075		0.7847902732487471	0.7847902732487471	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.002,115.193	0.0018669944632245348	115.19311563789725	
Uninodular_goiter_single_thyroid_nodule	8841	258	8583	1.716063311428306	5.562587131326116	0.9750160129730301	True	score_chi2		profile_penalized	two		False			True	False	True	firth	firth	score_chi2	8841	258	8583	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.9750160129730301	True	score_chi2	score_chi2	0.9971754678133262	False	False						
Benign_neoplasm_of_the_skin	8992	713	8279	-1.184537668382516	0.30588756830615804	0.48588907806519505	True	score_chi2	0.223,0.418	profile_penalized	two		True	0.22272824827702603	0.41755038296530905	True	False	True	firth	firth	score_chi2	8992	713	8279	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.48588907806519505	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.223,0.418	0.22272824827702603	0.41755038296530905	
Disorder_of_nervous_system	9305	127	9178	1.040026939466388	2.8292932329748632	0.47325376648076906	True	score_chi2	1.546,4.584	profile_penalized	two		True	1.545887568242366	4.583502239244606	True	False	True	firth	firth	score_chi2	9305	127	9178	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.47325376648076906	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		1.546,4.584	1.545887568242366	4.583502239244606	
Pain_in_shoulder	9639	799	8840	-4.706758246696301	0.009034016216527	0.213542537085183	True	score_chi2	0.006,0.013	profile_penalized	two		True	0.006497700008204	0.013038214507133002	True	False	True	firth	firth	score_chi2	9639	799	8840	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.213542537085183	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.006,0.013	0.006497700008204	0.013038214507133002	
Morbid_obesity	8755	172	8583	-8.713364306465504	0.000164374317609	0.269414186240898	True	score_chi2	8.203e-05,3.630e-04	profile_penalized	two		True	8.202970805467041e-05	0.000362982340429	True	False	True	firth	firth	score_chi2	8755	172	8583	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.269414186240898	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		8.203e-05,3.630e-04	8.202970805467041e-05	0.000362982340429	
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	8354	100	8254	2.722277173483199	15.214929861054507	0.956023681306537	True	score_chi2		profile_penalized	two		False			True	False	True	firth	firth	score_chi2	8354	100	8254	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.956023681306537	True	score_chi2	score_chi2	0.9859210717648742	False	False						
Conjunctivitis	9164	455	8709	-0.63821313861668	0.528235464803929	0.5946822913199741	True	score_chi2	0.331,0.825	profile_penalized	two		True	0.330516846958378	0.825058946355893	True	False	True	firth	firth	score_chi2	9164	455	8709	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.5946822913199741	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		0.331,0.825	0.330516846958378	0.825058946355893	
Skin_changes_due_to_solar_radiation	8382	128	8254	2.6609748401533633	14.310232490519986	0.8729209396502531	True	score_chi2		profile_penalized	two		False			True	False	True	firth	firth	score_chi2	8382	128	8254	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.8729209396502531	True	score_chi2	score_chi2	0.9859210717648742	False	False						
Sensorineural_hearing_loss	8970	261	8709	1.3390685621094311	3.815487959681753	0.6855570673770871	True	score_chi2	2.884,5.036	profile_penalized	two		True	2.8837176333565733	5.036165310703222	True	False	True	firth	firth	score_chi2	8970	261	8709	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.6855570673770871	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		2.884,5.036	2.8837176333565733	5.036165310703222	
Goiter	8981	398	8583	1.100713090110672	3.006309029015979	0.8925881002448841	True	score_chi2	2.395,3.771	profile_penalized	two		True	2.394862779008676	3.770502258889759	True	False	True	firth	firth	score_chi2	8981	398	8583	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.8925881002448841	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		2.395,3.771	2.394862779008676	3.770502258889759	
Urinary_incontinence_and_enuresis	9695	273	9422	1.052500003465329	2.864804193392007	0.923409106697132	True	score_chi2	2.194,3.722	profile_penalized	two		True	2.193920754597199	3.722437816491712	True	False	True	firth	firth	score_chi2	9695	273	9422	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.923409106697132	True	score_chi2	score_chi2	0.9859210717648742	False	True	profile_penalized		2.194,3.722	2.193920754597199	3.722437816491712	
Viral_infections	9695	1613	8082	-1.223184907854871	0.294291381811979	0.588437789274708	True	lrt_mle	0.003,29.264	wald_mle	two		True	0.002959539870254	29.263811675345384	False	True	False	mle	mle	lrt_mle	9695	1613	8082	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075		0.588437789274708	0.588437789274708	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	wald_mle		0.003,29.264	0.002959539870254	29.263811675345384	
Scar_conditions_and_fibrosis_of_skin	8404	150	8254	-11.717842177333191	8.14715169287031e-06	0.270733180349967	True	score_chi2	4.007e-06,1.803e-05	profile_penalized	two		True	4.00741558519641e-06	1.8026351360451723e-05	True	False	True	firth	firth	score_chi2	8404	150	8254	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.270733180349967	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		4.007e-06,1.803e-05	4.00741558519641e-06	1.8026351360451723e-05	
Abnormal_mammogram	8635	356	8279	-1.3028063503718221	0.271768045508122	0.40958732855873203	True	score_chi2	0.184,0.390	profile_penalized	two		True	0.184363625567652	0.38969400749458505	True	False	True	firth	firth	score_chi2	5299	356	4943	sex_restricted_to_0;sex_majority_restricted_to_0;firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.40958732855873203	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.184,0.390	0.184363625567652	0.38969400749458505	
Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam	9065	786	8279	-4.58653957949397	0.01018805239061	0.154590405148871	True	score_chi2	0.007,0.016	profile_penalized	two		True	0.006955908348558	0.015841207148105	True	False	True	firth	firth	score_chi2	9065	786	8279	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.154590405148871	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.007,0.016	0.006955908348558	0.015841207148105	
Aphagia_and_dysphagia	9695	283	9412	-8.59396966273985	0.000185219367934	0.27619333534926704	True	score_chi2	1.116e-04,3.240e-04	profile_penalized	two		True	0.00011159068366800001	0.00032403624095600004	True	False	True	firth	firth	score_chi2	9695	283	9412	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.27619333534926704	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		1.116e-04,3.240e-04	0.00011159068366800001	0.00032403624095600004	
Hypertrophic_conditions_of_skin	8582	328	8254	-5.848997637509998	0.002882787308224	0.28852939936383	True	score_chi2	0.002,0.005	profile_penalized	two		True	0.001789015814999	0.004950061997651	True	False	True	firth	firth	score_chi2	8582	328	8254	firth_refit;ridge_seeded_refit;inference=firth;ci=profile_penalized	chr4-33098029-INV-7075			0.28852939936383	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.002,0.005	0.001789015814999	0.004950061997651	
Acne	8688	434	8254	0.195050228081385	1.215372030761925	0.768753695083074	True	lrt_mle	0.331,4.461	lrt_quadratic	two		True	0.3311326016336809	4.460838847853625	False	True	False	mle	mle	lrt_mle	8688	434	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.768753695083074	0.768753695083074	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.331,4.461	0.3311326016336809	4.460838847853625	
Other_skin_and_subcutaneous_disorders	8762	508	8254	0.346195787958383	1.4136793701218981	0.6061995296147711	True	lrt_mle	0.379,5.272	lrt_quadratic	two		True	0.37906498725962334	5.272154983122906	False	True	False	mle	mle	lrt_mle	8762	508	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.6061995296147711	0.6061995296147711	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.379,5.272	0.37906498725962334	5.272154983122906	
Inflammation_of_the_eye	9375	666	8709	-0.085556148768966	0.9180015969474691	0.893566368824071	True	lrt_mle	0.262,3.215	lrt_quadratic	two		True	0.2621367870044782	3.2148365806578236	False	True	False	mle	mle	lrt_mle	9375	666	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.893566368824071	0.893566368824071	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.262,3.215	0.2621367870044782	3.2148365806578236	
Hearing_impairment	9161	452	8709	0.49168838255975106	1.635074522072503	0.53036247905084	True	lrt_mle	0.352,7.596	lrt_quadratic	two		True	0.3519766037126423	7.5955863671929515	False	True	False	mle	mle	lrt_mle	9161	452	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.53036247905084	0.53036247905084	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.352,7.596	0.3519766037126423	7.5955863671929515	
Abnormal_Papanicolaou_smear	9609	221	9388	-1.048965709789916	0.350299873537792	0.39588681587108104	True	lrt_mle	0.031,3.946	lrt_quadratic	two		True	0.031098675992476482	3.945827193102364	False	True	False	mle	mle	lrt_mle	5999	219	5780	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.39588681587108104	0.39588681587108104	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.031,3.946	0.031098675992476482	3.945827193102364	
Epidermal_thickening	8587	333	8254	0.30076034785098704	1.350885560114556	0.72116823556163	True	lrt_mle	0.259,7.046	lrt_quadratic	two		True	0.25900318403760597	7.0458276538448	False	True	False	mle	mle	lrt_mle	8587	333	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.72116823556163	0.72116823556163	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.259,7.046	0.25900318403760597	7.0458276538448	
Abnormal_cytological_findings_in_specimens_from_genital_organs	9695	307	9388	-1.549687444357517	0.21231432349700902	0.18189607312692302	True	lrt_mle	0.014,3.222	wald_mle	two		True	0.013988693520216	3.222414723494253	False	True	False	mle	mle	lrt_mle	6084	304	5780	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289		0.18189607312692302	0.18189607312692302	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		0.014,3.222	0.013988693520216	3.222414723494253	
Multinodular_goiter	8750	167	8583	1.235215520269983	3.439119640832548	0.30122162644779404	True	lrt_mle	0.331,35.766	lrt_quadratic	two		True	0.33069136280782074	35.76611074306676	True	True	False	mle	mle	lrt_mle	8750	167	8583	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.30122162644779404	0.30122162644779404	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.331,35.766	0.33069136280782074	35.76611074306676	
Pure_hypercholesterolemia	9283	700	8583	0.41664457355488804	1.516863283787935	0.520798950239573	True	lrt_mle	0.425,5.411	lrt_quadratic	two		True	0.4252387179616437	5.410782519364695	False	True	False	mle	mle	lrt_mle	9283	700	8583	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.520798950239573	0.520798950239573	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.425,5.411	0.4252387179616437	5.410782519364695	
Benign_sarcoma_related_cancers	8689	410	8279	0.33688535192012803	1.40057848089991	0.694843544195059	True	lrt_mle	0.260,7.539	lrt_quadratic	two		True	0.2602108793665534	7.538578271343547	False	True	False	mle	mle	lrt_mle	8689	410	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.694843544195059	0.694843544195059	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.260,7.539	0.2602108793665534	7.538578271343547	
Melanocytic_nevi	8742	463	8279	0.9040973381031461	2.46970161105918	0.16822730336635303	True	lrt_mle	0.683,8.936	lrt_quadratic	two		True	0.6825663216122976	8.936019628482079	False	True	False	mle	mle	lrt_mle	8742	463	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.16822730336635303	0.16822730336635303	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.683,8.936	0.6825663216122976	8.936019628482079	
Migraine	9560	382	9178	1.191223000387732	3.291103768269628	0.038731856368533005	True	lrt_mle	1.167,9.279	wald_mle	two		True	1.167325749795786	9.2787844484827	False	True	False	mle	mle	lrt_mle	9560	382	9178	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289		0.038731856368533005	0.038731856368533005	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	wald_mle		1.167,9.279	1.167325749795786	9.2787844484827	
Other_follicular_disorders	9019	765	8254	-0.08821061607005601	0.9155680230761101	0.879165277658658	True	lrt_mle	0.294,2.855	lrt_quadratic	two		True	0.2936293711604942	2.854839764722693	False	True	False	mle	mle	lrt_mle	9019	765	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.879165277658658	0.879165277658658	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.294,2.855	0.2936293711604942	2.854839764722693	
Uninodular_goiter_single_thyroid_nodule	8841	258	8583	-0.394971939774006	0.6736989431282381	0.7651749493805271	True	lrt_mle	0.050,8.996	lrt_quadratic	two		True	0.0504533286771849	8.99584383968202	False	True	False	mle	mle	lrt_mle	8841	258	8583	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.7651749493805271	0.7651749493805271	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.050,8.996	0.0504533286771849	8.99584383968202	
Benign_neoplasm_of_the_skin	8992	713	8279	0.513198520697377	1.670626190799088	0.38267587406226106	True	lrt_mle	0.528,5.288	lrt_quadratic	two		True	0.527814926414551	5.287822927523271	False	True	False	mle	mle	lrt_mle	8992	713	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.38267587406226106	0.38267587406226106	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.528,5.288	0.527814926414551	5.287822927523271	
Disorder_of_nervous_system	9305	127	9178	-0.43426550400706304	0.64774025501971	0.41701293279335505	True	score_chi2	0.371,1.734	profile_penalized	two		True	0.37061571305975705	1.733961717451224	True	False	True	firth	firth	score_chi2	9305	127	9178	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr12-46897663-INV-16289			0.41701293279335505	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.371,1.734	0.37061571305975705	1.733961717451224	
Pain_in_shoulder	9639	799	8840	0.151592479737571	1.163685914201577	0.803932429094341	True	lrt_mle	0.352,3.851	lrt_quadratic	two		True	0.351623136150622	3.8511826091303774	False	True	False	mle	mle	lrt_mle	9639	799	8840	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.803932429094341	0.803932429094341	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.352,3.851	0.351623136150622	3.8511826091303774	
Morbid_obesity	8755	172	8583	-0.38768983096387405	0.678622798403356	0.6868452175203961	True	lrt_mle	0.103,4.469	lrt_quadratic	two		True	0.10305021217629518	4.468975781679559	True	True	False	mle	mle	lrt_mle	8755	172	8583	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.6868452175203961	0.6868452175203961	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.103,4.469	0.10305021217629518	4.468975781679559	
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	8354	100	8254	-0.21343071987226603	0.8078081232619381	0.45735442226154605	True	score_chi2	0.438,2.511	profile_penalized	two		True	0.43824202863278905	2.5110836644669963	True	False	True	firth	firth	score_chi2	8354	100	8254	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr12-46897663-INV-16289			0.45735442226154605	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.438,2.511	0.43824202863278905	2.5110836644669963	
Conjunctivitis	9164	455	8709	0.325212426870194	1.384324682508654	0.6281988602957791	True	lrt_mle	0.371,5.163	lrt_quadratic	two		True	0.3711968853312929	5.162637140374548	False	True	False	mle	mle	lrt_mle	9164	455	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.6281988602957791	0.6281988602957791	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.371,5.163	0.3711968853312929	5.162637140374548	
Skin_changes_due_to_solar_radiation	8382	128	8254	-0.47477893601374604	0.622022548051253	0.41096442920602605	True	score_chi2	0.357,1.665	profile_penalized	two		True	0.357187706757611	1.66455040781274	True	False	True	firth	firth	score_chi2	8382	128	8254	firth_refit;firth_seeded_refit;inference=firth;ci=profile_penalized	chr12-46897663-INV-16289			0.41096442920602605	True	score_chi2	score_chi2	0.9680330620805497	False	True	profile_penalized		0.357,1.665	0.357187706757611	1.66455040781274	
Sensorineural_hearing_loss	8970	261	8709	0.844211811111904	2.3261436512535862	0.37575325981450103	True	lrt_mle	0.359,15.063	lrt_quadratic	two		True	0.35921237390481403	15.063357165143696	False	True	False	mle	mle	lrt_mle	8970	261	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.37575325981450103	0.37575325981450103	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.359,15.063	0.35921237390481403	15.063357165143696	
Goiter	8981	398	8583	0.794688397320616	2.213751078551905	0.31400864938065504	True	lrt_mle	0.471,10.398	lrt_quadratic	two		True	0.4712901952425513	10.398463382561038	False	True	False	mle	mle	lrt_mle	8981	398	8583	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.31400864938065504	0.31400864938065504	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.471,10.398	0.4712901952425513	10.398463382561038	
Urinary_incontinence_and_enuresis	9695	273	9422	1.099209141821687	3.001791093917588	0.17672598106922502	True	lrt_mle	0.609,14.791	lrt_quadratic	two		True	0.6092164327876511	14.79072015554731	False	True	False	mle	mle	lrt_mle	9695	273	9422	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.17672598106922502	0.17672598106922502	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.609,14.791	0.6092164327876511	14.79072015554731	
Viral_infections	9695	1613	8082	-0.14062730495101802	0.8688130536890021	0.748575707026439	True	lrt_mle	0.368,2.053	lrt_quadratic	two		True	0.36767283529449973	2.0530103118871943	False	True	False	mle	mle	lrt_mle	9695	1613	8082	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.748575707026439	0.748575707026439	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.368,2.053	0.36767283529449973	2.0530103118871943	
Scar_conditions_and_fibrosis_of_skin	8404	150	8254	0.7512291106238821	2.1196036435688512	0.48714371439715803	True	lrt_mle	0.255,17.640	lrt_quadratic	two		True	0.254682844854718	17.640448489544653	True	True	False	mle	mle	lrt_mle	8404	150	8254	firth_seeded_refit;firth_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.48714371439715803	0.48714371439715803	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.255,17.640	0.254682844854718	17.640448489544653	
Abnormal_mammogram	8635	356	8279	0.9205965265221101	2.510787694752187	0.32661877058982103	True	lrt_mle	0.399,15.799	lrt_quadratic	two		True	0.3990035994923672	15.799493679103007	False	True	False	mle	mle	lrt_mle	5299	356	4943	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.32661877058982103	0.32661877058982103	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.399,15.799	0.3990035994923672	15.799493679103007	
Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam	9065	786	8279	0.383129308759648	1.46686769664778	0.5641273703820621	True	lrt_mle	0.399,5.393	lrt_quadratic	two		True	0.39895011553991333	5.393408237410314	False	True	False	mle	mle	lrt_mle	9065	786	8279	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.5641273703820621	0.5641273703820621	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.399,5.393	0.39895011553991333	5.393408237410314	
Aphagia_and_dysphagia	9695	283	9412	0.10846260155145901	1.114563224823483	0.9135337954897851	True	lrt_mle	0.157,7.895	lrt_quadratic	two		True	0.1573408735773298	7.895285909407275	False	True	False	mle	mle	lrt_mle	9695	283	9412	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.9135337954897851	0.9135337954897851	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.157,7.895	0.1573408735773298	7.895285909407275	
Hypertrophic_conditions_of_skin	8582	328	8254	0.5607691064471331	1.752019471718703	0.46235479476029506	True	lrt_mle	0.393,7.816	lrt_quadratic	two		True	0.39272768761328697	7.8160321415994565	False	True	False	mle	mle	lrt_mle	8582	328	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr12-46897663-INV-16289		0.46235479476029506	0.46235479476029506	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.393,7.816	0.39272768761328697	7.8160321415994565	
Acne	8688	434	8254	-0.00035693290797000004	0.9996431307850011	0.999143360799542	True	lrt_mle	0.521,1.918	lrt_quadratic	two		True	0.5210285758661612	1.9179109077931489	False	True	False	mle	mle	lrt_mle	8688	434	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr10-79542902-INV-674513		0.999143360799542	0.999143360799542	True	lrt_mle	lrt_mle	0.999143360799542	False	True	lrt_quadratic		0.521,1.918	0.5210285758661612	1.9179109077931489	
Other_skin_and_subcutaneous_disorders	8762	508	8254	0.06534901827212801	1.067531547387855	0.831613704923003	True	lrt_mle	0.584,1.950	lrt_quadratic	two		True	0.5844913967787271	1.9497696817250836	False	True	False	mle	mle	lrt_mle	8762	508	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr10-79542902-INV-674513		0.831613704923003	0.831613704923003	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.584,1.950	0.5844913967787271	1.9497696817250836	
Inflammation_of_the_eye	9375	666	8709	0.047909863341085004	1.049076090848895	0.859012952465349	True	lrt_mle	0.618,1.780	lrt_quadratic	two		True	0.6183356841466168	1.7798756769305897	False	True	False	mle	mle	lrt_mle	9375	666	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr10-79542902-INV-674513		0.859012952465349	0.859012952465349	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.618,1.780	0.6183356841466168	1.7798756769305897	
Hearing_impairment	9161	452	8709	0.34736448952230903	1.415332505235283	0.268801668194586	True	lrt_mle	0.765,2.620	lrt_quadratic	two		True	0.7646756836017818	2.6196283513819205	False	True	False	mle	mle	lrt_mle	9161	452	8709	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr10-79542902-INV-674513		0.268801668194586	0.268801668194586	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.765,2.620	0.7646756836017818	2.6196283513819205	
Abnormal_Papanicolaou_smear	9609	221	9388	-0.5145133755047501	0.597791423800067	0.307585562246849	True	lrt_mle	0.222,1.606	lrt_quadratic	two		True	0.2224893677165802	1.6061647800812278	False	True	False	mle	mle	lrt_mle	5999	219	5780	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr10-79542902-INV-674513		0.307585562246849	0.307585562246849	True	lrt_mle	lrt_mle	0.9680330620805497	False	True	lrt_quadratic		0.222,1.606	0.2224893677165802	1.6061647800812278	
Epidermal_thickening	8587	333	8254	-0.07037910028835101	0.9320404161319331	0.8536050235610311	True	lrt_mle	0.441,1.968	lrt_quadratic	two		True	0.44133970286073937	1.9683235649830007	False	True	False	mle	mle	lrt_mle	8587	333	8254	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=lrt_quadratic	chr10-79542902-INV-674513		0.8536050235610311	0.8536050235610311	True	lrt_mle	lrt_mle	0.9859210717648742	False	True	lrt_quadratic		0.441,1.968	0.44133970286073937	1.9683235649830007	
