Phenotype	N_Total	N_Cases	N_Controls	Beta	OR	P_Value	P_Valid	P_Source	OR_CI95	CI_Method	CI_Sided	CI_Label	CI_Valid	CI_LO_OR	CI_HI_OR	Used_Ridge	Final_Is_MLE	Used_Firth	Inference_Type	Coef_Source	P_Value_Method	N_Total_Used	N_Cases_Used	N_Controls_Used	Model_Notes	Inversion	P_LRT_Overall	P_Value_lrt	P_Overall_Valid	P_Source_lrt	P_Method	Q_GLOBAL	Sig_Global	CI_Valid_DISPLAY	CI_Method_DISPLAY	CI_Label_DISPLAY	OR_CI95_DISPLAY	CI_LO_OR_DISPLAY	CI_HI_OR_DISPLAY	FINAL_INTERPRETATION
Other_follicular_disorders	68035	6933	61102	-0.16895217568513202	0.8445492924115191	0.017207399054542	True	lrt_mle	0.734,0.972	wald_mle	two		True	0.733843887028192	0.9719553707822821	False	True	False	mle	mle	lrt_mle	68035	6933	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.017207399054542	0.017207399054542	True	lrt_mle	lrt_mle	0.6418538114638346	False	True	wald_mle		0.734,0.972	0.733843887028192	0.9719553707822821	
Uninodular_goiter_single_thyroid_nodule	61102	2520	58582	-0.07158422336381201	0.9309178692586191	0.5286431253964831	True	lrt_mle	0.745,1.163	lrt_quadratic	two		True	0.7450836361167262	1.163101747639568	False	True	False	mle	mle	lrt_mle	61102	2520	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.5286431253964831	0.5286431253964831	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.745,1.163	0.7450836361167262	1.163101747639568	
Benign_neoplasm_of_the_skin	65465	3010	62455	-0.12041719394632001	0.8865504960539591	0.258843090166462	True	lrt_mle	0.718,1.095	wald_mle	two		True	0.718087144570553	1.094535374983722	False	True	False	mle	mle	lrt_mle	65465	3010	62455	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.258843090166462	0.258843090166462	True	lrt_mle	lrt_mle	0.9101667937253499	False	True	wald_mle		0.718,1.095	0.718087144570553	1.094535374983722	
High_risk_human_papillomavirus_HPV_DNA_test_positive	71629	1128	70501	-0.146900854066215	0.8633795737470341	0.39422907754555003	True	lrt_mle	0.616,1.211	lrt_quadratic	two		True	0.6157918456200056	1.2105134123903303	False	True	False	mle	mle	lrt_mle	40387	1100	39287	sex_restricted_to_0;sex_forced_restriction_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.39422907754555003	0.39422907754555003	True	lrt_mle	lrt_mle	0.9217218797308768	False	True	lrt_quadratic		0.616,1.211	0.6157918456200056	1.2105134123903303	
Disorder_of_nervous_system	68931	2026	66905	-0.18966227797631802	0.8272384634207831	0.135367071739245	True	lrt_mle	0.643,1.065	wald_mle	two		True	0.6426878712317521	1.064783553564234	False	True	False	mle	mle	lrt_mle	68931	2026	66905	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.135367071739245	0.135367071739245	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.643,1.065	0.6426878712317521	1.064783553564234	
Pain_in_shoulder	73549	12198	61351	-0.13310631743276702	0.87537201985539	0.017416880746095	True	lrt_mle	0.784,0.978	wald_mle	two		True	0.783840454410145	0.9775920199504661	False	True	False	mle	mle	lrt_mle	73549	12198	61351	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.017416880746095	0.017416880746095	True	lrt_mle	lrt_mle	0.6418538114638346	False	True	wald_mle		0.784,0.978	0.783840454410145	0.9775920199504661	
Flat_foot_pes_planus	63431	2080	61351	0.078305528565248	1.081453022990142	0.5085635669719071	True	lrt_mle	0.857,1.364	lrt_quadratic	two		True	0.8573959985015273	1.3640612307248057	False	True	False	mle	mle	lrt_mle	63431	2080	61351	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.5085635669719071	0.5085635669719071	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.857,1.364	0.8573959985015273	1.3640612307248057	
Morbid_obesity	67801	9219	58582	-0.09272682598930201	0.9114424486807041	0.14018193339906002	True	lrt_mle	0.805,1.032	wald_mle	two		True	0.8052962087154131	1.03157984387165	False	True	False	mle	mle	lrt_mle	67801	9219	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.14018193339906002	0.14018193339906002	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.805,1.032	0.8052962087154131	1.03157984387165	
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	61407	305	61102	0.6760328536160011	1.966062582493811	0.016473507941715003	True	lrt_mle	1.164,3.320	wald_mle	two		True	1.164215916496925	3.320176286468461	False	True	False	mle	mle	lrt_mle	61407	305	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.016473507941715003	0.016473507941715003	True	lrt_mle	lrt_mle	0.6418538114638346	False	True	wald_mle		1.164,3.320	1.164215916496925	3.320176286468461	
Conjunctivitis	69437	4460	64977	0.024166875827031004	1.024461261447316	0.774698800573825	True	lrt_mle	0.868,1.209	lrt_quadratic	two		True	0.8682168587731018	1.2088234242414158	False	True	False	mle	mle	lrt_mle	69437	4460	64977	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.774698800573825	0.774698800573825	True	lrt_mle	lrt_mle	0.9376027539655172	False	True	lrt_quadratic		0.868,1.209	0.8682168587731018	1.2088234242414158	
Skin_changes_due_to_solar_radiation	61598	496	61102	0.361617506655035	1.435649710468399	0.12244292042038801	True	lrt_mle	0.919,2.243	wald_mle	two		True	0.9189907429459131	2.242775682985635	False	True	False	mle	mle	lrt_mle	61598	496	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.12244292042038801	0.12244292042038801	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.919,2.243	0.9189907429459131	2.242775682985635	
Laryngitis_and_tracheitis	74446	913	73533	-0.160946326047496	0.8513377645436041	0.38744990592404305	True	lrt_mle	0.591,1.226	lrt_quadratic	two		True	0.5909976638813281	1.2263601594940277	False	True	False	mle	mle	lrt_mle	74446	913	73533	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.38744990592404305	0.38744990592404305	True	lrt_mle	lrt_mle	0.9217218797308768	False	True	lrt_quadratic		0.591,1.226	0.5909976638813281	1.2263601594940277	
Sensorineural_hearing_loss	67940	2963	64977	-0.16155921880735902	0.8508161456560661	0.135397256173644	True	lrt_mle	0.687,1.054	wald_mle	two		True	0.6866838192172301	1.054179658018189	False	True	False	mle	mle	lrt_mle	67940	2963	64977	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.135397256173644	0.135397256173644	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.687,1.054	0.6866838192172301	1.054179658018189	
Goiter	62921	4339	58582	-0.05795389758064701	0.9436934529852451	0.5101683464369641	True	lrt_mle	0.794,1.121	lrt_quadratic	two		True	0.794193229666925	1.121335841128619	False	True	False	mle	mle	lrt_mle	62921	4339	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.5101683464369641	0.5101683464369641	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.794,1.121	0.794193229666925	1.121335841128619	
Alopecia_Areata	61344	242	61102	-0.606551513544344	0.5452278416843941	0.115242697417789	True	lrt_mle	0.256,1.160	lrt_quadratic	two		True	0.2563199622492392	1.1597746688912285	False	True	False	mle	mle	lrt_mle	61344	242	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.115242697417789	0.115242697417789	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	lrt_quadratic		0.256,1.160	0.2563199622492392	1.1597746688912285	
Urinary_incontinence_and_enuresis	74446	4999	69447	-0.117605746912274	0.8890464928539441	0.15680696979196201	True	lrt_mle	0.755,1.048	wald_mle	two		True	0.754557677925474	1.047505962206859	False	True	False	mle	mle	lrt_mle	74446	4999	69447	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.15680696979196201	0.15680696979196201	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.755,1.048	0.754557677925474	1.047505962206859	
Viral_infections	74446	18428	56018	-0.059088361946566005	0.9426234734320751	0.206195587954933	True	lrt_mle	0.860,1.033	wald_mle	two		True	0.859913773083894	1.033288499937148	False	True	False	mle	mle	lrt_mle	74446	18428	56018	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.206195587954933	0.206195587954933	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.860,1.033	0.859913773083894	1.033288499937148	
Scar_conditions_and_fibrosis_of_skin	62341	1239	61102	-0.32022168350629704	0.72598807965052	0.051052497368536	True	lrt_mle	0.522,1.009	wald_mle	two		True	0.522123932036206	1.009451318845314	False	True	False	mle	mle	lrt_mle	62341	1239	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.051052497368536	0.051052497368536	True	lrt_mle	lrt_mle	0.8677106289593141	False	True	wald_mle		0.522,1.009	0.522123932036206	1.009451318845314	
Abnormal_mammogram	66013	3558	62455	0.029442260437125	1.029879968935902	0.7675859620780491	True	lrt_mle	0.847,1.252	lrt_quadratic	two		True	0.8472012166279148	1.2519490406742968	False	True	False	mle	mle	lrt_mle	36423	3545	32878	sex_restricted_to_0;sex_majority_restricted_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.7675859620780491	0.7675859620780491	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.847,1.252	0.8472012166279148	1.2519490406742968	
Lump_or_mass_in_breast_or_nonspecific_abnormal_breast_exam	70782	8327	62455	-0.024858558856957	0.9754478707333991	0.7191748957734091	True	lrt_mle	0.852,1.117	lrt_quadratic	two		True	0.8518353064048168	1.1169982523196138	False	True	False	mle	mle	lrt_mle	70782	8327	62455	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.7191748957734091	0.7191748957734091	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.852,1.117	0.8518353064048168	1.1169982523196138	
Aphagia_and_dysphagia	74446	4547	69899	0.013486669585914001	1.013578024945368	0.8723979798208661	True	lrt_mle	0.860,1.195	lrt_quadratic	two		True	0.8597693264868912	1.1949023778854448	False	True	False	mle	mle	lrt_mle	74446	4547	69899	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr4-33098029-INV-7075	0.8723979798208661	0.8723979798208661	True	lrt_mle	lrt_mle	0.9697218514992803	False	True	lrt_quadratic		0.860,1.195	0.8597693264868912	1.1949023778854448	
Hypertrophic_conditions_of_skin	63876	2774	61102	-0.26366940363478303	0.768227470889557	0.016652252589193003	True	lrt_mle	0.617,0.957	wald_mle	two		True	0.6165237082820221	0.9572599384278611	False	True	False	mle	mle	lrt_mle	63876	2774	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr4-33098029-INV-7075	0.016652252589193003	0.016652252589193003	True	lrt_mle	lrt_mle	0.6418538114638346	False	True	wald_mle		0.617,0.957	0.6165237082820221	0.9572599384278611	
Mild_cognitive_impairment	67590	685	66905	-0.130649285650577	0.877525481207535	0.703725619924298	True	lrt_mle	0.448,1.721	lrt_quadratic	two		True	0.4475408461367649	1.7206272384201444	False	True	False	mle	mle	lrt_mle	67590	685	66905	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.703725619924298	0.703725619924298	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.448,1.721	0.4475408461367649	1.7206272384201444	
Acne	63749	2647	61102	-0.050249134619751	0.9509924698377741	0.7672365072700951	True	lrt_mle	0.682,1.326	lrt_quadratic	two		True	0.6818243297085524	1.326421833721796	False	True	False	mle	mle	lrt_mle	63749	2647	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.7672365072700951	0.7672365072700951	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.682,1.326	0.6818243297085524	1.326421833721796	
Other_skin_and_subcutaneous_disorders	66053	4951	61102	-0.109503169833205	0.8962793233016451	0.39631401209627104	True	lrt_mle	0.696,1.154	lrt_quadratic	two		True	0.6959140982260379	1.1543330238973457	False	True	False	mle	mle	lrt_mle	66053	4951	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.39631401209627104	0.39631401209627104	True	lrt_mle	lrt_mle	0.9217218797308768	False	True	lrt_quadratic		0.696,1.154	0.6959140982260379	1.1543330238973457	
Inflammation_of_the_eye	71216	6239	64977	0.121355041949114	1.129025692698754	0.283544062632876	True	lrt_mle	0.907,1.406	wald_mle	two		True	0.906555306803228	1.4060907318151972	False	True	False	mle	mle	lrt_mle	71216	6239	64977	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.283544062632876	0.283544062632876	True	lrt_mle	lrt_mle	0.9101667937253499	False	True	wald_mle		0.907,1.406	0.906555306803228	1.4060907318151972	
Hearing_impairment	69560	4583	64977	0.017247992584855	1.017397598102865	0.8967580948097401	True	lrt_mle	0.784,1.320	lrt_quadratic	two		True	0.7840524352171772	1.3201896022920518	False	True	False	mle	mle	lrt_mle	69560	4583	64977	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.8967580948097401	0.8967580948097401	True	lrt_mle	lrt_mle	0.9697218514992803	False	True	lrt_quadratic		0.784,1.320	0.7840524352171772	1.3201896022920518	
Abnormal_Papanicolaou_smear	73429	2928	70501	-0.14737047267418601	0.8629742098241311	0.37479384347709405	True	lrt_mle	0.620,1.201	wald_mle	two		True	0.620327040008637	1.2005352641265081	False	True	False	mle	mle	lrt_mle	73429	2928	70501	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.37479384347709405	0.37479384347709405	True	lrt_mle	lrt_mle	0.9157698628355411	False	True	wald_mle		0.620,1.201	0.620327040008637	1.2005352641265081	
Rosacea	61398	296	61102	-0.06881400538059901	0.933500289963591	0.8773830639858251	True	lrt_mle	0.389,2.237	lrt_quadratic	two		True	0.3894652482098917	2.2374853606771103	False	True	False	mle	mle	lrt_mle	61398	296	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.8773830639858251	0.8773830639858251	True	lrt_mle	lrt_mle	0.9697218514992803	False	True	lrt_quadratic		0.389,2.237	0.3894652482098917	2.2374853606771103	
Epidermal_thickening	66181	5079	61102	0.070622507039241	1.073176032996329	0.580320059036292	True	lrt_mle	0.836,1.378	lrt_quadratic	two		True	0.8355058213504227	1.37845454617688	False	True	False	mle	mle	lrt_mle	66181	5079	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.580320059036292	0.580320059036292	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.836,1.378	0.8355058213504227	1.37845454617688	
Abnormal_cytological_findings_in_specimens_from_genital_organs	74446	3945	70501	0.015222923571173	1.015339382470082	0.9134681453770721	True	lrt_mle	0.772,1.336	lrt_quadratic	two		True	0.7715536769110157	1.336153390807604	False	True	False	mle	mle	lrt_mle	74446	3945	70501	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.9134681453770721	0.9134681453770721	True	lrt_mle	lrt_mle	0.9697218514992803	False	True	lrt_quadratic		0.772,1.336	0.7715536769110157	1.336153390807604	
Multinodular_goiter	60548	1966	58582	-0.33527628959043704	0.715140473186144	0.12848117551058702	True	lrt_mle	0.457,1.118	wald_mle	two		True	0.45728077907880604	1.118406720306879	False	True	False	mle	mle	lrt_mle	60548	1966	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.12848117551058702	0.12848117551058702	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.457,1.118	0.45728077907880604	1.118406720306879	
Pure_hypercholesterolemia	65387	6805	58582	-0.04715256675184001	0.9539418466785451	0.6827095837709241	True	lrt_mle	0.761,1.196	lrt_quadratic	two		True	0.7609102973280275	1.195942609845078	False	True	False	mle	mle	lrt_mle	65387	6805	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.6827095837709241	0.6827095837709241	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.761,1.196	0.7609102973280275	1.195942609845078	
Benign_sarcoma_related_cancers	66484	4029	62455	-0.356360159234395	0.700220383977968	0.019970960613961003	True	lrt_mle	0.513,0.955	wald_mle	two		True	0.51315779609203	0.9554733258896481	False	True	False	mle	mle	lrt_mle	66484	4029	62455	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.019970960613961003	0.019970960613961003	True	lrt_mle	lrt_mle	0.6418538114638346	False	True	wald_mle		0.513,0.955	0.51315779609203	0.9554733258896481	
Melanocytic_nevi	63655	1200	62455	-0.39836292149962704	0.6714183112993171	0.11486077248231101	True	lrt_mle	0.401,1.126	wald_mle	two		True	0.40052664390115206	1.12552449534239	False	True	False	mle	mle	lrt_mle	63655	1200	62455	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.11486077248231101	0.11486077248231101	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.401,1.126	0.40052664390115206	1.12552449534239	
Migraine	72594	5689	66905	0.084377173310496	1.088039195771906	0.466226429656784	True	lrt_mle	0.867,1.365	lrt_quadratic	two		True	0.867108870053872	1.3652602717146998	False	True	False	mle	mle	lrt_mle	72594	5689	66905	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.466226429656784	0.466226429656784	True	lrt_mle	lrt_mle	0.9224446251393799	False	True	lrt_quadratic		0.867,1.365	0.867108870053872	1.3652602717146998	
Diastolic_heart_failure	74446	2684	71762	0.17868220649063601	1.195640716926616	0.30127113360031804	True	lrt_mle	0.857,1.668	wald_mle	two		True	0.8570779566116171	1.667942470046039	False	True	False	mle	mle	lrt_mle	74446	2684	71762	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.30127113360031804	0.30127113360031804	True	lrt_mle	lrt_mle	0.9101667937253499	False	True	wald_mle		0.857,1.668	0.8570779566116171	1.667942470046039	
Other_follicular_disorders	68035	6933	61102	-0.027757484176507002	0.972624214964075	0.7994221165134581	True	lrt_mle	0.785,1.205	lrt_quadratic	two		True	0.7851621477534326	1.2048439500570032	False	True	False	mle	mle	lrt_mle	68035	6933	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.7994221165134581	0.7994221165134581	True	lrt_mle	lrt_mle	0.9386492823214052	False	True	lrt_quadratic		0.785,1.205	0.7851621477534326	1.2048439500570032	
Uninodular_goiter_single_thyroid_nodule	61102	2520	58582	-0.05882122157124701	0.942875319858229	0.749007862093169	True	lrt_mle	0.658,1.352	lrt_quadratic	two		True	0.6576033744117988	1.3518997976446656	False	True	False	mle	mle	lrt_mle	61102	2520	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.749007862093169	0.749007862093169	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.658,1.352	0.6576033744117988	1.3518997976446656	
Benign_neoplasm_of_the_skin	65465	3010	62455	-0.28310002885054103	0.753444417911124	0.083042373163611	True	lrt_mle	0.542,1.047	wald_mle	two		True	0.5423096504818831	1.046779253102003	False	True	False	mle	mle	lrt_mle	65465	3010	62455	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.083042373163611	0.083042373163611	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.542,1.047	0.5423096504818831	1.046779253102003	
High_risk_human_papillomavirus_HPV_DNA_test_positive	71629	1128	70501	-0.0033144067322680004	0.9966910798504621	0.9895879625953301	True	lrt_mle	0.606,1.640	lrt_quadratic	two		True	0.6058613529348071	1.639637689120557	False	True	False	mle	mle	lrt_mle	40387	1100	39287	sex_restricted_to_0;sex_forced_restriction_to_0;ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.9895879625953301	0.9895879625953301	True	lrt_mle	lrt_mle	0.9934235748534516	False	True	lrt_quadratic		0.606,1.640	0.6058613529348071	1.639637689120557	
Disorder_of_nervous_system	68931	2026	66905	0.18359163643489101	1.201525063840384	0.326959503298318	True	lrt_mle	0.838,1.723	wald_mle	two		True	0.8379983175472181	1.722751047116861	False	True	False	mle	mle	lrt_mle	68931	2026	66905	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.326959503298318	0.326959503298318	True	lrt_mle	lrt_mle	0.9127042866512731	False	True	wald_mle		0.838,1.723	0.8379983175472181	1.722751047116861	
Pain_in_shoulder	73549	12198	61351	-0.06559176929155801	0.9365130996723441	0.46108198732059	True	lrt_mle	0.787,1.115	lrt_quadratic	two		True	0.7866203226781991	1.1149683787367657	False	True	False	mle	mle	lrt_mle	73549	12198	61351	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.46108198732059	0.46108198732059	True	lrt_mle	lrt_mle	0.9224446251393799	False	True	lrt_quadratic		0.787,1.115	0.7866203226781991	1.1149683787367657	
Flat_foot_pes_planus	63431	2080	61351	0.233117324136829	1.262529595833324	0.215822907664198	True	lrt_mle	0.880,1.811	wald_mle	two		True	0.88038287495648	1.8105542778008372	False	True	False	mle	mle	lrt_mle	63431	2080	61351	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.215822907664198	0.215822907664198	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.880,1.811	0.88038287495648	1.8105542778008372	
Morbid_obesity	67801	9219	58582	0.054388810004417004	1.05589506491875	0.5822568605152401	True	lrt_mle	0.870,1.282	lrt_quadratic	two		True	0.8698822198484393	1.2816843047027946	False	True	False	mle	mle	lrt_mle	67801	9219	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.5822568605152401	0.5822568605152401	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.870,1.282	0.8698822198484393	1.2816843047027946	
Skin_changes_due_to_chronic_exposure_to_nonionizing_radiation	61407	305	61102	-0.581579980159862	0.559014436734369	0.266810747339904	True	lrt_mle	0.200,1.560	lrt_quadratic	two		True	0.20026957054570316	1.5603825365278354	False	True	False	mle	mle	lrt_mle	61407	305	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.266810747339904	0.266810747339904	True	lrt_mle	lrt_mle	0.9101667937253499	False	True	lrt_quadratic		0.200,1.560	0.20026957054570316	1.5603825365278354	
Conjunctivitis	69437	4460	64977	0.068813659576933	1.071236575872296	0.60118482278398	True	lrt_mle	0.828,1.387	lrt_quadratic	two		True	0.8276063736391935	1.3865864715861789	False	True	False	mle	mle	lrt_mle	69437	4460	64977	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.60118482278398	0.60118482278398	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.828,1.387	0.8276063736391935	1.3865864715861789	
Skin_changes_due_to_solar_radiation	61598	496	61102	-0.37226736246392506	0.689169959711674	0.348444380710619	True	lrt_mle	0.316,1.501	lrt_quadratic	two		True	0.31649497007997357	1.5006722958313612	False	True	False	mle	mle	lrt_mle	61598	496	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.348444380710619	0.348444380710619	True	lrt_mle	lrt_mle	0.9127042866512731	False	True	lrt_quadratic		0.316,1.501	0.31649497007997357	1.5006722958313612	
Laryngitis_and_tracheitis	74446	913	73533	0.390161148758687	1.477218826683012	0.14341124699701602	True	lrt_mle	0.894,2.440	wald_mle	two		True	0.8943947312882861	2.4398348800238683	False	True	False	mle	mle	lrt_mle	74446	913	73533	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=wald_mle	chr12-46897663-INV-16289	0.14341124699701602	0.14341124699701602	True	lrt_mle	lrt_mle	0.9015827916939885	False	True	wald_mle		0.894,2.440	0.8943947312882861	2.4398348800238683	
Sensorineural_hearing_loss	67940	2963	64977	0.048925099085355	1.050141691221051	0.762392143300985	True	lrt_mle	0.765,1.442	lrt_quadratic	two		True	0.764725677202283	1.4420825722436146	False	True	False	mle	mle	lrt_mle	67940	2963	64977	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.762392143300985	0.762392143300985	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.765,1.442	0.764725677202283	1.4420825722436146	
Goiter	62921	4339	58582	0.045967234595955	1.047040103702845	0.7425923013141641	True	lrt_mle	0.796,1.378	lrt_quadratic	two		True	0.7958403411138246	1.3775287857709502	False	True	False	mle	mle	lrt_mle	62921	4339	58582	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.7425923013141641	0.7425923013141641	True	lrt_mle	lrt_mle	0.9333557003672052	False	True	lrt_quadratic		0.796,1.378	0.7958403411138246	1.3775287857709502	
Alopecia_Areata	61344	242	61102	0.47778275283617205	1.612495135334103	0.32497804016755305	True	lrt_mle	0.623,4.175	lrt_quadratic	two		True	0.6227497758264168	4.175257322293927	False	True	False	mle	mle	lrt_mle	61344	242	61102	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.32497804016755305	0.32497804016755305	True	lrt_mle	lrt_mle	0.9127042866512731	False	True	lrt_quadratic		0.623,4.175	0.6227497758264168	4.175257322293927	
Urinary_incontinence_and_enuresis	74446	4999	69447	0.09506769692172301	1.099733301165396	0.45418218115053005	True	lrt_mle	0.857,1.411	lrt_quadratic	two		True	0.8573730250317823	1.410603434423782	False	True	False	mle	mle	lrt_mle	74446	4999	69447	ridge_seeded_refit;ridge_seeded_refit;inference=mle;ci=profile	chr12-46897663-INV-16289	0.45418218115053005	0.45418218115053005	True	lrt_mle	lrt_mle	0.9224446251393799	False	True	lrt_quadratic		0.857,1.411	0.8573730250317823	1.410603434423782	
